Date,Regroupement,Croisement,Nom,vac_quo_tot_n,vac_cum_tot_n,cv_xbb_tot_n,pop_tot_n,cv_xbb_tot_p,vac_quo_tot_m
2021-04-11,Groupe d'âge 3,GR3_18_59,18 à 59 ans,25718,441955,,,,
2021-04-11,Groupe d'âge 3,GR3_60_69,60 à 69 ans,24991,520635,,,,
2021-04-11,Groupe d'âge 3,GR3_70_79,70 à 79 ans,4604,635843,,,,
2021-04-11,Groupe d'âge 3,GR3_80_,80 ans et +,681,365746,,,,
2021-04-11,Groupe d'âge 3,TOT,Total,56017,1965925,,,,66677
2021-04-11,Groupe d'âge 3,GR3_18_,18 ans et +,55994,1964179,,,,
2021-04-11,Groupe d'âge 3,GR3_60_,60 ans et +,30276,1522224,,,,
2021-04-12,Région,RSS00,Inconnue,32,1340,,,,
2021-04-12,Région,RSS01,01 - Bas-Saint-Laurent,2814,49602,,,,
2021-04-12,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,233,66115,,,,
2021-04-12,Région,RSS03,03 - Capitale-Nationale,6491,171558,,,,
2021-04-12,Région,RSS04,04 - Mauricie et Centre-du-Québec,2556,121984,,,,
2021-04-12,Région,RSS05,05 - Estrie,4304,109591,,,,
2021-04-12,Région,RSS06,06 - Montréal,10276,485527,,,,
2021-04-12,Région,RSS07,07 - Outaouais,2410,84979,,,,
2021-04-12,Région,RSS08,08 - Abitibi-Témiscamingue,299,29594,,,,
2021-04-12,Région,RSS09,09 - Côte-Nord,590,33194,,,,
2021-04-12,Région,RSS10,10 - Nord-du-Québec,8,7476,,,,
2021-04-12,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,136,33905,,,,
2021-04-12,Région,RSS12,12 - Chaudière-Appalaches,4149,94477,,,,
2021-04-12,Région,RSS13,13 - Laval,3000,106805,,,,
2021-04-12,Région,RSS14,14 - Lanaudière,5419,130032,,,,
2021-04-12,Région,RSS15,15 - Laurentides,4981,143167,,,,
2021-04-12,Région,RSS16,16 - Montérégie,11794,337064,,,,
2021-04-12,Région,RSS17,17 - Nunavik,165,4144,,,,
2021-04-12,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,359,14365,,,,
2021-04-12,Région,RSS98,Hors Québec,16,1038,,,,
2021-04-12,Région,RSS99,Ensemble du Québec,60032,2025957,,,,67637
2021-04-12,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,167,,,,
2021-04-12,Groupe d'âge 1,GR1_16_59,16 à 59 ans,27968,471502,,,,
2021-04-12,Groupe d'âge 1,GR1_60_69,60 à 69 ans,24250,544885,,,,
2021-04-12,Groupe d'âge 1,GR1_70_79,70 à 79 ans,6668,642511,,,,
2021-04-12,Groupe d'âge 1,GR1_80_,80 ans et plus,1146,366892,,,,
2021-04-12,Groupe d'âge 1,TOT,Total,60032,2025957,,,,67637
2021-04-12,Sexe,FEM,Féminin,30251,1158501,,,,
2021-04-12,Sexe,INC,Inconnu,10,270,,,,
2021-04-12,Sexe,MASC,Masculin,29771,867186,,,,
2021-04-12,Sexe,TOT,Total,60032,2025957,,,,67637
2021-04-12,Groupe prioritaire,GRP-Autres,Autres raisons,47529,1231308,,,,
2021-04-12,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,266,39402,,,,
2021-04-12,Groupe prioritaire,GRP-MC,Maladie chronique,9467,327093,,,,
2021-04-12,Groupe prioritaire,GRP-RPA,Résident en RPA,51,139224,,,,
2021-04-12,Groupe prioritaire,GRP-TS,Travailleur de la santé,2719,288930,,,,
2021-04-12,Groupe prioritaire,TOT,Total,60032,2025957,,,,67637
2021-04-12,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,17,,,,
2021-04-12,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,80,,,,
2021-04-12,Groupe d'âge 2,GR2_12_17,12 à 17 ans,24,1673,,,,
2021-04-12,Groupe d'âge 2,GR2_18_29,18 à 29 ans,1712,78700,,,,
2021-04-12,Groupe d'âge 2,GR2_30_49,30 à 49 ans,5014,189651,,,,
2021-04-12,Groupe d'âge 2,GR2_50_69,50 à 69 ans,45468,746433,,,,
2021-04-12,Groupe d'âge 2,GR2_70_79,70 à 79 ans,6668,642511,,,,
2021-04-12,Groupe d'âge 2,GR2_80_,80 ans et plus,1146,366892,,,,
2021-04-12,Groupe d'âge 2,TOT,Total,60032,2025957,,,,67637
2021-04-12,Groupe d'âge 2,GR2_12_,12 ans et +,60032,2025860,,,,
2021-04-12,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,17,,,,
2021-04-12,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,80,,,,
2021-04-12,Groupe d'âge 3,GR3_12_17,12 à 17 ans,24,1673,,,,
2021-04-12,Groupe d'âge 3,GR3_18_59,18 à 59 ans,27944,469899,,,,
2021-04-12,Groupe d'âge 3,GR3_60_69,60 à 69 ans,24250,544885,,,,
2021-04-12,Groupe d'âge 3,GR3_70_79,70 à 79 ans,6668,642511,,,,
2021-04-12,Groupe d'âge 3,GR3_80_,80 ans et +,1146,366892,,,,
2021-04-12,Groupe d'âge 3,TOT,Total,60032,2025957,,,,67637
2021-04-12,Groupe d'âge 3,GR3_18_,18 ans et +,60008,2024187,,,,
2021-04-12,Groupe d'âge 3,GR3_60_,60 ans et +,32064,1554288,,,,
2021-04-13,Région,RSS00,Inconnue,28,1368,,,,
2021-04-13,Région,RSS01,01 - Bas-Saint-Laurent,3372,52974,,,,
2021-04-13,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,375,66490,,,,
2021-04-13,Région,RSS03,03 - Capitale-Nationale,7358,178916,,,,
2021-04-13,Région,RSS04,04 - Mauricie et Centre-du-Québec,6164,128148,,,,
2021-04-13,Région,RSS05,05 - Estrie,3915,113506,,,,
2021-04-13,Région,RSS06,06 - Montréal,11675,497202,,,,
2021-04-13,Région,RSS07,07 - Outaouais,3166,88145,,,,
2021-04-13,Région,RSS08,08 - Abitibi-Témiscamingue,862,30456,,,,
2021-04-13,Région,RSS09,09 - Côte-Nord,71,33265,,,,
2021-04-13,Région,RSS10,10 - Nord-du-Québec,29,7505,,,,
2021-04-13,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,537,34442,,,,
2021-04-13,Région,RSS12,12 - Chaudière-Appalaches,4190,98667,,,,
2021-04-13,Région,RSS13,13 - Laval,2581,109386,,,,
2021-04-13,Région,RSS14,14 - Lanaudière,5667,135699,,,,
2021-04-13,Région,RSS15,15 - Laurentides,7642,150809,,,,
2021-04-13,Région,RSS16,16 - Montérégie,12500,349564,,,,
2021-04-13,Région,RSS17,17 - Nunavik,187,4331,,,,
2021-04-13,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,307,14672,,,,
2021-04-13,Région,RSS98,Hors Québec,47,1085,,,,
2021-04-13,Région,RSS99,Ensemble du Québec,70673,2096630,,,,67383
2021-04-13,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,1,168,,,,
2021-04-13,Groupe d'âge 1,GR1_16_59,16 à 59 ans,33679,505181,,,,
2021-04-13,Groupe d'âge 1,GR1_60_69,60 à 69 ans,30595,575480,,,,
2021-04-13,Groupe d'âge 1,GR1_70_79,70 à 79 ans,4719,647230,,,,
2021-04-13,Groupe d'âge 1,GR1_80_,80 ans et plus,1679,368571,,,,
2021-04-13,Groupe d'âge 1,TOT,Total,70673,2096630,,,,67383
2021-04-13,Sexe,FEM,Féminin,36724,1195225,,,,
2021-04-13,Sexe,INC,Inconnu,10,280,,,,
2021-04-13,Sexe,MASC,Masculin,33939,901125,,,,
2021-04-13,Sexe,TOT,Total,70673,2096630,,,,67383
2021-04-13,Groupe prioritaire,GRP-Autres,Autres raisons,53606,1284914,,,,
2021-04-13,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,398,39800,,,,
2021-04-13,Groupe prioritaire,GRP-MC,Maladie chronique,12079,339172,,,,
2021-04-13,Groupe prioritaire,GRP-RPA,Résident en RPA,76,139300,,,,
2021-04-13,Groupe prioritaire,GRP-TS,Travailleur de la santé,4514,293444,,,,
2021-04-13,Groupe prioritaire,TOT,Total,70673,2096630,,,,67383
2021-04-13,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,17,,,,
2021-04-13,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,80,,,,
2021-04-13,Groupe d'âge 2,GR2_12_17,12 à 17 ans,38,1711,,,,
2021-04-13,Groupe d'âge 2,GR2_18_29,18 à 29 ans,3104,81804,,,,
2021-04-13,Groupe d'âge 2,GR2_30_49,30 à 49 ans,7890,197541,,,,
2021-04-13,Groupe d'âge 2,GR2_50_69,50 à 69 ans,53243,799676,,,,
2021-04-13,Groupe d'âge 2,GR2_70_79,70 à 79 ans,4719,647230,,,,
2021-04-13,Groupe d'âge 2,GR2_80_,80 ans et plus,1679,368571,,,,
2021-04-13,Groupe d'âge 2,TOT,Total,70673,2096630,,,,67383
2021-04-13,Groupe d'âge 2,GR2_12_,12 ans et +,70673,2096533,,,,
2021-04-13,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,17,,,,
2021-04-13,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,80,,,,
2021-04-13,Groupe d'âge 3,GR3_12_17,12 à 17 ans,38,1711,,,,
2021-04-13,Groupe d'âge 3,GR3_18_59,18 à 59 ans,33642,503541,,,,
2021-04-13,Groupe d'âge 3,GR3_60_69,60 à 69 ans,30595,575480,,,,
2021-04-13,Groupe d'âge 3,GR3_70_79,70 à 79 ans,4719,647230,,,,
2021-04-13,Groupe d'âge 3,GR3_80_,80 ans et +,1679,368571,,,,
2021-04-13,Groupe d'âge 3,TOT,Total,70673,2096630,,,,67383
2021-04-13,Groupe d'âge 3,GR3_18_,18 ans et +,70635,2094822,,,,
2021-04-13,Groupe d'âge 3,GR3_60_,60 ans et +,36993,1591281,,,,
2021-04-14,Région,RSS00,Inconnue,21,1389,,,,
2021-04-14,Région,RSS01,01 - Bas-Saint-Laurent,2243,55217,,,,
2021-04-14,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,2469,68959,,,,
2021-04-14,Région,RSS03,03 - Capitale-Nationale,8390,187306,,,,
2021-04-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,6385,134533,,,,
2021-04-14,Région,RSS05,05 - Estrie,4636,118142,,,,
2021-04-14,Région,RSS06,06 - Montréal,11411,508613,,,,
2021-04-14,Région,RSS07,07 - Outaouais,2830,90975,,,,
2021-04-14,Région,RSS08,08 - Abitibi-Témiscamingue,881,31337,,,,
2021-04-14,Région,RSS09,09 - Côte-Nord,492,33757,,,,
2021-04-14,Région,RSS10,10 - Nord-du-Québec,21,7526,,,,
2021-04-14,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1972,36414,,,,
2021-04-14,Région,RSS12,12 - Chaudière-Appalaches,2795,101462,,,,
2021-04-14,Région,RSS13,13 - Laval,1990,111376,,,,
2021-04-14,Région,RSS14,14 - Lanaudière,5077,140776,,,,
2021-04-14,Région,RSS15,15 - Laurentides,7503,158312,,,,
2021-04-14,Région,RSS16,16 - Montérégie,11645,361209,,,,
2021-04-14,Région,RSS17,17 - Nunavik,90,4421,,,,
2021-04-14,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,213,14885,,,,
2021-04-14,Région,RSS98,Hors Québec,40,1125,,,,
2021-04-14,Région,RSS99,Ensemble du Québec,71104,2167734,,,,67212
2021-04-14,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,168,,,,
2021-04-14,Groupe d'âge 1,GR1_16_59,16 à 59 ans,32292,537473,,,,
2021-04-14,Groupe d'âge 1,GR1_60_69,60 à 69 ans,31187,606667,,,,
2021-04-14,Groupe d'âge 1,GR1_70_79,70 à 79 ans,5957,653187,,,,
2021-04-14,Groupe d'âge 1,GR1_80_,80 ans et plus,1668,370239,,,,
2021-04-14,Groupe d'âge 1,TOT,Total,71104,2167734,,,,67212
2021-04-14,Sexe,FEM,Féminin,38165,1233390,,,,
2021-04-14,Sexe,INC,Inconnu,16,296,,,,
2021-04-14,Sexe,MASC,Masculin,32923,934048,,,,
2021-04-14,Sexe,TOT,Total,71104,2167734,,,,67212
2021-04-14,Groupe prioritaire,GRP-Autres,Autres raisons,54318,1339232,,,,
2021-04-14,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,544,40344,,,,
2021-04-14,Groupe prioritaire,GRP-MC,Maladie chronique,10565,349737,,,,
2021-04-14,Groupe prioritaire,GRP-RPA,Résident en RPA,113,139413,,,,
2021-04-14,Groupe prioritaire,GRP-TS,Travailleur de la santé,5564,299008,,,,
2021-04-14,Groupe prioritaire,TOT,Total,71104,2167734,,,,67212
2021-04-14,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,17,,,,
2021-04-14,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,80,,,,
2021-04-14,Groupe d'âge 2,GR2_12_17,12 à 17 ans,80,1791,,,,
2021-04-14,Groupe d'âge 2,GR2_18_29,18 à 29 ans,3253,85057,,,,
2021-04-14,Groupe d'âge 2,GR2_30_49,30 à 49 ans,8860,206401,,,,
2021-04-14,Groupe d'âge 2,GR2_50_69,50 à 69 ans,51286,850962,,,,
2021-04-14,Groupe d'âge 2,GR2_70_79,70 à 79 ans,5957,653187,,,,
2021-04-14,Groupe d'âge 2,GR2_80_,80 ans et plus,1668,370239,,,,
2021-04-14,Groupe d'âge 2,TOT,Total,71104,2167734,,,,67212
2021-04-14,Groupe d'âge 2,GR2_12_,12 ans et +,71104,2167637,,,,
2021-04-14,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,17,,,,
2021-04-14,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,80,,,,
2021-04-14,Groupe d'âge 3,GR3_12_17,12 à 17 ans,80,1791,,,,
2021-04-14,Groupe d'âge 3,GR3_18_59,18 à 59 ans,32212,535753,,,,
2021-04-14,Groupe d'âge 3,GR3_60_69,60 à 69 ans,31187,606667,,,,
2021-04-14,Groupe d'âge 3,GR3_70_79,70 à 79 ans,5957,653187,,,,
2021-04-14,Groupe d'âge 3,GR3_80_,80 ans et +,1668,370239,,,,
2021-04-14,Groupe d'âge 3,TOT,Total,71104,2167734,,,,67212
2021-04-14,Groupe d'âge 3,GR3_18_,18 ans et +,71024,2165846,,,,
2021-04-14,Groupe d'âge 3,GR3_60_,60 ans et +,38812,1630093,,,,
2021-04-15,Région,RSS00,Inconnue,49,1438,,,,
2021-04-15,Région,RSS01,01 - Bas-Saint-Laurent,2730,57947,,,,
2021-04-15,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,3813,72772,,,,
2021-04-15,Région,RSS03,03 - Capitale-Nationale,9064,196370,,,,
2021-04-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,4545,139078,,,,
2021-04-15,Région,RSS05,05 - Estrie,5157,123299,,,,
2021-04-15,Région,RSS06,06 - Montréal,11103,519716,,,,
2021-04-15,Région,RSS07,07 - Outaouais,2975,93950,,,,
2021-04-15,Région,RSS08,08 - Abitibi-Témiscamingue,1435,32772,,,,
2021-04-15,Région,RSS09,09 - Côte-Nord,1120,34877,,,,
2021-04-15,Région,RSS10,10 - Nord-du-Québec,46,7572,,,,
2021-04-15,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1171,37585,,,,
2021-04-15,Région,RSS12,12 - Chaudière-Appalaches,4650,106112,,,,
2021-04-15,Région,RSS13,13 - Laval,3672,115048,,,,
2021-04-15,Région,RSS14,14 - Lanaudière,4971,145747,,,,
2021-04-15,Région,RSS15,15 - Laurentides,7064,165376,,,,
2021-04-15,Région,RSS16,16 - Montérégie,13897,375106,,,,
2021-04-15,Région,RSS17,17 - Nunavik,141,4562,,,,
2021-04-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,285,15170,,,,
2021-04-15,Région,RSS98,Hors Québec,35,1160,,,,
2021-04-15,Région,RSS99,Ensemble du Québec,77923,2245657,,,,65093
2021-04-15,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,3,171,,,,
2021-04-15,Groupe d'âge 1,GR1_16_59,16 à 59 ans,35973,573446,,,,
2021-04-15,Groupe d'âge 1,GR1_60_69,60 à 69 ans,32534,639201,,,,
2021-04-15,Groupe d'âge 1,GR1_70_79,70 à 79 ans,7311,660498,,,,
2021-04-15,Groupe d'âge 1,GR1_80_,80 ans et plus,2102,372341,,,,
2021-04-15,Groupe d'âge 1,TOT,Total,77923,2245657,,,,65093
2021-04-15,Sexe,FEM,Féminin,42595,1275985,,,,
2021-04-15,Sexe,INC,Inconnu,12,308,,,,
2021-04-15,Sexe,MASC,Masculin,35316,969364,,,,
2021-04-15,Sexe,TOT,Total,77923,2245657,,,,65093
2021-04-15,Groupe prioritaire,GRP-Autres,Autres raisons,58730,1397962,,,,
2021-04-15,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,229,40573,,,,
2021-04-15,Groupe prioritaire,GRP-MC,Maladie chronique,11632,361369,,,,
2021-04-15,Groupe prioritaire,GRP-RPA,Résident en RPA,128,139541,,,,
2021-04-15,Groupe prioritaire,GRP-TS,Travailleur de la santé,7204,306212,,,,
2021-04-15,Groupe prioritaire,TOT,Total,77923,2245657,,,,65093
2021-04-15,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,1,18,,,,
2021-04-15,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,80,,,,
2021-04-15,Groupe d'âge 2,GR2_12_17,12 à 17 ans,86,1877,,,,
2021-04-15,Groupe d'âge 2,GR2_18_29,18 à 29 ans,4331,89388,,,,
2021-04-15,Groupe d'âge 2,GR2_30_49,30 à 49 ans,11771,218172,,,,
2021-04-15,Groupe d'âge 2,GR2_50_69,50 à 69 ans,52321,903283,,,,
2021-04-15,Groupe d'âge 2,GR2_70_79,70 à 79 ans,7311,660498,,,,
2021-04-15,Groupe d'âge 2,GR2_80_,80 ans et plus,2102,372341,,,,
2021-04-15,Groupe d'âge 2,TOT,Total,77923,2245657,,,,65093
2021-04-15,Groupe d'âge 2,GR2_12_,12 ans et +,77922,2245559,,,,
2021-04-15,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,1,18,,,,
2021-04-15,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,80,,,,
2021-04-15,Groupe d'âge 3,GR3_12_17,12 à 17 ans,86,1877,,,,
2021-04-15,Groupe d'âge 3,GR3_18_59,18 à 59 ans,35889,571642,,,,
2021-04-15,Groupe d'âge 3,GR3_60_69,60 à 69 ans,32534,639201,,,,
2021-04-15,Groupe d'âge 3,GR3_70_79,70 à 79 ans,7311,660498,,,,
2021-04-15,Groupe d'âge 3,GR3_80_,80 ans et +,2102,372341,,,,
2021-04-15,Groupe d'âge 3,TOT,Total,77923,2245657,,,,65093
2021-04-15,Groupe d'âge 3,GR3_18_,18 ans et +,77836,2243682,,,,
2021-04-15,Groupe d'âge 3,GR3_60_,60 ans et +,41947,1672040,,,,
2021-04-16,Région,RSS00,Inconnue,49,1487,,,,
2021-04-16,Région,RSS01,01 - Bas-Saint-Laurent,2454,60401,,,,
2021-04-16,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,4302,77074,,,,
2021-04-16,Région,RSS03,03 - Capitale-Nationale,9409,205779,,,,
2021-04-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,5680,144758,,,,
2021-04-16,Région,RSS05,05 - Estrie,5245,128544,,,,
2021-04-16,Région,RSS06,06 - Montréal,11285,531001,,,,
2021-04-16,Région,RSS07,07 - Outaouais,3363,97313,,,,
2021-04-16,Région,RSS08,08 - Abitibi-Témiscamingue,909,33681,,,,
2021-04-16,Région,RSS09,09 - Côte-Nord,802,35679,,,,
2021-04-16,Région,RSS10,10 - Nord-du-Québec,10,7582,,,,
2021-04-16,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1227,38812,,,,
2021-04-16,Région,RSS12,12 - Chaudière-Appalaches,4830,110942,,,,
2021-04-16,Région,RSS13,13 - Laval,3211,118259,,,,
2021-04-16,Région,RSS14,14 - Lanaudière,4492,150239,,,,
2021-04-16,Région,RSS15,15 - Laurentides,4838,170214,,,,
2021-04-16,Région,RSS16,16 - Montérégie,11243,386349,,,,
2021-04-16,Région,RSS17,17 - Nunavik,142,4704,,,,
2021-04-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,457,15627,,,,
2021-04-16,Région,RSS98,Hors Québec,34,1194,,,,
2021-04-16,Région,RSS99,Ensemble du Québec,73982,2319639,,,,63520
2021-04-16,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,1,172,,,,
2021-04-16,Groupe d'âge 1,GR1_16_59,16 à 59 ans,39034,612480,,,,
2021-04-16,Groupe d'âge 1,GR1_60_69,60 à 69 ans,25121,664322,,,,
2021-04-16,Groupe d'âge 1,GR1_70_79,70 à 79 ans,7927,668425,,,,
2021-04-16,Groupe d'âge 1,GR1_80_,80 ans et plus,1899,374240,,,,
2021-04-16,Groupe d'âge 1,TOT,Total,73982,2319639,,,,63520
2021-04-16,Sexe,FEM,Féminin,40807,1316792,,,,
2021-04-16,Sexe,INC,Inconnu,7,315,,,,
2021-04-16,Sexe,MASC,Masculin,33168,1002532,,,,
2021-04-16,Sexe,TOT,Total,73982,2319639,,,,63520
2021-04-16,Groupe prioritaire,GRP-Autres,Autres raisons,54964,1452926,,,,
2021-04-16,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,310,40883,,,,
2021-04-16,Groupe prioritaire,GRP-MC,Maladie chronique,10338,371707,,,,
2021-04-16,Groupe prioritaire,GRP-RPA,Résident en RPA,132,139673,,,,
2021-04-16,Groupe prioritaire,GRP-TS,Travailleur de la santé,8238,314450,,,,
2021-04-16,Groupe prioritaire,TOT,Total,73982,2319639,,,,63520
2021-04-16,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,18,,,,
2021-04-16,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,80,,,,
2021-04-16,Groupe d'âge 2,GR2_12_17,12 à 17 ans,75,1952,,,,
2021-04-16,Groupe d'âge 2,GR2_18_29,18 à 29 ans,4983,94371,,,,
2021-04-16,Groupe d'âge 2,GR2_30_49,30 à 49 ans,12740,230912,,,,
2021-04-16,Groupe d'âge 2,GR2_50_69,50 à 69 ans,46358,949641,,,,
2021-04-16,Groupe d'âge 2,GR2_70_79,70 à 79 ans,7927,668425,,,,
2021-04-16,Groupe d'âge 2,GR2_80_,80 ans et plus,1899,374240,,,,
2021-04-16,Groupe d'âge 2,TOT,Total,73982,2319639,,,,63520
2021-04-16,Groupe d'âge 2,GR2_12_,12 ans et +,73982,2319541,,,,
2021-04-16,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,18,,,,
2021-04-16,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,80,,,,
2021-04-16,Groupe d'âge 3,GR3_12_17,12 à 17 ans,75,1952,,,,
2021-04-16,Groupe d'âge 3,GR3_18_59,18 à 59 ans,38960,610602,,,,
2021-04-16,Groupe d'âge 3,GR3_60_69,60 à 69 ans,25121,664322,,,,
2021-04-16,Groupe d'âge 3,GR3_70_79,70 à 79 ans,7927,668425,,,,
2021-04-16,Groupe d'âge 3,GR3_80_,80 ans et +,1899,374240,,,,
2021-04-16,Groupe d'âge 3,TOT,Total,73982,2319639,,,,63520
2021-04-16,Groupe d'âge 3,GR3_18_,18 ans et +,73907,2317589,,,,
2021-04-16,Groupe d'âge 3,GR3_60_,60 ans et +,34947,1706987,,,,
2021-04-17,Région,RSS00,Inconnue,19,1506,,,,
2021-04-17,Région,RSS01,01 - Bas-Saint-Laurent,1178,61579,,,,
2021-04-17,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,3284,80358,,,,
2021-04-17,Région,RSS03,03 - Capitale-Nationale,8355,214134,,,,
2021-04-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,3681,148439,,,,
2021-04-17,Région,RSS05,05 - Estrie,4365,132909,,,,
2021-04-17,Région,RSS06,06 - Montréal,8365,539366,,,,
2021-04-17,Région,RSS07,07 - Outaouais,3387,100700,,,,
2021-04-17,Région,RSS08,08 - Abitibi-Témiscamingue,973,34654,,,,
2021-04-17,Région,RSS09,09 - Côte-Nord,558,36237,,,,
2021-04-17,Région,RSS10,10 - Nord-du-Québec,4,7586,,,,
2021-04-17,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,776,39588,,,,
2021-04-17,Région,RSS12,12 - Chaudière-Appalaches,4003,114945,,,,
2021-04-17,Région,RSS13,13 - Laval,2878,121137,,,,
2021-04-17,Région,RSS14,14 - Lanaudière,3114,153353,,,,
2021-04-17,Région,RSS15,15 - Laurentides,4641,174855,,,,
2021-04-17,Région,RSS16,16 - Montérégie,10963,397312,,,,
2021-04-17,Région,RSS17,17 - Nunavik,3,4707,,,,
2021-04-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,164,15791,,,,
2021-04-17,Région,RSS98,Hors Québec,39,1233,,,,
2021-04-17,Région,RSS99,Ensemble du Québec,60750,2380389,,,,61471
2021-04-17,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,2,174,,,,
2021-04-17,Groupe d'âge 1,GR1_16_59,16 à 59 ans,32234,644714,,,,
2021-04-17,Groupe d'âge 1,GR1_60_69,60 à 69 ans,21588,685910,,,,
2021-04-17,Groupe d'âge 1,GR1_70_79,70 à 79 ans,5540,673965,,,,
2021-04-17,Groupe d'âge 1,GR1_80_,80 ans et plus,1386,375626,,,,
2021-04-17,Groupe d'âge 1,TOT,Total,60750,2380389,,,,61471
2021-04-17,Sexe,FEM,Féminin,34787,1351579,,,,
2021-04-17,Sexe,INC,Inconnu,6,321,,,,
2021-04-17,Sexe,MASC,Masculin,25957,1028489,,,,
2021-04-17,Sexe,TOT,Total,60750,2380389,,,,61471
2021-04-17,Groupe prioritaire,GRP-Autres,Autres raisons,45148,1498074,,,,
2021-04-17,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,13,40896,,,,
2021-04-17,Groupe prioritaire,GRP-MC,Maladie chronique,8474,380181,,,,
2021-04-17,Groupe prioritaire,GRP-RPA,Résident en RPA,46,139719,,,,
2021-04-17,Groupe prioritaire,GRP-TS,Travailleur de la santé,7069,321519,,,,
2021-04-17,Groupe prioritaire,TOT,Total,60750,2380389,,,,61471
2021-04-17,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,18,,,,
2021-04-17,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,80,,,,
2021-04-17,Groupe d'âge 2,GR2_12_17,12 à 17 ans,95,2047,,,,
2021-04-17,Groupe d'âge 2,GR2_18_29,18 à 29 ans,4420,98791,,,,
2021-04-17,Groupe d'âge 2,GR2_30_49,30 à 49 ans,11301,242213,,,,
2021-04-17,Groupe d'âge 2,GR2_50_69,50 à 69 ans,38008,987649,,,,
2021-04-17,Groupe d'âge 2,GR2_70_79,70 à 79 ans,5540,673965,,,,
2021-04-17,Groupe d'âge 2,GR2_80_,80 ans et plus,1386,375626,,,,
2021-04-17,Groupe d'âge 2,TOT,Total,60750,2380389,,,,61471
2021-04-17,Groupe d'âge 2,GR2_12_,12 ans et +,60750,2380291,,,,
2021-04-17,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,18,,,,
2021-04-17,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,80,,,,
2021-04-17,Groupe d'âge 3,GR3_12_17,12 à 17 ans,95,2047,,,,
2021-04-17,Groupe d'âge 3,GR3_18_59,18 à 59 ans,32141,642743,,,,
2021-04-17,Groupe d'âge 3,GR3_60_69,60 à 69 ans,21588,685910,,,,
2021-04-17,Groupe d'âge 3,GR3_70_79,70 à 79 ans,5540,673965,,,,
2021-04-17,Groupe d'âge 3,GR3_80_,80 ans et +,1386,375626,,,,
