Date,Regroupement,Croisement,Nom,vac_quo_1_n,vac_quo_2_n,vac_cum_1_n,vac_cum_2_n,vac_quo_tot_n,vac_cum_tot_n,cvac_cum_tot_1_p
2021-01-05,Région,RSS13,13 - Laval,,,,,228,1437,0.338939045
2021-01-05,Région,RSS14,14 - Lanaudière,,,,,248,2493,0.478385214
2021-01-05,Région,RSS15,15 - Laurentides,,,,,388,2314,0.372982766
2021-01-05,Région,RSS16,16 - Montérégie,,,,,881,6373,0.453150625
2021-01-05,Région,RSS17,17 - Nunavik,,,,,1,1,0.0079133
2021-01-05,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,24,24,0.140498771
2021-01-05,Région,RSS98,Hors Québec,,,,,10,31,387.5
2021-01-05,Région,RSS99,Ensemble du Québec,,,,,5892,38567,0.453469663
2021-01-05,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,5,0.00020704
2021-01-05,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,3594,30260,0.635759917
2021-01-05,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,500,3455,0.324825779
2021-01-05,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,413,1352,0.176779988
2021-01-05,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1384,3495,0.815563653
2021-01-05,Groupe d'âge 1,TOT,Total,,,,,5892,38567,0.453469663
2021-01-05,Sexe,FEM,Féminin,,,,,4150,28458,
2021-01-05,Sexe,INC,Inconnu,,,,,4,24,
2021-01-05,Sexe,MASC,Masculin,,,,,1738,10085,
2021-01-05,Sexe,TOT,Total,,,,,5892,38567,
2021-01-05,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,282,947,
2021-01-05,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1818,4860,
2021-01-05,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,28,54,
2021-01-05,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,81,116,
2021-01-05,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,3683,32590,
2021-01-05,Groupe prioritaire,TOT,Total,,,,,5892,38567,
2021-01-06,Région,RSS00,Inconnue,,,,,515,2168,0.741570857
2021-01-06,Région,RSS01,01 - Bas-Saint-Laurent,,,,,21,1109,0.559943446
2021-01-06,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,366,2615,0.946543621
2021-01-06,Région,RSS03,03 - Capitale-Nationale,,,,,873,6150,0.851021212
2021-01-06,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,625,2796,0.539364924
2021-01-06,Région,RSS05,05 - Estrie,,,,,561,2103,0.426309627
2021-01-06,Région,RSS06,06 - Montréal,,,,,2565,9818,0.531450569
2021-01-06,Région,RSS07,07 - Outaouais,,,,,459,1628,0.427342522
2021-01-06,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,194,806,0.547328857
2021-01-06,Région,RSS09,09 - Côte-Nord,,,,,215,673,0.747278809
2021-01-06,Région,RSS10,10 - Nord-du-Québec,,,,,29,32,0.241418333
2021-01-06,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,225,777,0.855407476
2021-01-06,Région,RSS12,12 - Chaudière-Appalaches,,,,,491,2358,0.552863302
2021-01-06,Région,RSS13,13 - Laval,,,,,282,1719,0.405263468
2021-01-06,Région,RSS14,14 - Lanaudière,,,,,449,2942,0.56372191
2021-01-06,Région,RSS15,15 - Laurentides,,,,,536,2850,0.459378083
2021-01-06,Région,RSS16,16 - Montérégie,,,,,2004,8377,0.594653051
2021-01-06,Région,RSS17,17 - Nunavik,,,,,0,1,0.0079133
2021-01-06,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,252,276,1.615735862
2021-01-06,Région,RSS98,Hors Québec,,,,,13,44,550
2021-01-06,Région,RSS99,Ensemble du Québec,,,,,10675,49242,0.578559034
2021-01-06,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,2,7,0.000345067
2021-01-06,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,6868,37128,0.780067797
2021-01-06,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,937,4392,0.410795917
2021-01-06,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,804,2156,0.280231954
2021-01-06,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,2064,5559,1.304466619
2021-01-06,Groupe d'âge 1,TOT,Total,,,,,10675,49242,0.578559034
2021-01-06,Sexe,FEM,Féminin,,,,,7516,35974,
2021-01-06,Sexe,INC,Inconnu,,,,,9,33,
2021-01-06,Sexe,MASC,Masculin,,,,,3150,13235,
2021-01-06,Sexe,TOT,Total,,,,,10675,49242,
2021-01-06,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,712,1659,
2021-01-06,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,2900,7760,
2021-01-06,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,151,205,
2021-01-06,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,65,181,
2021-01-06,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,6847,39437,
2021-01-06,Groupe prioritaire,TOT,Total,,,,,10675,49242,
2021-01-07,Région,RSS00,Inconnue,,,,,626,2794,0.9570553
2021-01-07,Région,RSS01,01 - Bas-Saint-Laurent,,,,,403,1512,0.75930569
2021-01-07,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,371,2986,1.080357761
2021-01-07,Région,RSS03,03 - Capitale-Nationale,,,,,603,6753,0.932812724
2021-01-07,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,549,3345,0.645688567
2021-01-07,Région,RSS05,05 - Estrie,,,,,529,2632,0.533396974
2021-01-07,Région,RSS06,06 - Montréal,,,,,3799,13617,0.736370838
2021-01-07,Région,RSS07,07 - Outaouais,,,,,476,2104,0.552876039
2021-01-07,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,438,1244,0.845684813
2021-01-07,Région,RSS09,09 - Côte-Nord,,,,,225,898,0.99786332
2021-01-07,Région,RSS10,10 - Nord-du-Québec,,,,,50,82,0.618634478
2021-01-07,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,792,1569,1.721838244
2021-01-07,Région,RSS12,12 - Chaudière-Appalaches,,,,,761,3119,0.727846765
2021-01-07,Région,RSS13,13 - Laval,,,,,483,2202,0.519265947
2021-01-07,Région,RSS14,14 - Lanaudière,,,,,627,3569,0.683462363
2021-01-07,Région,RSS15,15 - Laurentides,,,,,753,3603,0.579944681
2021-01-07,Région,RSS16,16 - Montérégie,,,,,1962,10339,0.733012566
2021-01-07,Région,RSS17,17 - Nunavik,,,,,0,1,0.0079133
2021-01-07,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,173,449,2.628497834
2021-01-07,Région,RSS98,Hors Québec,,,,,14,58,725
2021-01-07,Région,RSS99,Ensemble du Québec,,,,,13634,62876,0.737965795
2021-01-07,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,2,9,0.00041408
2021-01-07,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,7084,44212,0.928783319
2021-01-07,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1169,5561,0.51778893
2021-01-07,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,1384,3540,0.456747697
2021-01-07,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,3995,9554,2.254466499
2021-01-07,Groupe d'âge 1,TOT,Total,,,,,13634,62876,0.737965795
2021-01-07,Sexe,FEM,Féminin,,,,,9594,45568,
2021-01-07,Sexe,INC,Inconnu,,,,,7,40,
2021-01-07,Sexe,MASC,Masculin,,,,,4033,17268,
2021-01-07,Sexe,TOT,Total,,,,,13634,62876,
2021-01-07,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,907,2566,
2021-01-07,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,4891,12651,
2021-01-07,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,100,305,
2021-01-07,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,482,663,
2021-01-07,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,7254,46691,
2021-01-07,Groupe prioritaire,TOT,Total,,,,,13634,62876,
2021-01-08,Région,RSS00,Inconnue,,,,,660,3454,1.184991491
2021-01-08,Région,RSS01,01 - Bas-Saint-Laurent,,,,,359,1871,0.941376311
2021-01-08,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,234,3220,1.165677949
2021-01-08,Région,RSS03,03 - Capitale-Nationale,,,,,615,7368,1.016829856
2021-01-08,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,436,3781,0.730127743
2021-01-08,Région,RSS05,05 - Estrie,,,,,761,3393,0.688010705
2021-01-08,Région,RSS06,06 - Montréal,,,,,3466,17083,0.924323534
2021-01-08,Région,RSS07,07 - Outaouais,,,,,621,2725,0.716201752
2021-01-08,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,209,1453,0.986289344
2021-01-08,Région,RSS09,09 - Côte-Nord,,,,,477,1375,1.524762001
2021-01-08,Région,RSS10,10 - Nord-du-Québec,,,,,38,120,0.905318748
2021-01-08,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,613,2182,2.395361399
2021-01-08,Région,RSS12,12 - Chaudière-Appalaches,,,,,923,4042,0.93895282
2021-01-08,Région,RSS13,13 - Laval,,,,,410,2612,0.616038237
2021-01-08,Région,RSS14,14 - Lanaudière,,,,,619,4188,0.801473019
2021-01-08,Région,RSS15,15 - Laurentides,,,,,647,4250,0.683909195
2021-01-08,Région,RSS16,16 - Montérégie,,,,,1910,12249,0.867586301
2021-01-08,Région,RSS17,17 - Nunavik,,,,,0,1,0.0079133
2021-01-08,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,248,697,4.080318464
2021-01-08,Région,RSS98,Hors Québec,,,,,8,66,825
2021-01-08,Région,RSS99,Ensemble du Québec,,,,,13254,76130,0.893328259
2021-01-08,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,3,12,0.00062112
2021-01-08,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,7641,51853,1.089471522
2021-01-08,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1180,6741,0.624603026
2021-01-08,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,1260,4800,0.617937223
2021-01-08,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,3170,12724,3.013209085
2021-01-08,Groupe d'âge 1,TOT,Total,,,,,13254,76130,0.893328259
2021-01-08,Sexe,FEM,Féminin,,,,,9377,54945,
2021-01-08,Sexe,INC,Inconnu,,,,,5,45,
2021-01-08,Sexe,MASC,Masculin,,,,,3872,21140,
2021-01-08,Sexe,TOT,Total,,,,,13254,76130,
2021-01-08,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1046,3612,
2021-01-08,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,4106,16757,
2021-01-08,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,132,437,
2021-01-08,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,277,940,
2021-01-08,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,7693,54384,
2021-01-08,Groupe prioritaire,TOT,Total,,,,,13254,76130,
2021-01-09,Région,RSS00,Inconnue,,,,,425,3879,1.331991311
2021-01-09,Région,RSS01,01 - Bas-Saint-Laurent,,,,,283,2154,1.085303646
2021-01-09,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,217,3437,1.244799662
2021-01-09,Région,RSS03,03 - Capitale-Nationale,,,,,1028,8396,1.157600282
2021-01-09,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,785,4566,0.87905831
2021-01-09,Région,RSS05,05 - Estrie,,,,,25,3418,0.693110102
2021-01-09,Région,RSS06,06 - Montréal,,,,,1873,18956,1.02585618
2021-01-09,Région,RSS07,07 - Outaouais,,,,,274,2999,0.788614771
2021-01-09,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,123,1576,1.070652062
2021-01-09,Région,RSS09,09 - Côte-Nord,,,,,236,1611,1.788770682
2021-01-09,Région,RSS10,10 - Nord-du-Québec,,,,,18,138,1.04111656
2021-01-09,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,310,2492,2.734878799
2021-01-09,Région,RSS12,12 - Chaudière-Appalaches,,,,,381,4423,1.02832105
2021-01-09,Région,RSS13,13 - Laval,,,,,255,2867,0.675989851
2021-01-09,Région,RSS14,14 - Lanaudière,,,,,544,4732,0.904684293
2021-01-09,Région,RSS15,15 - Laurentides,,,,,496,4746,0.762889988
2021-01-09,Région,RSS16,16 - Montérégie,,,,,1250,13499,0.956730687
2021-01-09,Région,RSS17,17 - Nunavik,,,,,2,3,0.0237398
2021-01-09,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,182,879,5.145767475
2021-01-09,Région,RSS98,Hors Québec,,,,,8,74,925
2021-01-09,Région,RSS99,Ensemble du Québec,,,,,8715,84845,0.995559079
2021-01-09,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,13,0.00062112
2021-01-09,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,5928,57781,1.214453589
2021-01-09,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,787,7528,0.694828373
2021-01-09,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,617,5417,0.699721089
2021-01-09,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1382,14106,3.337935437
2021-01-09,Groupe d'âge 1,TOT,Total,,,,,8715,84845,0.995559079
2021-01-09,Sexe,FEM,Féminin,,,,,6157,61102,
2021-01-09,Sexe,INC,Inconnu,,,,,5,50,
2021-01-09,Sexe,MASC,Masculin,,,,,2553,23693,
2021-01-09,Sexe,TOT,Total,,,,,8715,84845,
2021-01-09,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,415,4027,
2021-01-09,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1730,18487,
2021-01-09,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,165,602,
2021-01-09,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,219,1159,
2021-01-09,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,6186,60570,
2021-01-09,Groupe prioritaire,TOT,Total,,,,,8715,84845,
2021-01-10,Région,RSS00,Inconnue,,,,,258,4137,1.421228849
2021-01-10,Région,RSS01,01 - Bas-Saint-Laurent,,,,,404,2558,1.290768816
2021-01-10,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,232,3669,1.329390617
2021-01-10,Région,RSS03,03 - Capitale-Nationale,,,,,1036,9432,1.300457226
2021-01-10,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,320,4886,0.93987001
2021-01-10,Région,RSS05,05 - Estrie,,,,,21,3439,0.697393596
2021-01-10,Région,RSS06,06 - Montréal,,,,,1351,20307,1.098909492
2021-01-10,Région,RSS07,07 - Outaouais,,,,,293,3292,0.86604913
2021-01-10,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,134,1710,1.162559414
2021-01-10,Région,RSS09,09 - Côte-Nord,,,,,1,1612,1.789889362
2021-01-10,Région,RSS10,10 - Nord-du-Québec,,,,,7,145,1.09392682
2021-01-10,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,78,2570,2.819758149
2021-01-10,Région,RSS12,12 - Chaudière-Appalaches,,,,,346,4769,1.1094796
2021-01-10,Région,RSS13,13 - Laval,,,,,281,3148,0.742078244
2021-01-10,Région,RSS14,14 - Lanaudière,,,,,475,5207,0.995594781
2021-01-10,Région,RSS15,15 - Laurentides,,,,,447,5193,0.834456258
2021-01-10,Région,RSS16,16 - Montérégie,,,,,1164,14663,1.039874969
2021-01-10,Région,RSS17,17 - Nunavik,,,,,0,3,0.0237398
2021-01-10,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,144,1023,5.988760098
2021-01-10,Région,RSS98,Hors Québec,,,,,11,85,1062.5
2021-01-10,Région,RSS99,Ensemble du Québec,,,,,7003,91848,1.077840403
2021-01-10,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,5,18,0.000759147
2021-01-10,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,4984,62765,1.319558888
2021-01-10,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,614,8142,0.750024601
2021-01-10,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,409,5826,0.753098604
2021-01-10,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,991,15097,3.573682416
2021-01-10,Groupe d'âge 1,TOT,Total,,,,,7003,91848,1.077840403
2021-01-10,Sexe,FEM,Féminin,,,,,5097,66199,
2021-01-10,Sexe,INC,Inconnu,,,,,10,60,
2021-01-10,Sexe,MASC,Masculin,,,,,1896,25589,
2021-01-10,Sexe,TOT,Total,,,,,7003,91848,
2021-01-10,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,458,4485,
2021-01-10,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1066,19553,
2021-01-10,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,95,697,
2021-01-10,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,114,1273,
2021-01-10,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,5270,65840,
2021-01-10,Groupe prioritaire,TOT,Total,,,,,7003,91848,
2021-01-11,Région,RSS00,Inconnue,,,,,303,4440,1.52533931
2021-01-11,Région,RSS01,01 - Bas-Saint-Laurent,,,,,4,2562,1.292803125
2021-01-11,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,11,3680,1.333401395
2021-01-11,Région,RSS03,03 - Capitale-Nationale,,,,,935,10367,1.429404049
2021-01-11,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,573,5459,1.050648013
2021-01-11,Région,RSS05,05 - Estrie,,,,,531,3970,0.805704798
2021-01-11,Région,RSS06,06 - Montréal,,,,,1498,21805,1.180310196
2021-01-11,Région,RSS07,07 - Outaouais,,,,,6,3298,0.867634816
2021-01-11,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,120,1830,1.244864505
2021-01-11,Région,RSS09,09 - Côte-Nord,,,,,154,1766,1.962166214
2021-01-11,Région,RSS10,10 - Nord-du-Québec,,,,,4,149,1.124104112
2021-01-11,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,85,2655,2.913456133
2021-01-11,Région,RSS12,12 - Chaudière-Appalaches,,,,,132,4901,1.139972697
2021-01-11,Région,RSS13,13 - Laval,,,,,473,3621,0.852540273
2021-01-11,Région,RSS14,14 - Lanaudière,,,,,432,5639,1.07843288
2021-01-11,Région,RSS15,15 - Laurentides,,,,,887,6080,0.975815759
2021-01-11,Région,RSS16,16 - Montérégie,,,,,1067,15730,1.114876255
2021-01-11,Région,RSS17,17 - Nunavik,,,,,0,3,0.0237398
2021-01-11,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,54,1077,6.304882332
2021-01-11,Région,RSS98,Hors Québec,,,,,1,86,1075
2021-01-11,Région,RSS99,Ensemble du Québec,,,,,7270,99118,1.163184512
2021-01-11,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,19,0.00082816
2021-01-11,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,4922,67687,1.423350371
2021-01-11,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,566,8708,0.801642468
2021-01-11,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,440,6266,0.810175551
2021-01-11,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1341,16438,3.890187848
2021-01-11,Groupe d'âge 1,TOT,Total,,,,,7270,99118,1.163184512
2021-01-11,Sexe,FEM,Féminin,,,,,5283,71482,
2021-01-11,Sexe,INC,Inconnu,,,,,0,60,
2021-01-11,Sexe,MASC,Masculin,,,,,1987,27576,
2021-01-11,Sexe,TOT,Total,,,,,7270,99118,
2021-01-11,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,179,4664,
2021-01-11,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1858,21411,
2021-01-11,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,27,724,
2021-01-11,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,58,1331,
2021-01-11,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,5148,70988,
2021-01-11,Groupe prioritaire,TOT,Total,,,,,7270,99118,
2021-01-12,Région,RSS00,Inconnue,,,,,294,4734,1.626682716
2021-01-12,Région,RSS01,01 - Bas-Saint-Laurent,,,,,10,2572,1.297888896
2021-01-12,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,226,3906,1.413981572
2021-01-12,Région,RSS03,03 - Capitale-Nationale,,,,,694,11061,1.525940289
2021-01-12,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,662,6121,1.17885612
2021-01-12,Région,RSS05,05 - Estrie,,,,,551,4521,0.918095518
2021-01-12,Région,RSS06,06 - Montréal,,,,,988,22793,1.234104494
2021-01-12,Région,RSS07,07 - Outaouais,,,,,58,3356,0.88296312
2021-01-12,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,186,2016,1.372437397
2021-01-12,Région,RSS09,09 - Côte-Nord,,,,,124,1890,2.100882639
2021-01-12,Région,RSS10,10 - Nord-du-Québec,,,,,2,151,1.139192757
2021-01-12,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,10,2665,2.924479425
2021-01-12,Région,RSS12,12 - Chaudière-Appalaches,,,,,587,5488,1.277426195
2021-01-12,Région,RSS13,13 - Laval,,,,,483,4104,0.963002301
2021-01-12,Région,RSS14,14 - Lanaudière,,,,,372,6011,1.149931192
2021-01-12,Région,RSS15,15 - Laurentides,,,,,731,6811,1.09251391
2021-01-12,Région,RSS16,16 - Montérégie,,,,,1870,17600,1.246949948
2021-01-12,Région,RSS17,17 - Nunavik,,,,,0,3,0.0237398
2021-01-12,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,27,1104,6.462943449
2021-01-12,Région,RSS98,Hors Québec,,,,,0,86,1075
2021-01-12,Région,RSS99,Ensemble du Québec,,,,,7875,106993,1.25569483
2021-01-12,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,20,0.000897174
2021-01-12,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,5721,73408,1.543882416
2021-01-12,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,605,9313,0.857733287
2021-01-12,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,484,6750,0.87200891
2021-01-12,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1064,17502,4.141409501
2021-01-12,Groupe d'âge 1,TOT,Total,,,,,7875,106993,1.25569483
2021-01-12,Sexe,FEM,Féminin,,,,,5880,77362,
2021-01-12,Sexe,INC,Inconnu,,,,,0,60,
2021-01-12,Sexe,MASC,Masculin,,,,,1995,29571,
2021-01-12,Sexe,TOT,Total,,,,,7875,106993,
2021-01-12,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,366,5030,
2021-01-12,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1280,22691,
2021-01-12,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,28,752,
2021-01-12,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,123,1454,
2021-01-12,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,6078,77066,
2021-01-12,Groupe prioritaire,TOT,Total,,,,,7875,106993,
2021-01-13,Région,RSS00,Inconnue,,,,,340,5074,1.74393669
2021-01-13,Région,RSS01,01 - Bas-Saint-Laurent,,,,,6,2578,1.300940359
2021-01-13,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,147,4053,1.465392455
2021-01-13,Région,RSS03,03 - Capitale-Nationale,,,,,963,12024,1.659894756
2021-01-13,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,451,6572,1.266006647
2021-01-13,Région,RSS05,05 - Estrie,,,,,560,5081,1.032322021
2021-01-13,Région,RSS06,06 - Montréal,,,,,1219,24012,1.300610833
2021-01-13,Région,RSS07,07 - Outaouais,,,,,237,3593,0.945597738
2021-01-13,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,165,2181,1.485606897
2021-01-13,Région,RSS09,09 - Côte-Nord,,,,,121,2011,2.236243022
2021-01-13,Région,RSS10,10 - Nord-du-Québec,,,,,0,151,1.139192757
2021-01-13,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,56,2721,2.986209861
2021-01-13,Région,RSS12,12 - Chaudière-Appalaches,,,,,671,6159,1.434817487
2021-01-13,Région,RSS13,13 - Laval,,,,,737,4841,1.134124034
2021-01-13,Région,RSS14,14 - Lanaudière,,,,,580,6591,1.261407056
2021-01-13,Région,RSS15,15 - Laurentides,,,,,731,7542,1.209534432
2021-01-13,Région,RSS16,16 - Montérégie,,,,,2027,19627,1.390380978
2021-01-13,Région,RSS17,17 - Nunavik,,,,,0,3,0.0237398
2021-01-13,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,1104,6.462943449
2021-01-13,Région,RSS98,Hors Québec,,,,,3,89,1112.5
2021-01-13,Région,RSS99,Ensemble du Québec,,,,,9014,116007,1.361733437
2021-01-13,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,21,0.000966187
2021-01-13,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,6842,80250,1.688084344
2021-01-13,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,624,9937,0.914897614
2021-01-13,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,407,7157,0.925386425
2021-01-13,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1140,18642,4.411732704
2021-01-13,Groupe d'âge 1,TOT,Total,,,,,9014,116007,1.361733437
2021-01-13,Sexe,FEM,Féminin,,,,,6790,84152,
2021-01-13,Sexe,INC,Inconnu,,,,,4,64,
2021-01-13,Sexe,MASC,Masculin,,,,,2220,31791,
2021-01-13,Sexe,TOT,Total,,,,,9014,116007,
2021-01-13,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,356,5386,
2021-01-13,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1251,23942,
2021-01-13,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,148,900,
2021-01-13,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,80,1534,
2021-01-13,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,7179,84245,
2021-01-13,Groupe prioritaire,TOT,Total,,,,,9014,116007,
2021-01-14,Région,RSS00,Inconnue,,,,,453,5527,1.900621204
2021-01-14,Région,RSS01,01 - Bas-Saint-Laurent,,,,,10,2588,1.306026131
2021-01-14,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,548,4601,1.665202125
2021-01-14,Région,RSS03,03 - Capitale-Nationale,,,,,1291,13315,1.837944307
2021-01-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,635,7207,1.388985723
2021-01-14,Région,RSS05,05 - Estrie,,,,,719,5800,1.177756836
2021-01-14,Région,RSS06,06 - Montréal,,,,,1775,25787,1.397178691
2021-01-14,Région,RSS07,07 - Outaouais,,,,,501,4094,1.076416877
2021-01-14,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,120,2301,1.567911988
2021-01-14,Région,RSS09,09 - Côte-Nord,,,,,165,2176,2.420825363
