Date,Regroupement,Croisement,Nom,vac_quo_1_n,vac_quo_2_n,vac_cum_1_n,vac_cum_2_n,vac_quo_tot_n,vac_cum_tot_n,cvac_cum_tot_1_p
2021-01-15,Sexe,FEM,Féminin,,,,,8194,100872,
2021-01-15,Sexe,INC,Inconnu,,,,,3,70,
2021-01-15,Sexe,MASC,Masculin,,,,,2869,37765,
2021-01-15,Sexe,TOT,Total,,,,,11066,138707,
2021-01-15,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,720,6529,
2021-01-15,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,564,26009,
2021-01-15,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,101,1188,
2021-01-15,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,118,1711,
2021-01-15,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,9563,103270,
2021-01-15,Groupe prioritaire,TOT,Total,,,,,11066,138707,
2021-01-16,Région,RSS00,Inconnue,,,,,335,6257,2.152739347
2021-01-16,Région,RSS01,01 - Bas-Saint-Laurent,,,,,270,3127,1.580149217
2021-01-16,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,616,5807,2.104936921
2021-01-16,Région,RSS03,03 - Capitale-Nationale,,,,,1283,15826,2.183749918
2021-01-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,46,7887,1.520679852
2021-01-16,Région,RSS05,05 - Estrie,,,,,546,7139,1.449452733
2021-01-16,Région,RSS06,06 - Montréal,,,,,1060,28480,1.543943382
2021-01-16,Région,RSS07,07 - Outaouais,,,,,219,4558,1.199043302
2021-01-16,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,119,2543,1.733893922
2021-01-16,Région,RSS09,09 - Côte-Nord,,,,,192,2463,2.739649405
2021-01-16,Région,RSS10,10 - Nord-du-Québec,,,,,6,160,1.207091664
2021-01-16,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,256,3687,4.047752902
2021-01-16,Région,RSS12,12 - Chaudière-Appalaches,,,,,687,8848,2.065320905
2021-01-16,Région,RSS13,13 - Laval,,,,,247,6164,1.442379182
2021-01-16,Région,RSS14,14 - Lanaudière,,,,,774,8700,1.665603161
2021-01-16,Région,RSS15,15 - Laurentides,,,,,529,9675,1.551569622
2021-01-16,Région,RSS16,16 - Montérégie,,,,,827,24191,1.715816354
2021-01-16,Région,RSS17,17 - Nunavik,,,,,1,5,0.0395664
2021-01-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,367,1470,8.606557377
2021-01-16,Région,RSS98,Hors Québec,,,,,5,105,1312.5
2021-01-16,Région,RSS99,Ensemble du Québec,,,,,8385,147092,1.72781401
2021-01-16,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,21,0.000966616
2021-01-16,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,6229,104435,2.196739551
2021-01-16,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,830,12740,1.175972874
2021-01-16,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,409,8511,1.102459536
2021-01-16,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,917,21385,5.058035908
2021-01-16,Groupe d'âge 1,TOT,Total,,,,,8385,147092,1.72781401
2021-01-16,Sexe,FEM,Féminin,,,,,5978,106850,
2021-01-16,Sexe,INC,Inconnu,,,,,2,72,
2021-01-16,Sexe,MASC,Masculin,,,,,2405,40170,
2021-01-16,Sexe,TOT,Total,,,,,8385,147092,
2021-01-16,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,884,7413,
2021-01-16,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,852,26861,
2021-01-16,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,254,1442,
2021-01-16,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,187,1898,
2021-01-16,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,6208,109478,
2021-01-16,Groupe prioritaire,TOT,Total,,,,,8385,147092,
2021-01-17,Région,RSS00,Inconnue,,,,,306,6563,2.258577753
2021-01-17,Région,RSS01,01 - Bas-Saint-Laurent,,,,,11,3138,1.585743565
2021-01-17,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,259,6066,2.199372858
2021-01-17,Région,RSS03,03 - Capitale-Nationale,,,,,1189,17015,2.346637437
2021-01-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,509,8396,1.615964427
2021-01-17,Région,RSS05,05 - Estrie,,,,,502,7641,1.551848634
2021-01-17,Région,RSS06,06 - Montréal,,,,,886,29366,1.592172858
2021-01-17,Région,RSS07,07 - Outaouais,,,,,479,5037,1.325633944
2021-01-17,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,123,2666,1.818256641
2021-01-17,Région,RSS09,09 - Côte-Nord,,,,,4,2467,2.744124129
2021-01-17,Région,RSS10,10 - Nord-du-Québec,,,,,2,162,1.222180309
2021-01-17,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,3,3690,4.05105989
2021-01-17,Région,RSS12,12 - Chaudière-Appalaches,,,,,118,8966,2.092999254
2021-01-17,Région,RSS13,13 - Laval,,,,,190,6354,1.487224878
2021-01-17,Région,RSS14,14 - Lanaudière,,,,,780,9480,1.815326778
2021-01-17,Région,RSS15,15 - Laurentides,,,,,428,10103,1.620395742
2021-01-17,Région,RSS16,16 - Montérégie,,,,,207,24398,1.730602332
2021-01-17,Région,RSS17,17 - Nunavik,,,,,26,31,0.245311387
2021-01-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,1076,2546,14.89461358
2021-01-17,Région,RSS98,Hors Québec,,,,,4,109,1362.5
2021-01-17,Région,RSS99,Ensemble du Québec,,,,,7102,154194,1.81126609
2021-01-17,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,2,23,0.0011047
2021-01-17,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,4612,109047,2.293609965
2021-01-17,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,713,13453,1.241891037
2021-01-17,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,597,9108,1.179980349
2021-01-17,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1178,22563,5.338192603
2021-01-17,Groupe d'âge 1,TOT,Total,,,,,7102,154194,1.81126609
2021-01-17,Sexe,FEM,Féminin,,,,,4826,111676,
2021-01-17,Sexe,INC,Inconnu,,,,,2,74,
2021-01-17,Sexe,MASC,Masculin,,,,,2274,42444,
2021-01-17,Sexe,TOT,Total,,,,,7102,154194,
2021-01-17,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1409,8822,
2021-01-17,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1248,28109,
2021-01-17,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,333,1775,
2021-01-17,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,185,2083,
2021-01-17,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,3927,113405,
2021-01-17,Groupe prioritaire,TOT,Total,,,,,7102,154194,
2021-01-18,Région,RSS00,Inconnue,,,,,350,6913,2.379634754
2021-01-18,Région,RSS01,01 - Bas-Saint-Laurent,,,,,556,3694,1.864952423
2021-01-18,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,90,6156,2.231823817
2021-01-18,Région,RSS03,03 - Capitale-Nationale,,,,,54,17069,2.354148902
2021-01-18,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,840,9236,1.777870738
2021-01-18,Région,RSS05,05 - Estrie,,,,,494,8135,1.650776944
2021-01-18,Région,RSS06,06 - Montréal,,,,,984,30350,1.645367133
2021-01-18,Région,RSS07,07 - Outaouais,,,,,535,5572,1.464645797
2021-01-18,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,383,3049,2.079575306
2021-01-18,Région,RSS09,09 - Côte-Nord,,,,,38,2505,2.78551532
2021-01-18,Région,RSS10,10 - Nord-du-Québec,,,,,29,191,1.440965673
2021-01-18,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,529,4219,4.634192048
2021-01-18,Région,RSS12,12 - Chaudière-Appalaches,,,,,1004,9970,2.323573979
2021-01-18,Région,RSS13,13 - Laval,,,,,207,6561,1.536083083
2021-01-18,Région,RSS14,14 - Lanaudière,,,,,924,10404,1.991381763
2021-01-18,Région,RSS15,15 - Laurentides,,,,,743,10846,1.738866932
2021-01-18,Région,RSS16,16 - Montérégie,,,,,1308,25706,1.823246844
2021-01-18,Région,RSS17,17 - Nunavik,,,,,37,68,0.538102398
2021-01-18,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,1443,3989,23.33723653
2021-01-18,Région,RSS98,Hors Québec,,,,,3,112,1400
2021-01-18,Région,RSS99,Ensemble du Québec,,,,,10551,164745,1.934924642
2021-01-18,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,23,0.0011047
2021-01-18,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,5923,114970,2.418305986
2021-01-18,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,982,14435,1.330258941
2021-01-18,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,1015,10123,1.311646875
2021-01-18,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,2631,25194,5.963231849
2021-01-18,Groupe d'âge 1,TOT,Total,,,,,10551,164745,1.934924642
2021-01-18,Sexe,FEM,Féminin,,,,,7261,118937,
2021-01-18,Sexe,INC,Inconnu,,,,,0,74,
2021-01-18,Sexe,MASC,Masculin,,,,,3290,45734,
2021-01-18,Sexe,TOT,Total,,,,,10551,164745,
2021-01-18,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1954,10776,
2021-01-18,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,2316,30425,
2021-01-18,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,372,2147,
2021-01-18,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,1105,3188,
2021-01-18,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,4804,118209,
2021-01-18,Groupe prioritaire,TOT,Total,,,,,10551,164745,
2021-01-19,Région,RSS00,Inconnue,,,,,480,7393,2.545655783
2021-01-19,Région,RSS01,01 - Bas-Saint-Laurent,,,,,240,3934,1.987010939
2021-01-19,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,12,6168,2.236199227
2021-01-19,Région,RSS03,03 - Capitale-Nationale,,,,,78,17147,2.364998797
2021-01-19,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,971,10207,1.9647602
2021-01-19,Région,RSS05,05 - Estrie,,,,,436,8571,1.739098508
2021-01-19,Région,RSS06,06 - Montréal,,,,,1106,31456,1.705435746
2021-01-19,Région,RSS07,07 - Outaouais,,,,,769,6341,1.667877955
2021-01-19,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,413,3462,2.362841995
2021-01-19,Région,RSS09,09 - Côte-Nord,,,,,119,2624,2.918638342
2021-01-19,Région,RSS10,10 - Nord-du-Québec,,,,,318,509,3.824971709
2021-01-19,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,455,4674,5.129137868
2021-01-19,Région,RSS12,12 - Chaudière-Appalaches,,,,,443,10413,2.426546821
2021-01-19,Région,RSS13,13 - Laval,,,,,205,6766,1.584469228
2021-01-19,Région,RSS14,14 - Lanaudière,,,,,462,10866,2.079985854
2021-01-19,Région,RSS15,15 - Laurentides,,,,,817,11663,1.869104648
2021-01-19,Région,RSS16,16 - Montérégie,,,,,1540,27246,1.932820229
2021-01-19,Région,RSS17,17 - Nunavik,,,,,221,289,2.28693519
2021-01-19,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,1171,5160,30.19320843
2021-01-19,Région,RSS98,Hors Québec,,,,,13,125,1562.5
2021-01-19,Région,RSS99,Ensemble du Québec,,,,,10269,175014,2.055709615
2021-01-19,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,23,0.0011047
2021-01-19,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,6514,121484,2.555230017
2021-01-19,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1020,15455,1.423903876
2021-01-19,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,841,10964,1.4199383
2021-01-19,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1894,27088,6.418727992
2021-01-19,Groupe d'âge 1,TOT,Total,,,,,10269,175014,2.055709615
2021-01-19,Sexe,FEM,Féminin,,,,,6902,125839,
2021-01-19,Sexe,INC,Inconnu,,,,,3,77,
2021-01-19,Sexe,MASC,Masculin,,,,,3364,49098,
2021-01-19,Sexe,TOT,Total,,,,,10269,175014,
2021-01-19,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,2356,13132,
2021-01-19,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,913,31338,
2021-01-19,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,358,2505,
2021-01-19,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,1263,4451,
2021-01-19,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,5379,123588,
2021-01-19,Groupe prioritaire,TOT,Total,,,,,10269,175014,
2021-01-20,Région,RSS00,Inconnue,,,,,379,7772,2.676397344
2021-01-20,Région,RSS01,01 - Bas-Saint-Laurent,,,,,8,3942,1.991079557
2021-01-20,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,406,6574,2.384233939
2021-01-20,Région,RSS03,03 - Capitale-Nationale,,,,,496,17643,2.433436593
2021-01-20,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,759,10966,2.11156042
2021-01-20,Région,RSS05,05 - Estrie,,,,,596,9167,1.859036336
2021-01-20,Région,RSS06,06 - Montréal,,,,,1554,33010,1.790164679
2021-01-20,Région,RSS07,07 - Outaouais,,,,,497,6838,1.798697094
2021-01-20,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,324,3786,2.583008114
2021-01-20,Région,RSS09,09 - Côte-Nord,,,,,755,3379,3.759886342
2021-01-20,Région,RSS10,10 - Nord-du-Québec,,,,,216,725,5.454545455
2021-01-20,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,693,5367,5.889745031
2021-01-20,Région,RSS12,12 - Chaudière-Appalaches,,,,,389,10802,2.517322425
2021-01-20,Région,RSS13,13 - Laval,,,,,417,7183,1.682893728
2021-01-20,Région,RSS14,14 - Lanaudière,,,,,499,11365,2.175701337
2021-01-20,Région,RSS15,15 - Laurentides,,,,,1129,12792,2.049309805
2021-01-20,Région,RSS16,16 - Montérégie,,,,,1313,28559,2.026393328
2021-01-20,Région,RSS17,17 - Nunavik,,,,,77,366,2.896257023
2021-01-20,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,833,5993,35.07025761
2021-01-20,Région,RSS98,Hors Québec,,,,,13,138,1725
2021-01-20,Région,RSS99,Ensemble du Québec,,,,,11353,186367,2.189301531
2021-01-20,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,24,0.00117375
2021-01-20,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,7184,128668,2.706225794
2021-01-20,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1173,16628,1.530160019
2021-01-20,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,1054,12018,1.557019397
2021-01-20,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1941,29029,6.888473484
2021-01-20,Groupe d'âge 1,TOT,Total,,,,,11353,186367,2.189301531
2021-01-20,Sexe,FEM,Féminin,,,,,7737,133576,
2021-01-20,Sexe,INC,Inconnu,,,,,7,84,
2021-01-20,Sexe,MASC,Masculin,,,,,3609,52707,
2021-01-20,Sexe,TOT,Total,,,,,11353,186367,
2021-01-20,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,2078,15210,
2021-01-20,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1054,32392,
2021-01-20,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,416,2921,
2021-01-20,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,1245,5696,
2021-01-20,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,6560,130148,
2021-01-20,Groupe prioritaire,TOT,Total,,,,,11353,186367,
2021-01-21,Région,RSS00,Inconnue,,,,,499,8271,2.848644162
2021-01-21,Région,RSS01,01 - Bas-Saint-Laurent,,,,,9,3951,1.995656751
2021-01-21,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,636,7210,2.616130679
2021-01-21,Région,RSS03,03 - Capitale-Nationale,,,,,458,18101,2.497144948
2021-01-21,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,911,11877,2.28702348
2021-01-21,Région,RSS05,05 - Estrie,,,,,776,9943,2.015281874
2021-01-21,Région,RSS06,06 - Montréal,,,,,1842,34852,1.890388149
2021-01-21,Région,RSS07,07 - Outaouais,,,,,526,7364,1.937180385
2021-01-21,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,654,4440,3.03019911
2021-01-21,Région,RSS09,09 - Côte-Nord,,,,,1206,4585,5.106778087
2021-01-21,Région,RSS10,10 - Nord-du-Québec,,,,,425,1150,8.653338363
2021-01-21,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,547,5914,6.492719115
2021-01-21,Région,RSS12,12 - Chaudière-Appalaches,,,,,394,11196,2.609739964
2021-01-21,Région,RSS13,13 - Laval,,,,,526,7709,1.806337405
2021-01-21,Région,RSS14,14 - Lanaudière,,,,,614,11979,2.293519793
2021-01-21,Région,RSS15,15 - Laurentides,,,,,635,13427,2.151662465
2021-01-21,Région,RSS16,16 - Montérégie,,,,,2145,30704,2.179396061
2021-01-21,Région,RSS17,17 - Nunavik,,,,,93,459,3.632191185
2021-01-21,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,734,6727,39.3676815
2021-01-21,Région,RSS98,Hors Québec,,,,,12,150,1875
2021-01-21,Région,RSS99,Ensemble du Québec,,,,,13642,200009,2.350068292
2021-01-21,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,2,26,0.00124279
2021-01-21,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,9258,137926,2.901026241
2021-01-21,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1404,18032,1.65788205
2021-01-21,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,892,12910,1.672442209
2021-01-21,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,2086,31115,7.395653707
2021-01-21,Groupe d'âge 1,TOT,Total,,,,,13642,200009,2.350068292
2021-01-21,Sexe,FEM,Féminin,,,,,9622,143198,
2021-01-21,Sexe,INC,Inconnu,,,,,3,87,
2021-01-21,Sexe,MASC,Masculin,,,,,4017,56724,
2021-01-21,Sexe,TOT,Total,,,,,13642,200009,
2021-01-21,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,2281,17491,
2021-01-21,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,526,32918,
2021-01-21,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,777,3698,
2021-01-21,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,1451,7147,
2021-01-21,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,8607,138755,
2021-01-21,Groupe prioritaire,TOT,Total,,,,,13642,200009,
2021-01-22,Région,RSS00,Inconnue,,,,,657,8928,3.075193691
2021-01-22,Région,RSS01,01 - Bas-Saint-Laurent,,,,,290,4241,2.141109817
2021-01-22,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,499,7709,2.797710202
2021-01-22,Région,RSS03,03 - Capitale-Nationale,,,,,537,18638,2.571842298
2021-01-22,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,839,12716,2.449317127
2021-01-22,Région,RSS05,05 - Estrie,,,,,108,10051,2.037311271
2021-01-22,Région,RSS06,06 - Montréal,,,,,2011,36863,1.999831961
2021-01-22,Région,RSS07,07 - Outaouais,,,,,329,7693,2.024128863
2021-01-22,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,462,4902,3.346387835
2021-01-22,Région,RSS09,09 - Côte-Nord,,,,,767,5352,5.9648063
2021-01-22,Région,RSS10,10 - Nord-du-Québec,,,,,401,1551,11.67861185
2021-01-22,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,183,6097,6.694445363
2021-01-22,Région,RSS12,12 - Chaudière-Appalaches,,,,,324,11520,2.685738144
2021-01-22,Région,RSS13,13 - Laval,,,,,608,8317,1.94937157
2021-01-22,Région,RSS14,14 - Lanaudière,,,,,756,12735,2.438630615
2021-01-22,Région,RSS15,15 - Laurentides,,,,,649,14076,2.25627172
2021-01-22,Région,RSS16,16 - Montérégie,,,,,1953,32657,2.318541403
2021-01-22,Région,RSS17,17 - Nunavik,,,,,23,482,3.814196407
2021-01-22,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,445,7172,41.97306792
2021-01-22,Région,RSS98,Hors Québec,,,,,9,159,1987.5
2021-01-22,Région,RSS99,Ensemble du Québec,,,,,11850,211859,2.489833084
2021-01-22,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,6,32,0.00158801
2021-01-22,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,8457,146383,3.078660853
2021-01-22,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1091,19123,1.759040046
2021-01-22,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,726,13636,1.768055614
2021-01-22,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1570,32685,7.776521903
2021-01-22,Groupe d'âge 1,TOT,Total,,,,,11850,211859,2.489833084
2021-01-22,Sexe,FEM,Féminin,,,,,8240,151438,
2021-01-22,Sexe,INC,Inconnu,,,,,4,91,
2021-01-22,Sexe,MASC,Masculin,,,,,3606,60330,
2021-01-22,Sexe,TOT,Total,,,,,11850,211859,
2021-01-22,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1916,19407,
2021-01-22,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,202,33120,
2021-01-22,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,420,4118,
2021-01-22,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,1315,8462,
2021-01-22,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,7997,146752,
2021-01-22,Groupe prioritaire,TOT,Total,,,,,11850,211859,
2021-01-23,Région,RSS00,Inconnue,,,,,316,9244,3.184490869
2021-01-23,Région,RSS01,01 - Bas-Saint-Laurent,,,,,223,4464,2.254522522
2021-01-23,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,319,8028,2.91402319
2021-01-23,Région,RSS03,03 - Capitale-Nationale,,,,,658,19296,2.663370895
2021-01-23,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,660,13376,2.577137899
2021-01-23,Région,RSS05,05 - Estrie,,,,,338,10389,2.106255125
2021-01-23,Région,RSS06,06 - Montréal,,,,,1167,38030,2.063337742
2021-01-23,Région,RSS07,07 - Outaouais,,,,,197,7890,2.075927957
2021-01-23,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,305,5207,3.555579942
2021-01-23,Région,RSS09,09 - Côte-Nord,,,,,466,5818,6.486111577
2021-01-23,Région,RSS10,10 - Nord-du-Québec,,,,,872,2423,18.25726141
2021-01-23,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,7,6104,6.702161668
2021-01-23,Région,RSS12,12 - Chaudière-Appalaches,,,,,277,11797,2.750711897
2021-01-23,Région,RSS13,13 - Laval,,,,,226,8543,2.002714345
2021-01-23,Région,RSS14,14 - Lanaudière,,,,,572,13307,2.547992281
2021-01-23,Région,RSS15,15 - Laurentides,,,,,134,14210,2.277870549
2021-01-23,Région,RSS16,16 - Montérégie,,,,,1585,34242,2.43175771
2021-01-23,Région,RSS17,17 - Nunavik,,,,,0,482,3.814196407
2021-01-23,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,127,7299,42.71662764
2021-01-23,Région,RSS98,Hors Québec,,,,,1,160,2000
2021-01-23,Région,RSS99,Ensemble du Québec,,,,,8450,220309,2.589663389
2021-01-23,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,33,0.00165706
2021-01-23,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,6362,152745,3.21280868
2021-01-23,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,910,20033,1.841952036
2021-01-23,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,477,14113,1.831445717
2021-01-23,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,700,33385,7.946548035
2021-01-23,Groupe d'âge 1,TOT,Total,,,,,8450,220309,2.589663389
2021-01-23,Sexe,FEM,Féminin,,,,,5833,157271,
2021-01-23,Sexe,INC,Inconnu,,,,,3,94,
2021-01-23,Sexe,MASC,Masculin,,,,,2614,62944,
2021-01-23,Sexe,TOT,Total,,,,,8450,220309,
2021-01-23,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1255,20662,
2021-01-23,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,46,33166,
2021-01-23,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,494,4612,
2021-01-23,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,434,8896,
2021-01-23,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,6221,152973,
2021-01-23,Groupe prioritaire,TOT,Total,,,,,8450,220309,
2021-01-24,Région,RSS00,Inconnue,,,,,96,9340,3.217349198
2021-01-24,Région,RSS01,01 - Bas-Saint-Laurent,,,,,2,4466,2.255539677
2021-01-24,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,6,8034,2.916210895
2021-01-24,Région,RSS03,03 - Capitale-Nationale,,,,,8,19304,2.664483705
2021-01-24,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,2,13378,2.577525235
2021-01-24,Région,RSS05,05 - Estrie,,,,,6,10395,2.10747898
2021-01-24,Région,RSS06,06 - Montréal,,,,,388,38418,2.084506335
2021-01-24,Région,RSS07,07 - Outaouais,,,,,2,7892,2.076456519
2021-01-24,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,3,5210,3.55763757
2021-01-24,Région,RSS09,09 - Côte-Nord,,,,,96,5914,6.593504939
2021-01-24,Région,RSS10,10 - Nord-du-Québec,,,,,743,3166,23.86269332
2021-01-24,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,6104,6.702161668
2021-01-24,Région,RSS12,12 - Chaudière-Appalaches,,,,,7,11804,2.752353833
2021-01-24,Région,RSS13,13 - Laval,,,,,40,8583,2.012155544
2021-01-24,Région,RSS14,14 - Lanaudière,,,,,445,13752,2.632175778
2021-01-24,Région,RSS15,15 - Laurentides,,,,,23,14233,2.281577811
2021-01-24,Région,RSS16,16 - Montérégie,,,,,123,34365,2.440543581
2021-01-24,Région,RSS17,17 - Nunavik,,,,,1,483,3.822109678
2021-01-24,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,59,7358,43.06206089
2021-01-24,Région,RSS98,Hors Québec,,,,,0,160,2000
2021-01-24,Région,RSS99,Ensemble du Québec,,,,,2050,222359,2.613810923
2021-01-24,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,33,0.00165706
2021-01-24,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,1109,153854,3.236120309
