Date,Statut_Vaccinal,Nb_Nvelles_Hosp,GrAge_Admission
2021-09-05,0 à 4 ans,0,0-9 ans
2021-09-05,Non-vacciné,1,0-9 ans
2021-09-05,Vacciné 1 dose,0,0-9 ans
2021-09-05,Vacciné 2 doses,0,0-9 ans
2021-09-05,Non-vacciné,0,10-19 ans
2021-09-05,Vacciné 1 dose,0,10-19 ans
2021-09-05,Vacciné 2 doses,0,10-19 ans
2021-09-05,Non-vacciné,4,20-29 ans
2021-09-05,Vacciné 1 dose,0,20-29 ans
2021-09-05,Vacciné 2 doses,0,20-29 ans
2021-09-05,Non-vacciné,3,30-39 ans
2021-09-05,Vacciné 1 dose,0,30-39 ans
2021-09-05,Vacciné 2 doses,1,30-39 ans
2021-09-05,Non-vacciné,1,40-49 ans
2021-09-05,Vacciné 1 dose,0,40-49 ans
2021-09-05,Vacciné 2 doses,1,40-49 ans
2021-09-05,Non-vacciné,4,50-59 ans
2021-09-05,Vacciné 1 dose,1,50-59 ans
2021-09-05,Vacciné 2 doses,1,50-59 ans
2021-09-05,Non-vacciné,2,60-69 ans
2021-09-05,Vacciné 1 dose,0,60-69 ans
2021-09-05,Vacciné 2 doses,0,60-69 ans
2021-09-05,Non-vacciné,1,70-79 ans
2021-09-05,Vacciné 1 dose,0,70-79 ans
2021-09-05,Vacciné 2 doses,2,70-79 ans
2021-09-05,Non-vacciné,2,80-89 ans
2021-09-05,Vacciné 1 dose,0,80-89 ans
2021-09-05,Vacciné 2 doses,2,80-89 ans
2021-09-05,Non-vacciné,0,90 ans et plus
2021-09-05,Vacciné 1 dose,0,90 ans et plus
2021-09-05,Vacciné 2 doses,1,90 ans et plus
2021-09-06,0 à 4 ans,0,0-9 ans
2021-09-06,Non-vacciné,0,0-9 ans
2021-09-06,Vacciné 1 dose,0,0-9 ans
2021-09-06,Vacciné 2 doses,0,0-9 ans
2021-09-06,Non-vacciné,0,10-19 ans
2021-09-06,Vacciné 1 dose,0,10-19 ans
2021-09-06,Vacciné 2 doses,0,10-19 ans
2021-09-06,Non-vacciné,0,20-29 ans
2021-09-06,Vacciné 1 dose,0,20-29 ans
2021-09-06,Vacciné 2 doses,0,20-29 ans
2021-09-06,Non-vacciné,0,30-39 ans
2021-09-06,Vacciné 1 dose,0,30-39 ans
2021-09-06,Vacciné 2 doses,1,30-39 ans
2021-09-06,Non-vacciné,4,40-49 ans
2021-09-06,Vacciné 1 dose,0,40-49 ans
2021-09-06,Vacciné 2 doses,0,40-49 ans
2021-09-06,Non-vacciné,1,50-59 ans
2021-09-06,Vacciné 1 dose,0,50-59 ans
2021-09-06,Vacciné 2 doses,1,50-59 ans
2021-09-06,Non-vacciné,2,60-69 ans
2021-09-06,Vacciné 1 dose,0,60-69 ans
2021-09-06,Vacciné 2 doses,1,60-69 ans
2021-09-06,Non-vacciné,0,70-79 ans
2021-09-06,Vacciné 1 dose,0,70-79 ans
2021-09-06,Vacciné 2 doses,3,70-79 ans
2021-09-06,Non-vacciné,0,80-89 ans
2021-09-06,Vacciné 1 dose,0,80-89 ans
2021-09-06,Vacciné 2 doses,0,80-89 ans
2021-09-06,Non-vacciné,0,90 ans et plus
2021-09-06,Vacciné 1 dose,0,90 ans et plus
2021-09-06,Vacciné 2 doses,1,90 ans et plus
2021-09-07,0 à 4 ans,2,0-9 ans
2021-09-07,Non-vacciné,0,0-9 ans
2021-09-07,Vacciné 1 dose,0,0-9 ans
2021-09-07,Vacciné 2 doses,0,0-9 ans
2021-09-07,Non-vacciné,0,10-19 ans
2021-09-07,Vacciné 1 dose,0,10-19 ans
2021-09-07,Vacciné 2 doses,0,10-19 ans
2021-09-07,Non-vacciné,1,20-29 ans
2021-09-07,Vacciné 1 dose,0,20-29 ans
2021-09-07,Vacciné 2 doses,1,20-29 ans
2021-09-07,Non-vacciné,5,30-39 ans
2021-09-07,Vacciné 1 dose,0,30-39 ans
2021-09-07,Vacciné 2 doses,1,30-39 ans
2021-09-07,Non-vacciné,0,40-49 ans
2021-09-07,Vacciné 1 dose,0,40-49 ans
2021-09-07,Vacciné 2 doses,1,40-49 ans
2021-09-07,Non-vacciné,1,50-59 ans
2021-09-07,Vacciné 1 dose,1,50-59 ans
2021-09-07,Vacciné 2 doses,0,50-59 ans
2021-09-07,Non-vacciné,4,60-69 ans
2021-09-07,Vacciné 1 dose,0,60-69 ans
2021-09-07,Vacciné 2 doses,0,60-69 ans
2021-09-07,Non-vacciné,4,70-79 ans
2021-09-07,Vacciné 1 dose,1,70-79 ans
2021-09-07,Vacciné 2 doses,1,70-79 ans
2021-09-07,Non-vacciné,0,80-89 ans
2021-09-07,Vacciné 1 dose,0,80-89 ans
2021-09-07,Vacciné 2 doses,3,80-89 ans
2021-09-07,Non-vacciné,0,90 ans et plus
2021-09-07,Vacciné 1 dose,0,90 ans et plus
2021-09-07,Vacciné 2 doses,0,90 ans et plus
2021-09-08,0 à 4 ans,2,0-9 ans
2021-09-08,Non-vacciné,1,0-9 ans
2021-09-08,Vacciné 1 dose,0,0-9 ans
2021-09-08,Vacciné 2 doses,0,0-9 ans
2021-09-08,Non-vacciné,1,10-19 ans
2021-09-08,Vacciné 1 dose,0,10-19 ans
2021-09-08,Vacciné 2 doses,0,10-19 ans
2021-09-08,Non-vacciné,1,20-29 ans
2021-09-08,Vacciné 1 dose,1,20-29 ans
2021-09-08,Vacciné 2 doses,0,20-29 ans
2021-09-08,Non-vacciné,2,30-39 ans
2021-09-08,Vacciné 1 dose,0,30-39 ans
2021-09-08,Vacciné 2 doses,0,30-39 ans
2021-09-08,Non-vacciné,2,40-49 ans
2021-09-08,Vacciné 1 dose,0,40-49 ans
2021-09-08,Vacciné 2 doses,0,40-49 ans
2021-09-08,Non-vacciné,4,50-59 ans
2021-09-08,Vacciné 1 dose,1,50-59 ans
2021-09-08,Vacciné 2 doses,0,50-59 ans
2021-09-08,Non-vacciné,1,60-69 ans
2021-09-08,Vacciné 1 dose,0,60-69 ans
2021-09-08,Vacciné 2 doses,1,60-69 ans
2021-09-08,Non-vacciné,1,70-79 ans
2021-09-08,Vacciné 1 dose,0,70-79 ans
2021-09-08,Vacciné 2 doses,2,70-79 ans
2021-09-08,Non-vacciné,1,80-89 ans
2021-09-08,Vacciné 1 dose,0,80-89 ans
2021-09-08,Vacciné 2 doses,1,80-89 ans
2021-09-08,Non-vacciné,0,90 ans et plus
2021-09-08,Vacciné 1 dose,0,90 ans et plus
2021-09-08,Vacciné 2 doses,1,90 ans et plus
2021-09-09,0 à 4 ans,0,0-9 ans
2021-09-09,Non-vacciné,0,0-9 ans
2021-09-09,Vacciné 1 dose,0,0-9 ans
2021-09-09,Vacciné 2 doses,0,0-9 ans
2021-09-09,Non-vacciné,1,10-19 ans
2021-09-09,Vacciné 1 dose,0,10-19 ans
2021-09-09,Vacciné 2 doses,0,10-19 ans
2021-09-09,Non-vacciné,2,20-29 ans
2021-09-09,Vacciné 1 dose,0,20-29 ans
2021-09-09,Vacciné 2 doses,1,20-29 ans
2021-09-09,Non-vacciné,4,30-39 ans
2021-09-09,Vacciné 1 dose,0,30-39 ans
2021-09-09,Vacciné 2 doses,0,30-39 ans
2021-09-09,Non-vacciné,2,40-49 ans
2021-09-09,Vacciné 1 dose,1,40-49 ans
2021-09-09,Vacciné 2 doses,1,40-49 ans
2021-09-09,Non-vacciné,7,50-59 ans
2021-09-09,Vacciné 1 dose,0,50-59 ans
2021-09-09,Vacciné 2 doses,0,50-59 ans
2021-09-09,Non-vacciné,4,60-69 ans
2021-09-09,Vacciné 1 dose,0,60-69 ans
2021-09-09,Vacciné 2 doses,0,60-69 ans
2021-09-09,Non-vacciné,2,70-79 ans
2021-09-09,Vacciné 1 dose,0,70-79 ans
2021-09-09,Vacciné 2 doses,0,70-79 ans
2021-09-09,Non-vacciné,1,80-89 ans
2021-09-09,Vacciné 1 dose,0,80-89 ans
2021-09-09,Vacciné 2 doses,5,80-89 ans
2021-09-09,Non-vacciné,0,90 ans et plus
2021-09-09,Vacciné 1 dose,0,90 ans et plus
2021-09-09,Vacciné 2 doses,1,90 ans et plus
2021-09-10,0 à 4 ans,0,0-9 ans
2021-09-10,Non-vacciné,0,0-9 ans
2021-09-10,Vacciné 1 dose,0,0-9 ans
2021-09-10,Vacciné 2 doses,0,0-9 ans
2021-09-10,Non-vacciné,1,10-19 ans
2021-09-10,Vacciné 1 dose,0,10-19 ans
2021-09-10,Vacciné 2 doses,0,10-19 ans
2021-09-10,Non-vacciné,3,20-29 ans
2021-09-10,Vacciné 1 dose,0,20-29 ans
2021-09-10,Vacciné 2 doses,0,20-29 ans
2021-09-10,Non-vacciné,3,30-39 ans
2021-09-10,Vacciné 1 dose,0,30-39 ans
2021-09-10,Vacciné 2 doses,0,30-39 ans
2021-09-10,Non-vacciné,4,40-49 ans
2021-09-10,Vacciné 1 dose,0,40-49 ans
2021-09-10,Vacciné 2 doses,0,40-49 ans
2021-09-10,Non-vacciné,2,50-59 ans
2021-09-10,Vacciné 1 dose,0,50-59 ans
2021-09-10,Vacciné 2 doses,1,50-59 ans
2021-09-10,Non-vacciné,2,60-69 ans
2021-09-10,Vacciné 1 dose,0,60-69 ans
2021-09-10,Vacciné 2 doses,0,60-69 ans
2021-09-10,Non-vacciné,4,70-79 ans
2021-09-10,Vacciné 1 dose,1,70-79 ans
2021-09-10,Vacciné 2 doses,1,70-79 ans
2021-09-10,Non-vacciné,0,80-89 ans
2021-09-10,Vacciné 1 dose,1,80-89 ans
2021-09-10,Vacciné 2 doses,2,80-89 ans
2021-09-10,Non-vacciné,0,90 ans et plus
2021-09-10,Vacciné 1 dose,0,90 ans et plus
2021-09-10,Vacciné 2 doses,5,90 ans et plus
2021-09-11,0 à 4 ans,0,0-9 ans
2021-09-11,Non-vacciné,0,0-9 ans
2021-09-11,Vacciné 1 dose,0,0-9 ans
2021-09-11,Vacciné 2 doses,0,0-9 ans
2021-09-11,Non-vacciné,0,10-19 ans
2021-09-11,Vacciné 1 dose,0,10-19 ans
2021-09-11,Vacciné 2 doses,0,10-19 ans
2021-09-11,Non-vacciné,2,20-29 ans
2021-09-11,Vacciné 1 dose,0,20-29 ans
2021-09-11,Vacciné 2 doses,0,20-29 ans
2021-09-11,Non-vacciné,3,30-39 ans
2021-09-11,Vacciné 1 dose,0,30-39 ans
2021-09-11,Vacciné 2 doses,1,30-39 ans
2021-09-11,Non-vacciné,2,40-49 ans
2021-09-11,Vacciné 1 dose,0,40-49 ans
2021-09-11,Vacciné 2 doses,1,40-49 ans
2021-09-11,Non-vacciné,7,50-59 ans
2021-09-11,Vacciné 1 dose,0,50-59 ans
2021-09-11,Vacciné 2 doses,0,50-59 ans
2021-09-11,Non-vacciné,4,60-69 ans
2021-09-11,Vacciné 1 dose,0,60-69 ans
2021-09-11,Vacciné 2 doses,2,60-69 ans
2021-09-11,Non-vacciné,4,70-79 ans
2021-09-11,Vacciné 1 dose,1,70-79 ans
2021-09-11,Vacciné 2 doses,4,70-79 ans
2021-09-11,Non-vacciné,0,80-89 ans
2021-09-11,Vacciné 1 dose,1,80-89 ans
2021-09-11,Vacciné 2 doses,1,80-89 ans
2021-09-11,Non-vacciné,0,90 ans et plus
2021-09-11,Vacciné 1 dose,0,90 ans et plus
2021-09-11,Vacciné 2 doses,2,90 ans et plus
2021-09-12,0 à 4 ans,0,0-9 ans
2021-09-12,Non-vacciné,0,0-9 ans
2021-09-12,Vacciné 1 dose,0,0-9 ans
2021-09-12,Vacciné 2 doses,0,0-9 ans
2021-09-12,Non-vacciné,1,10-19 ans
2021-09-12,Vacciné 1 dose,0,10-19 ans
2021-09-12,Vacciné 2 doses,0,10-19 ans
2021-09-12,Non-vacciné,1,20-29 ans
2021-09-12,Vacciné 1 dose,0,20-29 ans
2021-09-12,Vacciné 2 doses,0,20-29 ans
2021-09-12,Non-vacciné,1,30-39 ans
2021-09-12,Vacciné 1 dose,0,30-39 ans
2021-09-12,Vacciné 2 doses,0,30-39 ans
2021-09-12,Non-vacciné,1,40-49 ans
2021-09-12,Vacciné 1 dose,0,40-49 ans
2021-09-12,Vacciné 2 doses,0,40-49 ans
2021-09-12,Non-vacciné,2,50-59 ans
2021-09-12,Vacciné 1 dose,0,50-59 ans
2021-09-12,Vacciné 2 doses,0,50-59 ans
2021-09-12,Non-vacciné,1,60-69 ans
2021-09-12,Vacciné 1 dose,0,60-69 ans
2021-09-12,Vacciné 2 doses,2,60-69 ans
2021-09-12,Non-vacciné,4,70-79 ans
2021-09-12,Vacciné 1 dose,0,70-79 ans
2021-09-12,Vacciné 2 doses,3,70-79 ans
2021-09-12,Non-vacciné,1,80-89 ans
2021-09-12,Vacciné 1 dose,0,80-89 ans
2021-09-12,Vacciné 2 doses,4,80-89 ans
2021-09-12,Non-vacciné,0,90 ans et plus
2021-09-12,Vacciné 1 dose,0,90 ans et plus
2021-09-12,Vacciné 2 doses,1,90 ans et plus
2021-09-13,0 à 4 ans,0,0-9 ans
2021-09-13,Non-vacciné,1,0-9 ans
2021-09-13,Vacciné 1 dose,0,0-9 ans
2021-09-13,Vacciné 2 doses,0,0-9 ans
2021-09-13,Non-vacciné,0,10-19 ans
2021-09-13,Vacciné 1 dose,1,10-19 ans
2021-09-13,Vacciné 2 doses,0,10-19 ans
2021-09-13,Non-vacciné,2,20-29 ans
2021-09-13,Vacciné 1 dose,0,20-29 ans
2021-09-13,Vacciné 2 doses,0,20-29 ans
2021-09-13,Non-vacciné,4,30-39 ans
2021-09-13,Vacciné 1 dose,0,30-39 ans
2021-09-13,Vacciné 2 doses,0,30-39 ans
2021-09-13,Non-vacciné,4,40-49 ans
2021-09-13,Vacciné 1 dose,0,40-49 ans
2021-09-13,Vacciné 2 doses,0,40-49 ans
2021-09-13,Non-vacciné,3,50-59 ans
2021-09-13,Vacciné 1 dose,0,50-59 ans
2021-09-13,Vacciné 2 doses,0,50-59 ans
2021-09-13,Non-vacciné,2,60-69 ans
2021-09-13,Vacciné 1 dose,0,60-69 ans
2021-09-13,Vacciné 2 doses,2,60-69 ans
2021-09-13,Non-vacciné,0,70-79 ans
2021-09-13,Vacciné 1 dose,1,70-79 ans
2021-09-13,Vacciné 2 doses,2,70-79 ans
2021-09-13,Non-vacciné,1,80-89 ans
2021-09-13,Vacciné 1 dose,0,80-89 ans
2021-09-13,Vacciné 2 doses,1,80-89 ans
2021-09-13,Non-vacciné,1,90 ans et plus
2021-09-13,Vacciné 1 dose,0,90 ans et plus
2021-09-13,Vacciné 2 doses,2,90 ans et plus
2021-09-14,0 à 4 ans,0,0-9 ans
2021-09-14,Non-vacciné,0,0-9 ans
2021-09-14,Vacciné 1 dose,0,0-9 ans
2021-09-14,Vacciné 2 doses,0,0-9 ans
2021-09-14,Non-vacciné,0,10-19 ans
2021-09-14,Vacciné 1 dose,0,10-19 ans
2021-09-14,Vacciné 2 doses,0,10-19 ans
2021-09-14,Non-vacciné,4,20-29 ans
2021-09-14,Vacciné 1 dose,0,20-29 ans
2021-09-14,Vacciné 2 doses,0,20-29 ans
2021-09-14,Non-vacciné,4,30-39 ans
2021-09-14,Vacciné 1 dose,0,30-39 ans
2021-09-14,Vacciné 2 doses,0,30-39 ans
2021-09-14,Non-vacciné,5,40-49 ans
2021-09-14,Vacciné 1 dose,0,40-49 ans
2021-09-14,Vacciné 2 doses,1,40-49 ans
2021-09-14,Non-vacciné,6,50-59 ans
2021-09-14,Vacciné 1 dose,0,50-59 ans
2021-09-14,Vacciné 2 doses,1,50-59 ans
2021-09-14,Non-vacciné,4,60-69 ans
2021-09-14,Vacciné 1 dose,0,60-69 ans
2021-09-14,Vacciné 2 doses,0,60-69 ans
2021-09-14,Non-vacciné,2,70-79 ans
2021-09-14,Vacciné 1 dose,0,70-79 ans
2021-09-14,Vacciné 2 doses,3,70-79 ans
2021-09-14,Non-vacciné,1,80-89 ans
2021-09-14,Vacciné 1 dose,1,80-89 ans
2021-09-14,Vacciné 2 doses,5,80-89 ans
2021-09-14,Non-vacciné,0,90 ans et plus
2021-09-14,Vacciné 1 dose,0,90 ans et plus
2021-09-14,Vacciné 2 doses,0,90 ans et plus
2021-09-15,0 à 4 ans,0,0-9 ans
2021-09-15,Non-vacciné,0,0-9 ans
2021-09-15,Vacciné 1 dose,0,0-9 ans
2021-09-15,Vacciné 2 doses,0,0-9 ans
2021-09-15,Non-vacciné,0,10-19 ans
2021-09-15,Vacciné 1 dose,0,10-19 ans
2021-09-15,Vacciné 2 doses,0,10-19 ans
2021-09-15,Non-vacciné,4,20-29 ans
2021-09-15,Vacciné 1 dose,0,20-29 ans
2021-09-15,Vacciné 2 doses,0,20-29 ans
2021-09-15,Non-vacciné,3,30-39 ans
2021-09-15,Vacciné 1 dose,0,30-39 ans
2021-09-15,Vacciné 2 doses,0,30-39 ans
2021-09-15,Non-vacciné,4,40-49 ans
2021-09-15,Vacciné 1 dose,0,40-49 ans
2021-09-15,Vacciné 2 doses,0,40-49 ans
2021-09-15,Non-vacciné,9,50-59 ans
2021-09-15,Vacciné 1 dose,0,50-59 ans
2021-09-15,Vacciné 2 doses,0,50-59 ans
2021-09-15,Non-vacciné,8,60-69 ans
2021-09-15,Vacciné 1 dose,0,60-69 ans
2021-09-15,Vacciné 2 doses,2,60-69 ans
2021-09-15,Non-vacciné,4,70-79 ans
2021-09-15,Vacciné 1 dose,0,70-79 ans
2021-09-15,Vacciné 2 doses,0,70-79 ans
2021-09-15,Non-vacciné,1,80-89 ans
2021-09-15,Vacciné 1 dose,1,80-89 ans
2021-09-15,Vacciné 2 doses,1,80-89 ans
2021-09-15,Non-vacciné,0,90 ans et plus
2021-09-15,Vacciné 1 dose,1,90 ans et plus
2021-09-15,Vacciné 2 doses,0,90 ans et plus
2021-09-16,0 à 4 ans,1,0-9 ans
2021-09-16,Non-vacciné,1,0-9 ans
2021-09-16,Vacciné 1 dose,0,0-9 ans
2021-09-16,Vacciné 2 doses,0,0-9 ans
2021-09-16,Non-vacciné,0,10-19 ans
2021-09-16,Vacciné 1 dose,0,10-19 ans
2021-09-16,Vacciné 2 doses,0,10-19 ans
2021-09-16,Non-vacciné,4,20-29 ans
2021-09-16,Vacciné 1 dose,0,20-29 ans
2021-09-16,Vacciné 2 doses,2,20-29 ans
2021-09-16,Non-vacciné,3,30-39 ans
2021-09-16,Vacciné 1 dose,1,30-39 ans
2021-09-16,Vacciné 2 doses,0,30-39 ans
2021-09-16,Non-vacciné,3,40-49 ans
2021-09-16,Vacciné 1 dose,0,40-49 ans
2021-09-16,Vacciné 2 doses,0,40-49 ans
2021-09-16,Non-vacciné,4,50-59 ans
2021-09-16,Vacciné 1 dose,0,50-59 ans
2021-09-16,Vacciné 2 doses,0,50-59 ans
2021-09-16,Non-vacciné,4,60-69 ans
2021-09-16,Vacciné 1 dose,1,60-69 ans
2021-09-16,Vacciné 2 doses,1,60-69 ans
2021-09-16,Non-vacciné,2,70-79 ans
2021-09-16,Vacciné 1 dose,0,70-79 ans
2021-09-16,Vacciné 2 doses,3,70-79 ans
2021-09-16,Non-vacciné,2,80-89 ans
2021-09-16,Vacciné 1 dose,0,80-89 ans
2021-09-16,Vacciné 2 doses,7,80-89 ans
2021-09-16,Non-vacciné,1,90 ans et plus
2021-09-16,Vacciné 1 dose,0,90 ans et plus
2021-09-16,Vacciné 2 doses,0,90 ans et plus
2021-09-17,0 à 4 ans,0,0-9 ans
2021-09-17,Non-vacciné,0,0-9 ans
2021-09-17,Vacciné 1 dose,0,0-9 ans
2021-09-17,Vacciné 2 doses,0,0-9 ans
2021-09-17,Non-vacciné,0,10-19 ans
2021-09-17,Vacciné 1 dose,0,10-19 ans
2021-09-17,Vacciné 2 doses,0,10-19 ans
2021-09-17,Non-vacciné,3,20-29 ans
2021-09-17,Vacciné 1 dose,0,20-29 ans
2021-09-17,Vacciné 2 doses,0,20-29 ans
2021-09-17,Non-vacciné,1,30-39 ans
2021-09-17,Vacciné 1 dose,0,30-39 ans
2021-09-17,Vacciné 2 doses,0,30-39 ans
2021-09-17,Non-vacciné,5,40-49 ans
2021-09-17,Vacciné 1 dose,0,40-49 ans
2021-09-17,Vacciné 2 doses,0,40-49 ans
2021-09-17,Non-vacciné,4,50-59 ans
2021-09-17,Vacciné 1 dose,0,50-59 ans
2021-09-17,Vacciné 2 doses,0,50-59 ans
2021-09-17,Non-vacciné,8,60-69 ans
2021-09-17,Vacciné 1 dose,0,60-69 ans
2021-09-17,Vacciné 2 doses,2,60-69 ans
2021-09-17,Non-vacciné,1,70-79 ans
2021-09-17,Vacciné 1 dose,0,70-79 ans
2021-09-17,Vacciné 2 doses,3,70-79 ans
2021-09-17,Non-vacciné,3,80-89 ans
2021-09-17,Vacciné 1 dose,1,80-89 ans
2021-09-17,Vacciné 2 doses,2,80-89 ans
2021-09-17,Non-vacciné,0,90 ans et plus
2021-09-17,Vacciné 1 dose,0,90 ans et plus
2021-09-17,Vacciné 2 doses,1,90 ans et plus
2021-09-18,0 à 4 ans,0,0-9 ans
2021-09-18,Non-vacciné,0,0-9 ans
2021-09-18,Vacciné 1 dose,0,0-9 ans
2021-09-18,Vacciné 2 doses,0,0-9 ans
2021-09-18,Non-vacciné,1,10-19 ans
2021-09-18,Vacciné 1 dose,0,10-19 ans
2021-09-18,Vacciné 2 doses,0,10-19 ans
2021-09-18,Non-vacciné,2,20-29 ans
2021-09-18,Vacciné 1 dose,0,20-29 ans
2021-09-18,Vacciné 2 doses,0,20-29 ans
2021-09-18,Non-vacciné,5,30-39 ans
2021-09-18,Vacciné 1 dose,0,30-39 ans
2021-09-18,Vacciné 2 doses,0,30-39 ans
2021-09-18,Non-vacciné,1,40-49 ans
2021-09-18,Vacciné 1 dose,0,40-49 ans
2021-09-18,Vacciné 2 doses,0,40-49 ans
2021-09-18,Non-vacciné,2,50-59 ans
2021-09-18,Vacciné 1 dose,0,50-59 ans
2021-09-18,Vacciné 2 doses,0,50-59 ans
2021-09-18,Non-vacciné,4,60-69 ans
2021-09-18,Vacciné 1 dose,0,60-69 ans
2021-09-18,Vacciné 2 doses,2,60-69 ans
2021-09-18,Non-vacciné,6,70-79 ans
2021-09-18,Vacciné 1 dose,0,70-79 ans
2021-09-18,Vacciné 2 doses,3,70-79 ans
2021-09-18,Non-vacciné,1,80-89 ans
2021-09-18,Vacciné 1 dose,1,80-89 ans
2021-09-18,Vacciné 2 doses,2,80-89 ans
2021-09-18,Non-vacciné,0,90 ans et plus
2021-09-18,Vacciné 1 dose,0,90 ans et plus
2021-09-18,Vacciné 2 doses,1,90 ans et plus
2021-09-19,0 à 4 ans,1,0-9 ans
2021-09-19,Non-vacciné,0,0-9 ans
2021-09-19,Vacciné 1 dose,0,0-9 ans
2021-09-19,Vacciné 2 doses,0,0-9 ans
2021-09-19,Non-vacciné,0,10-19 ans
2021-09-19,Vacciné 1 dose,0,10-19 ans
2021-09-19,Vacciné 2 doses,0,10-19 ans
2021-09-19,Non-vacciné,3,20-29 ans
2021-09-19,Vacciné 1 dose,0,20-29 ans
2021-09-19,Vacciné 2 doses,0,20-29 ans
2021-09-19,Non-vacciné,3,30-39 ans
2021-09-19,Vacciné 1 dose,0,30-39 ans
2021-09-19,Vacciné 2 doses,1,30-39 ans
2021-09-19,Non-vacciné,2,40-49 ans
2021-09-19,Vacciné 1 dose,0,40-49 ans
2021-09-19,Vacciné 2 doses,0,40-49 ans
2021-09-19,Non-vacciné,3,50-59 ans
2021-09-19,Vacciné 1 dose,0,50-59 ans
2021-09-19,Vacciné 2 doses,0,50-59 ans
2021-09-19,Non-vacciné,6,60-69 ans
2021-09-19,Vacciné 1 dose,0,60-69 ans
2021-09-19,Vacciné 2 doses,0,60-69 ans
2021-09-19,Non-vacciné,1,70-79 ans
2021-09-19,Vacciné 1 dose,0,70-79 ans
2021-09-19,Vacciné 2 doses,1,70-79 ans
2021-09-19,Non-vacciné,0,80-89 ans
2021-09-19,Vacciné 1 dose,0,80-89 ans
2021-09-19,Vacciné 2 doses,2,80-89 ans
2021-09-19,Non-vacciné,1,90 ans et plus
2021-09-19,Vacciné 1 dose,0,90 ans et plus
2021-09-19,Vacciné 2 doses,0,90 ans et plus
2021-09-20,0 à 4 ans,0,0-9 ans
2021-09-20,Non-vacciné,2,0-9 ans
2021-09-20,Vacciné 1 dose,0,0-9 ans
2021-09-20,Vacciné 2 doses,0,0-9 ans
2021-09-20,Non-vacciné,0,10-19 ans
2021-09-20,Vacciné 1 dose,0,10-19 ans
2021-09-20,Vacciné 2 doses,0,10-19 ans
2021-09-20,Non-vacciné,1,20-29 ans
2021-09-20,Vacciné 1 dose,0,20-29 ans
2021-09-20,Vacciné 2 doses,0,20-29 ans
2021-09-20,Non-vacciné,3,30-39 ans
2021-09-20,Vacciné 1 dose,1,30-39 ans
2021-09-20,Vacciné 2 doses,0,30-39 ans
2021-09-20,Non-vacciné,2,40-49 ans
2021-09-20,Vacciné 1 dose,0,40-49 ans
2021-09-20,Vacciné 2 doses,1,40-49 ans
2021-09-20,Non-vacciné,4,50-59 ans
2021-09-20,Vacciné 1 dose,0,50-59 ans
2021-09-20,Vacciné 2 doses,2,50-59 ans
2021-09-20,Non-vacciné,3,60-69 ans
2021-09-20,Vacciné 1 dose,0,60-69 ans
2021-09-20,Vacciné 2 doses,2,60-69 ans
2021-09-20,Non-vacciné,3,70-79 ans
2021-09-20,Vacciné 1 dose,0,70-79 ans
2021-09-20,Vacciné 2 doses,2,70-79 ans
2021-09-20,Non-vacciné,3,80-89 ans
2021-09-20,Vacciné 1 dose,0,80-89 ans
2021-09-20,Vacciné 2 doses,4,80-89 ans
2021-09-20,Non-vacciné,0,90 ans et plus
2021-09-20,Vacciné 1 dose,0,90 ans et plus
2021-09-20,Vacciné 2 doses,2,90 ans et plus
2021-09-21,0 à 4 ans,0,0-9 ans
2021-09-21,Non-vacciné,2,0-9 ans
2021-09-21,Vacciné 1 dose,0,0-9 ans
2021-09-21,Vacciné 2 doses,0,0-9 ans
2021-09-21,Non-vacciné,0,10-19 ans
2021-09-21,Vacciné 1 dose,0,10-19 ans
2021-09-21,Vacciné 2 doses,0,10-19 ans
2021-09-21,Non-vacciné,2,20-29 ans
2021-09-21,Vacciné 1 dose,1,20-29 ans
2021-09-21,Vacciné 2 doses,0,20-29 ans
2021-09-21,Non-vacciné,2,30-39 ans
2021-09-21,Vacciné 1 dose,0,30-39 ans
2021-09-21,Vacciné 2 doses,0,30-39 ans
2021-09-21,Non-vacciné,3,40-49 ans
2021-09-21,Vacciné 1 dose,1,40-49 ans
2021-09-21,Vacciné 2 doses,1,40-49 ans
2021-09-21,Non-vacciné,5,50-59 ans
2021-09-21,Vacciné 1 dose,0,50-59 ans
2021-09-21,Vacciné 2 doses,0,50-59 ans
2021-09-21,Non-vacciné,2,60-69 ans
2021-09-21,Vacciné 1 dose,0,60-69 ans
2021-09-21,Vacciné 2 doses,2,60-69 ans
2021-09-21,Non-vacciné,2,70-79 ans
2021-09-21,Vacciné 1 dose,0,70-79 ans
2021-09-21,Vacciné 2 doses,1,70-79 ans
2021-09-21,Non-vacciné,1,80-89 ans
2021-09-21,Vacciné 1 dose,0,80-89 ans
2021-09-21,Vacciné 2 doses,5,80-89 ans
2021-09-21,Non-vacciné,0,90 ans et plus
2021-09-21,Vacciné 1 dose,0,90 ans et plus
2021-09-21,Vacciné 2 doses,1,90 ans et plus
2021-09-22,0 à 4 ans,0,0-9 ans
2021-09-22,Non-vacciné,1,0-9 ans
2021-09-22,Vacciné 1 dose,0,0-9 ans
2021-09-22,Vacciné 2 doses,0,0-9 ans
2021-09-22,Non-vacciné,0,10-19 ans
2021-09-22,Vacciné 1 dose,0,10-19 ans
2021-09-22,Vacciné 2 doses,0,10-19 ans
2021-09-22,Non-vacciné,1,20-29 ans
