Date,GrAge_Declaration,Statut_Vaccinal,Nb_Nvx_Cas
2021-08-31,90 ans et plus,Non-vacciné,0
2021-08-31,90 ans et plus,Vacciné 1 dose,0
2021-08-31,90 ans et plus,Vacciné 2 doses,1
2021-08-31,Inconnu,Non-vacciné,0
2021-08-31,Inconnu,Vacciné 1 dose,0
2021-08-31,Inconnu,Vacciné 2 doses,0
2021-09-01,0-9 ans,0 à 4 ans,45
2021-09-01,0-9 ans,Non-vacciné,61
2021-09-01,0-9 ans,Vacciné 1 dose,0
2021-09-01,0-9 ans,Vacciné 2 doses,0
2021-09-01,10-19 ans,Non-vacciné,66
2021-09-01,10-19 ans,Vacciné 1 dose,8
2021-09-01,10-19 ans,Vacciné 2 doses,7
2021-09-01,20-29 ans,Non-vacciné,160
2021-09-01,20-29 ans,Vacciné 1 dose,21
2021-09-01,20-29 ans,Vacciné 2 doses,15
2021-09-01,30-39 ans,Non-vacciné,94
2021-09-01,30-39 ans,Vacciné 1 dose,16
2021-09-01,30-39 ans,Vacciné 2 doses,25
2021-09-01,40-49 ans,Non-vacciné,54
2021-09-01,40-49 ans,Vacciné 1 dose,9
2021-09-01,40-49 ans,Vacciné 2 doses,28
2021-09-01,50-59 ans,Non-vacciné,32
2021-09-01,50-59 ans,Vacciné 1 dose,6
2021-09-01,50-59 ans,Vacciné 2 doses,20
2021-09-01,60-69 ans,Non-vacciné,19
2021-09-01,60-69 ans,Vacciné 1 dose,3
2021-09-01,60-69 ans,Vacciné 2 doses,14
2021-09-01,70-79 ans,Non-vacciné,5
2021-09-01,70-79 ans,Vacciné 1 dose,0
2021-09-01,70-79 ans,Vacciné 2 doses,9
2021-09-01,80-89 ans,Non-vacciné,3
2021-09-01,80-89 ans,Vacciné 1 dose,0
2021-09-01,80-89 ans,Vacciné 2 doses,9
2021-09-01,90 ans et plus,Non-vacciné,1
2021-09-01,90 ans et plus,Vacciné 1 dose,0
2021-09-01,90 ans et plus,Vacciné 2 doses,2
2021-09-01,Inconnu,Non-vacciné,0
2021-09-01,Inconnu,Vacciné 1 dose,0
2021-09-01,Inconnu,Vacciné 2 doses,0
2021-09-02,0-9 ans,0 à 4 ans,55
2021-09-02,0-9 ans,Non-vacciné,53
2021-09-02,0-9 ans,Vacciné 1 dose,0
2021-09-02,0-9 ans,Vacciné 2 doses,0
2021-09-02,10-19 ans,Non-vacciné,80
2021-09-02,10-19 ans,Vacciné 1 dose,16
2021-09-02,10-19 ans,Vacciné 2 doses,11
2021-09-02,20-29 ans,Non-vacciné,137
2021-09-02,20-29 ans,Vacciné 1 dose,30
2021-09-02,20-29 ans,Vacciné 2 doses,32
2021-09-02,30-39 ans,Non-vacciné,91
2021-09-02,30-39 ans,Vacciné 1 dose,23
2021-09-02,30-39 ans,Vacciné 2 doses,29
2021-09-02,40-49 ans,Non-vacciné,52
2021-09-02,40-49 ans,Vacciné 1 dose,15
2021-09-02,40-49 ans,Vacciné 2 doses,23
2021-09-02,50-59 ans,Non-vacciné,31
2021-09-02,50-59 ans,Vacciné 1 dose,4
2021-09-02,50-59 ans,Vacciné 2 doses,15
2021-09-02,60-69 ans,Non-vacciné,11
2021-09-02,60-69 ans,Vacciné 1 dose,2
2021-09-02,60-69 ans,Vacciné 2 doses,20
2021-09-02,70-79 ans,Non-vacciné,8
2021-09-02,70-79 ans,Vacciné 1 dose,1
2021-09-02,70-79 ans,Vacciné 2 doses,10
2021-09-02,80-89 ans,Non-vacciné,1
2021-09-02,80-89 ans,Vacciné 1 dose,0
2021-09-02,80-89 ans,Vacciné 2 doses,2
2021-09-02,90 ans et plus,Non-vacciné,0
2021-09-02,90 ans et plus,Vacciné 1 dose,0
2021-09-02,90 ans et plus,Vacciné 2 doses,0
2021-09-02,Inconnu,Non-vacciné,0
2021-09-02,Inconnu,Vacciné 1 dose,0
2021-09-02,Inconnu,Vacciné 2 doses,0
2021-09-03,0-9 ans,0 à 4 ans,55
2021-09-03,0-9 ans,Non-vacciné,45
2021-09-03,0-9 ans,Vacciné 1 dose,0
2021-09-03,0-9 ans,Vacciné 2 doses,0
2021-09-03,10-19 ans,Non-vacciné,64
2021-09-03,10-19 ans,Vacciné 1 dose,12
2021-09-03,10-19 ans,Vacciné 2 doses,11
2021-09-03,20-29 ans,Non-vacciné,105
2021-09-03,20-29 ans,Vacciné 1 dose,31
2021-09-03,20-29 ans,Vacciné 2 doses,26
2021-09-03,30-39 ans,Non-vacciné,91
2021-09-03,30-39 ans,Vacciné 1 dose,12
2021-09-03,30-39 ans,Vacciné 2 doses,25
2021-09-03,40-49 ans,Non-vacciné,46
2021-09-03,40-49 ans,Vacciné 1 dose,12
2021-09-03,40-49 ans,Vacciné 2 doses,29
2021-09-03,50-59 ans,Non-vacciné,25
2021-09-03,50-59 ans,Vacciné 1 dose,4
2021-09-03,50-59 ans,Vacciné 2 doses,30
2021-09-03,60-69 ans,Non-vacciné,12
2021-09-03,60-69 ans,Vacciné 1 dose,1
2021-09-03,60-69 ans,Vacciné 2 doses,13
2021-09-03,70-79 ans,Non-vacciné,5
2021-09-03,70-79 ans,Vacciné 1 dose,0
2021-09-03,70-79 ans,Vacciné 2 doses,6
2021-09-03,80-89 ans,Non-vacciné,1
2021-09-03,80-89 ans,Vacciné 1 dose,0
2021-09-03,80-89 ans,Vacciné 2 doses,3
2021-09-03,90 ans et plus,Non-vacciné,0
2021-09-03,90 ans et plus,Vacciné 1 dose,1
2021-09-03,90 ans et plus,Vacciné 2 doses,0
2021-09-03,Inconnu,Non-vacciné,0
2021-09-03,Inconnu,Vacciné 1 dose,0
2021-09-03,Inconnu,Vacciné 2 doses,0
2021-09-04,0-9 ans,0 à 4 ans,73
2021-09-04,0-9 ans,Non-vacciné,59
2021-09-04,0-9 ans,Vacciné 1 dose,0
2021-09-04,0-9 ans,Vacciné 2 doses,0
2021-09-04,10-19 ans,Non-vacciné,66
2021-09-04,10-19 ans,Vacciné 1 dose,10
2021-09-04,10-19 ans,Vacciné 2 doses,9
2021-09-04,20-29 ans,Non-vacciné,113
2021-09-04,20-29 ans,Vacciné 1 dose,17
2021-09-04,20-29 ans,Vacciné 2 doses,29
2021-09-04,30-39 ans,Non-vacciné,66
2021-09-04,30-39 ans,Vacciné 1 dose,16
2021-09-04,30-39 ans,Vacciné 2 doses,19
2021-09-04,40-49 ans,Non-vacciné,38
2021-09-04,40-49 ans,Vacciné 1 dose,10
2021-09-04,40-49 ans,Vacciné 2 doses,18
2021-09-04,50-59 ans,Non-vacciné,25
2021-09-04,50-59 ans,Vacciné 1 dose,3
2021-09-04,50-59 ans,Vacciné 2 doses,24
2021-09-04,60-69 ans,Non-vacciné,13
2021-09-04,60-69 ans,Vacciné 1 dose,4
2021-09-04,60-69 ans,Vacciné 2 doses,13
2021-09-04,70-79 ans,Non-vacciné,6
2021-09-04,70-79 ans,Vacciné 1 dose,0
2021-09-04,70-79 ans,Vacciné 2 doses,4
2021-09-04,80-89 ans,Non-vacciné,2
2021-09-04,80-89 ans,Vacciné 1 dose,0
2021-09-04,80-89 ans,Vacciné 2 doses,7
2021-09-04,90 ans et plus,Non-vacciné,1
2021-09-04,90 ans et plus,Vacciné 1 dose,0
2021-09-04,90 ans et plus,Vacciné 2 doses,0
2021-09-04,Inconnu,Non-vacciné,0
2021-09-04,Inconnu,Vacciné 1 dose,0
2021-09-04,Inconnu,Vacciné 2 doses,0
2021-09-05,0-9 ans,0 à 4 ans,42
2021-09-05,0-9 ans,Non-vacciné,43
2021-09-05,0-9 ans,Vacciné 1 dose,0
2021-09-05,0-9 ans,Vacciné 2 doses,0
2021-09-05,10-19 ans,Non-vacciné,73
2021-09-05,10-19 ans,Vacciné 1 dose,9
2021-09-05,10-19 ans,Vacciné 2 doses,5
2021-09-05,20-29 ans,Non-vacciné,69
2021-09-05,20-29 ans,Vacciné 1 dose,17
2021-09-05,20-29 ans,Vacciné 2 doses,13
2021-09-05,30-39 ans,Non-vacciné,50
2021-09-05,30-39 ans,Vacciné 1 dose,12
2021-09-05,30-39 ans,Vacciné 2 doses,23
2021-09-05,40-49 ans,Non-vacciné,30
2021-09-05,40-49 ans,Vacciné 1 dose,6
2021-09-05,40-49 ans,Vacciné 2 doses,23
2021-09-05,50-59 ans,Non-vacciné,24
2021-09-05,50-59 ans,Vacciné 1 dose,5
2021-09-05,50-59 ans,Vacciné 2 doses,19
2021-09-05,60-69 ans,Non-vacciné,12
2021-09-05,60-69 ans,Vacciné 1 dose,3
2021-09-05,60-69 ans,Vacciné 2 doses,14
2021-09-05,70-79 ans,Non-vacciné,3
2021-09-05,70-79 ans,Vacciné 1 dose,0
2021-09-05,70-79 ans,Vacciné 2 doses,7
2021-09-05,80-89 ans,Non-vacciné,1
2021-09-05,80-89 ans,Vacciné 1 dose,0
2021-09-05,80-89 ans,Vacciné 2 doses,1
2021-09-05,90 ans et plus,Non-vacciné,0
2021-09-05,90 ans et plus,Vacciné 1 dose,0
2021-09-05,90 ans et plus,Vacciné 2 doses,1
2021-09-05,Inconnu,Non-vacciné,0
2021-09-05,Inconnu,Vacciné 1 dose,0
2021-09-05,Inconnu,Vacciné 2 doses,0
2021-09-06,0-9 ans,0 à 4 ans,48
2021-09-06,0-9 ans,Non-vacciné,55
2021-09-06,0-9 ans,Vacciné 1 dose,0
2021-09-06,0-9 ans,Vacciné 2 doses,0
2021-09-06,10-19 ans,Non-vacciné,62
2021-09-06,10-19 ans,Vacciné 1 dose,6
2021-09-06,10-19 ans,Vacciné 2 doses,6
2021-09-06,20-29 ans,Non-vacciné,89
2021-09-06,20-29 ans,Vacciné 1 dose,21
2021-09-06,20-29 ans,Vacciné 2 doses,17
2021-09-06,30-39 ans,Non-vacciné,67
2021-09-06,30-39 ans,Vacciné 1 dose,6
2021-09-06,30-39 ans,Vacciné 2 doses,19
2021-09-06,40-49 ans,Non-vacciné,35
2021-09-06,40-49 ans,Vacciné 1 dose,7
2021-09-06,40-49 ans,Vacciné 2 doses,20
2021-09-06,50-59 ans,Non-vacciné,30
2021-09-06,50-59 ans,Vacciné 1 dose,3
2021-09-06,50-59 ans,Vacciné 2 doses,23
2021-09-06,60-69 ans,Non-vacciné,9
2021-09-06,60-69 ans,Vacciné 1 dose,1
2021-09-06,60-69 ans,Vacciné 2 doses,18
2021-09-06,70-79 ans,Non-vacciné,3
2021-09-06,70-79 ans,Vacciné 1 dose,0
2021-09-06,70-79 ans,Vacciné 2 doses,10
2021-09-06,80-89 ans,Non-vacciné,0
2021-09-06,80-89 ans,Vacciné 1 dose,0
2021-09-06,80-89 ans,Vacciné 2 doses,6
2021-09-06,90 ans et plus,Non-vacciné,0
2021-09-06,90 ans et plus,Vacciné 1 dose,0
2021-09-06,90 ans et plus,Vacciné 2 doses,1
2021-09-06,Inconnu,Non-vacciné,0
2021-09-06,Inconnu,Vacciné 1 dose,0
2021-09-06,Inconnu,Vacciné 2 doses,0
2021-09-07,0-9 ans,0 à 4 ans,50
2021-09-07,0-9 ans,Non-vacciné,74
2021-09-07,0-9 ans,Vacciné 1 dose,0
2021-09-07,0-9 ans,Vacciné 2 doses,0
2021-09-07,10-19 ans,Non-vacciné,75
2021-09-07,10-19 ans,Vacciné 1 dose,9
2021-09-07,10-19 ans,Vacciné 2 doses,3
2021-09-07,20-29 ans,Non-vacciné,117
2021-09-07,20-29 ans,Vacciné 1 dose,12
2021-09-07,20-29 ans,Vacciné 2 doses,29
2021-09-07,30-39 ans,Non-vacciné,63
2021-09-07,30-39 ans,Vacciné 1 dose,8
2021-09-07,30-39 ans,Vacciné 2 doses,21
2021-09-07,40-49 ans,Non-vacciné,59
2021-09-07,40-49 ans,Vacciné 1 dose,6
2021-09-07,40-49 ans,Vacciné 2 doses,25
2021-09-07,50-59 ans,Non-vacciné,27
2021-09-07,50-59 ans,Vacciné 1 dose,4
2021-09-07,50-59 ans,Vacciné 2 doses,18
2021-09-07,60-69 ans,Non-vacciné,14
2021-09-07,60-69 ans,Vacciné 1 dose,0
2021-09-07,60-69 ans,Vacciné 2 doses,9
2021-09-07,70-79 ans,Non-vacciné,6
2021-09-07,70-79 ans,Vacciné 1 dose,0
2021-09-07,70-79 ans,Vacciné 2 doses,9
2021-09-07,80-89 ans,Non-vacciné,2
2021-09-07,80-89 ans,Vacciné 1 dose,0
2021-09-07,80-89 ans,Vacciné 2 doses,6
2021-09-07,90 ans et plus,Non-vacciné,0
2021-09-07,90 ans et plus,Vacciné 1 dose,0
2021-09-07,90 ans et plus,Vacciné 2 doses,4
2021-09-07,Inconnu,Non-vacciné,0
2021-09-07,Inconnu,Vacciné 1 dose,0
2021-09-07,Inconnu,Vacciné 2 doses,0
2021-09-08,0-9 ans,0 à 4 ans,56
2021-09-08,0-9 ans,Non-vacciné,78
2021-09-08,0-9 ans,Vacciné 1 dose,0
2021-09-08,0-9 ans,Vacciné 2 doses,0
2021-09-08,10-19 ans,Non-vacciné,95
2021-09-08,10-19 ans,Vacciné 1 dose,10
2021-09-08,10-19 ans,Vacciné 2 doses,4
2021-09-08,20-29 ans,Non-vacciné,118
2021-09-08,20-29 ans,Vacciné 1 dose,22
2021-09-08,20-29 ans,Vacciné 2 doses,36
2021-09-08,30-39 ans,Non-vacciné,92
2021-09-08,30-39 ans,Vacciné 1 dose,12
2021-09-08,30-39 ans,Vacciné 2 doses,36
2021-09-08,40-49 ans,Non-vacciné,57
2021-09-08,40-49 ans,Vacciné 1 dose,4
2021-09-08,40-49 ans,Vacciné 2 doses,38
2021-09-08,50-59 ans,Non-vacciné,37
2021-09-08,50-59 ans,Vacciné 1 dose,4
2021-09-08,50-59 ans,Vacciné 2 doses,27
2021-09-08,60-69 ans,Non-vacciné,12
2021-09-08,60-69 ans,Vacciné 1 dose,4
2021-09-08,60-69 ans,Vacciné 2 doses,18
2021-09-08,70-79 ans,Non-vacciné,7
2021-09-08,70-79 ans,Vacciné 1 dose,2
2021-09-08,70-79 ans,Vacciné 2 doses,4
2021-09-08,80-89 ans,Non-vacciné,0
2021-09-08,80-89 ans,Vacciné 1 dose,0
2021-09-08,80-89 ans,Vacciné 2 doses,5
2021-09-08,90 ans et plus,Non-vacciné,0
2021-09-08,90 ans et plus,Vacciné 1 dose,0
2021-09-08,90 ans et plus,Vacciné 2 doses,3
2021-09-08,Inconnu,Non-vacciné,0
2021-09-08,Inconnu,Vacciné 1 dose,0
2021-09-08,Inconnu,Vacciné 2 doses,0
2021-09-09,0-9 ans,0 à 4 ans,69
2021-09-09,0-9 ans,Non-vacciné,109
2021-09-09,0-9 ans,Vacciné 1 dose,0
2021-09-09,0-9 ans,Vacciné 2 doses,0
2021-09-09,10-19 ans,Non-vacciné,104
2021-09-09,10-19 ans,Vacciné 1 dose,12
2021-09-09,10-19 ans,Vacciné 2 doses,6
2021-09-09,20-29 ans,Non-vacciné,152
2021-09-09,20-29 ans,Vacciné 1 dose,19
2021-09-09,20-29 ans,Vacciné 2 doses,35
2021-09-09,30-39 ans,Non-vacciné,103
2021-09-09,30-39 ans,Vacciné 1 dose,17
2021-09-09,30-39 ans,Vacciné 2 doses,50
2021-09-09,40-49 ans,Non-vacciné,62
2021-09-09,40-49 ans,Vacciné 1 dose,10
2021-09-09,40-49 ans,Vacciné 2 doses,47
2021-09-09,50-59 ans,Non-vacciné,43
2021-09-09,50-59 ans,Vacciné 1 dose,5
2021-09-09,50-59 ans,Vacciné 2 doses,25
2021-09-09,60-69 ans,Non-vacciné,13
2021-09-09,60-69 ans,Vacciné 1 dose,2
2021-09-09,60-69 ans,Vacciné 2 doses,21
2021-09-09,70-79 ans,Non-vacciné,3
2021-09-09,70-79 ans,Vacciné 1 dose,0
2021-09-09,70-79 ans,Vacciné 2 doses,18
2021-09-09,80-89 ans,Non-vacciné,2
2021-09-09,80-89 ans,Vacciné 1 dose,0
2021-09-09,80-89 ans,Vacciné 2 doses,7
2021-09-09,90 ans et plus,Non-vacciné,0
2021-09-09,90 ans et plus,Vacciné 1 dose,0
2021-09-09,90 ans et plus,Vacciné 2 doses,1
2021-09-09,Inconnu,Non-vacciné,0
2021-09-09,Inconnu,Vacciné 1 dose,0
2021-09-09,Inconnu,Vacciné 2 doses,0
2021-09-10,0-9 ans,0 à 4 ans,68
2021-09-10,0-9 ans,Non-vacciné,87
2021-09-10,0-9 ans,Vacciné 1 dose,0
2021-09-10,0-9 ans,Vacciné 2 doses,0
2021-09-10,10-19 ans,Non-vacciné,94
2021-09-10,10-19 ans,Vacciné 1 dose,16
2021-09-10,10-19 ans,Vacciné 2 doses,10
2021-09-10,20-29 ans,Non-vacciné,158
2021-09-10,20-29 ans,Vacciné 1 dose,18
2021-09-10,20-29 ans,Vacciné 2 doses,40
2021-09-10,30-39 ans,Non-vacciné,116
2021-09-10,30-39 ans,Vacciné 1 dose,15
2021-09-10,30-39 ans,Vacciné 2 doses,41
2021-09-10,40-49 ans,Non-vacciné,52
2021-09-10,40-49 ans,Vacciné 1 dose,11
2021-09-10,40-49 ans,Vacciné 2 doses,43
2021-09-10,50-59 ans,Non-vacciné,41
2021-09-10,50-59 ans,Vacciné 1 dose,7
2021-09-10,50-59 ans,Vacciné 2 doses,34
2021-09-10,60-69 ans,Non-vacciné,9
2021-09-10,60-69 ans,Vacciné 1 dose,3
2021-09-10,60-69 ans,Vacciné 2 doses,21
2021-09-10,70-79 ans,Non-vacciné,10
2021-09-10,70-79 ans,Vacciné 1 dose,1
2021-09-10,70-79 ans,Vacciné 2 doses,15
2021-09-10,80-89 ans,Non-vacciné,0
2021-09-10,80-89 ans,Vacciné 1 dose,2
2021-09-10,80-89 ans,Vacciné 2 doses,9
2021-09-10,90 ans et plus,Non-vacciné,0
2021-09-10,90 ans et plus,Vacciné 1 dose,0
2021-09-10,90 ans et plus,Vacciné 2 doses,2
2021-09-10,Inconnu,Non-vacciné,0
2021-09-10,Inconnu,Vacciné 1 dose,0
2021-09-10,Inconnu,Vacciné 2 doses,0
2021-09-11,0-9 ans,0 à 4 ans,58
2021-09-11,0-9 ans,Non-vacciné,69
2021-09-11,0-9 ans,Vacciné 1 dose,0
2021-09-11,0-9 ans,Vacciné 2 doses,0
2021-09-11,10-19 ans,Non-vacciné,68
2021-09-11,10-19 ans,Vacciné 1 dose,8
2021-09-11,10-19 ans,Vacciné 2 doses,9
2021-09-11,20-29 ans,Non-vacciné,110
2021-09-11,20-29 ans,Vacciné 1 dose,12
2021-09-11,20-29 ans,Vacciné 2 doses,31
2021-09-11,30-39 ans,Non-vacciné,75
2021-09-11,30-39 ans,Vacciné 1 dose,19
2021-09-11,30-39 ans,Vacciné 2 doses,30
2021-09-11,40-49 ans,Non-vacciné,36
2021-09-11,40-49 ans,Vacciné 1 dose,10
2021-09-11,40-49 ans,Vacciné 2 doses,34
2021-09-11,50-59 ans,Non-vacciné,21
2021-09-11,50-59 ans,Vacciné 1 dose,4
2021-09-11,50-59 ans,Vacciné 2 doses,27
2021-09-11,60-69 ans,Non-vacciné,11
2021-09-11,60-69 ans,Vacciné 1 dose,2
2021-09-11,60-69 ans,Vacciné 2 doses,22
2021-09-11,70-79 ans,Non-vacciné,4
2021-09-11,70-79 ans,Vacciné 1 dose,1
2021-09-11,70-79 ans,Vacciné 2 doses,16
2021-09-11,80-89 ans,Non-vacciné,1
2021-09-11,80-89 ans,Vacciné 1 dose,1
2021-09-11,80-89 ans,Vacciné 2 doses,13
2021-09-11,90 ans et plus,Non-vacciné,0
2021-09-11,90 ans et plus,Vacciné 1 dose,0
2021-09-11,90 ans et plus,Vacciné 2 doses,7
2021-09-11,Inconnu,Non-vacciné,0
2021-09-11,Inconnu,Vacciné 1 dose,0
2021-09-11,Inconnu,Vacciné 2 doses,0
2021-09-12,0-9 ans,0 à 4 ans,47
2021-09-12,0-9 ans,Non-vacciné,63
2021-09-12,0-9 ans,Vacciné 1 dose,0
2021-09-12,0-9 ans,Vacciné 2 doses,0
2021-09-12,10-19 ans,Non-vacciné,75
2021-09-12,10-19 ans,Vacciné 1 dose,10
2021-09-12,10-19 ans,Vacciné 2 doses,6
2021-09-12,20-29 ans,Non-vacciné,83
2021-09-12,20-29 ans,Vacciné 1 dose,13
2021-09-12,20-29 ans,Vacciné 2 doses,20
2021-09-12,30-39 ans,Non-vacciné,66
2021-09-12,30-39 ans,Vacciné 1 dose,9
2021-09-12,30-39 ans,Vacciné 2 doses,22
2021-09-12,40-49 ans,Non-vacciné,41
2021-09-12,40-49 ans,Vacciné 1 dose,3
2021-09-12,40-49 ans,Vacciné 2 doses,30
2021-09-12,50-59 ans,Non-vacciné,35
2021-09-12,50-59 ans,Vacciné 1 dose,2
2021-09-12,50-59 ans,Vacciné 2 doses,19
2021-09-12,60-69 ans,Non-vacciné,11
2021-09-12,60-69 ans,Vacciné 1 dose,0
2021-09-12,60-69 ans,Vacciné 2 doses,13
2021-09-12,70-79 ans,Non-vacciné,9
2021-09-12,70-79 ans,Vacciné 1 dose,3
2021-09-12,70-79 ans,Vacciné 2 doses,13
2021-09-12,80-89 ans,Non-vacciné,3
2021-09-12,80-89 ans,Vacciné 1 dose,0
2021-09-12,80-89 ans,Vacciné 2 doses,9
2021-09-12,90 ans et plus,Non-vacciné,1
2021-09-12,90 ans et plus,Vacciné 1 dose,0
2021-09-12,90 ans et plus,Vacciné 2 doses,7
2021-09-12,Inconnu,Non-vacciné,0
2021-09-12,Inconnu,Vacciné 1 dose,0
2021-09-12,Inconnu,Vacciné 2 doses,0
2021-09-13,0-9 ans,0 à 4 ans,34
2021-09-13,0-9 ans,Non-vacciné,72
2021-09-13,0-9 ans,Vacciné 1 dose,0
2021-09-13,0-9 ans,Vacciné 2 doses,0
2021-09-13,10-19 ans,Non-vacciné,86
2021-09-13,10-19 ans,Vacciné 1 dose,5
2021-09-13,10-19 ans,Vacciné 2 doses,9
2021-09-13,20-29 ans,Non-vacciné,87
2021-09-13,20-29 ans,Vacciné 1 dose,15
2021-09-13,20-29 ans,Vacciné 2 doses,22
2021-09-13,30-39 ans,Non-vacciné,69
2021-09-13,30-39 ans,Vacciné 1 dose,8
2021-09-13,30-39 ans,Vacciné 2 doses,24
2021-09-13,40-49 ans,Non-vacciné,41
2021-09-13,40-49 ans,Vacciné 1 dose,3
2021-09-13,40-49 ans,Vacciné 2 doses,31
2021-09-13,50-59 ans,Non-vacciné,30
2021-09-13,50-59 ans,Vacciné 1 dose,3
2021-09-13,50-59 ans,Vacciné 2 doses,33
2021-09-13,60-69 ans,Non-vacciné,16
2021-09-13,60-69 ans,Vacciné 1 dose,1
2021-09-13,60-69 ans,Vacciné 2 doses,19
2021-09-13,70-79 ans,Non-vacciné,4
2021-09-13,70-79 ans,Vacciné 1 dose,0
2021-09-13,70-79 ans,Vacciné 2 doses,10
2021-09-13,80-89 ans,Non-vacciné,3
2021-09-13,80-89 ans,Vacciné 1 dose,1
2021-09-13,80-89 ans,Vacciné 2 doses,8
2021-09-13,90 ans et plus,Non-vacciné,0
2021-09-13,90 ans et plus,Vacciné 1 dose,2
2021-09-13,90 ans et plus,Vacciné 2 doses,4
2021-09-13,Inconnu,Non-vacciné,0
2021-09-13,Inconnu,Vacciné 1 dose,0
2021-09-13,Inconnu,Vacciné 2 doses,0
2021-09-14,0-9 ans,0 à 4 ans,60
2021-09-14,0-9 ans,Non-vacciné,108
2021-09-14,0-9 ans,Vacciné 1 dose,0
2021-09-14,0-9 ans,Vacciné 2 doses,0
2021-09-14,10-19 ans,Non-vacciné,108
2021-09-14,10-19 ans,Vacciné 1 dose,8
2021-09-14,10-19 ans,Vacciné 2 doses,6
2021-09-14,20-29 ans,Non-vacciné,94
2021-09-14,20-29 ans,Vacciné 1 dose,14
2021-09-14,20-29 ans,Vacciné 2 doses,26
2021-09-14,30-39 ans,Non-vacciné,69
2021-09-14,30-39 ans,Vacciné 1 dose,13
2021-09-14,30-39 ans,Vacciné 2 doses,34
2021-09-14,40-49 ans,Non-vacciné,48
2021-09-14,40-49 ans,Vacciné 1 dose,3
2021-09-14,40-49 ans,Vacciné 2 doses,33
2021-09-14,50-59 ans,Non-vacciné,34
2021-09-14,50-59 ans,Vacciné 1 dose,4
2021-09-14,50-59 ans,Vacciné 2 doses,23
2021-09-14,60-69 ans,Non-vacciné,14
2021-09-14,60-69 ans,Vacciné 1 dose,1
2021-09-14,60-69 ans,Vacciné 2 doses,13
2021-09-14,70-79 ans,Non-vacciné,5
2021-09-14,70-79 ans,Vacciné 1 dose,1
2021-09-14,70-79 ans,Vacciné 2 doses,14
2021-09-14,80-89 ans,Non-vacciné,3
2021-09-14,80-89 ans,Vacciné 1 dose,1
2021-09-14,80-89 ans,Vacciné 2 doses,7
2021-09-14,90 ans et plus,Non-vacciné,2
2021-09-14,90 ans et plus,Vacciné 1 dose,1
2021-09-14,90 ans et plus,Vacciné 2 doses,3
2021-09-14,Inconnu,Non-vacciné,0
2021-09-14,Inconnu,Vacciné 1 dose,0
2021-09-14,Inconnu,Vacciné 2 doses,0
2021-09-15,0-9 ans,0 à 4 ans,45
2021-09-15,0-9 ans,Non-vacciné,113
2021-09-15,0-9 ans,Vacciné 1 dose,0
2021-09-15,0-9 ans,Vacciné 2 doses,0
2021-09-15,10-19 ans,Non-vacciné,141
2021-09-15,10-19 ans,Vacciné 1 dose,11
2021-09-15,10-19 ans,Vacciné 2 doses,10
2021-09-15,20-29 ans,Non-vacciné,108
2021-09-15,20-29 ans,Vacciné 1 dose,14
2021-09-15,20-29 ans,Vacciné 2 doses,21
2021-09-15,30-39 ans,Non-vacciné,79
2021-09-15,30-39 ans,Vacciné 1 dose,8
2021-09-15,30-39 ans,Vacciné 2 doses,46
2021-09-15,40-49 ans,Non-vacciné,59
2021-09-15,40-49 ans,Vacciné 1 dose,6
2021-09-15,40-49 ans,Vacciné 2 doses,41
2021-09-15,50-59 ans,Non-vacciné,28
2021-09-15,50-59 ans,Vacciné 1 dose,6
2021-09-15,50-59 ans,Vacciné 2 doses,35
2021-09-15,60-69 ans,Non-vacciné,17
2021-09-15,60-69 ans,Vacciné 1 dose,1
2021-09-15,60-69 ans,Vacciné 2 doses,12
2021-09-15,70-79 ans,Non-vacciné,5
2021-09-15,70-79 ans,Vacciné 1 dose,1
2021-09-15,70-79 ans,Vacciné 2 doses,9
2021-09-15,80-89 ans,Non-vacciné,2
2021-09-15,80-89 ans,Vacciné 1 dose,1
2021-09-15,80-89 ans,Vacciné 2 doses,10
2021-09-15,90 ans et plus,Non-vacciné,0
2021-09-15,90 ans et plus,Vacciné 1 dose,1
2021-09-15,90 ans et plus,Vacciné 2 doses,5
2021-09-15,Inconnu,Non-vacciné,0
2021-09-15,Inconnu,Vacciné 1 dose,0
2021-09-15,Inconnu,Vacciné 2 doses,0
2021-09-16,0-9 ans,0 à 4 ans,50
2021-09-16,0-9 ans,Non-vacciné,93
2021-09-16,0-9 ans,Vacciné 1 dose,0
2021-09-16,0-9 ans,Vacciné 2 doses,0
2021-09-16,10-19 ans,Non-vacciné,108
2021-09-16,10-19 ans,Vacciné 1 dose,9
2021-09-16,10-19 ans,Vacciné 2 doses,8
2021-09-16,20-29 ans,Non-vacciné,108
2021-09-16,20-29 ans,Vacciné 1 dose,17
2021-09-16,20-29 ans,Vacciné 2 doses,31
2021-09-16,30-39 ans,Non-vacciné,98
2021-09-16,30-39 ans,Vacciné 1 dose,16
2021-09-16,30-39 ans,Vacciné 2 doses,36
2021-09-16,40-49 ans,Non-vacciné,52
2021-09-16,40-49 ans,Vacciné 1 dose,12
2021-09-16,40-49 ans,Vacciné 2 doses,37
2021-09-16,50-59 ans,Non-vacciné,33
2021-09-16,50-59 ans,Vacciné 1 dose,5
2021-09-16,50-59 ans,Vacciné 2 doses,25
2021-09-16,60-69 ans,Non-vacciné,19
2021-09-16,60-69 ans,Vacciné 1 dose,3
