Date,GrAge_Declaration,Statut_Vaccinal,Nb_Nvx_Cas
2021-10-18,30-39 ans,Vacciné 1 dose,2
2021-10-18,30-39 ans,Vacciné 2 doses,18
2021-10-18,30-39 ans,Vacciné 3 doses,0
2021-10-18,40-49 ans,Inconnu,0
2021-10-18,40-49 ans,Non-vacciné,25
2021-10-18,40-49 ans,Vacciné 1 dose,0
2021-10-18,40-49 ans,Vacciné 2 doses,25
2021-10-18,40-49 ans,Vacciné 3 doses,0
2021-10-18,50-59 ans,Inconnu,0
2021-10-18,50-59 ans,Non-vacciné,12
2021-10-18,50-59 ans,Vacciné 1 dose,0
2021-10-18,50-59 ans,Vacciné 2 doses,12
2021-10-18,50-59 ans,Vacciné 3 doses,1
2021-10-18,60-69 ans,Inconnu,0
2021-10-18,60-69 ans,Non-vacciné,9
2021-10-18,60-69 ans,Vacciné 1 dose,2
2021-10-18,60-69 ans,Vacciné 2 doses,8
2021-10-18,60-69 ans,Vacciné 3 doses,0
2021-10-18,70-79 ans,Inconnu,1
2021-10-18,70-79 ans,Non-vacciné,6
2021-10-18,70-79 ans,Vacciné 1 dose,0
2021-10-18,70-79 ans,Vacciné 2 doses,13
2021-10-18,70-79 ans,Vacciné 3 doses,0
2021-10-18,80-89 ans,Inconnu,0
2021-10-18,80-89 ans,Non-vacciné,0
2021-10-18,80-89 ans,Vacciné 1 dose,1
2021-10-18,80-89 ans,Vacciné 2 doses,9
2021-10-18,80-89 ans,Vacciné 3 doses,0
2021-10-18,90 ans et plus,Inconnu,0
2021-10-18,90 ans et plus,Non-vacciné,0
2021-10-18,90 ans et plus,Vacciné 1 dose,0
2021-10-18,90 ans et plus,Vacciné 2 doses,2
2021-10-18,90 ans et plus,Vacciné 3 doses,0
2021-10-18,Inconnu,Inconnu,0
2021-10-18,Inconnu,Non-vacciné,0
2021-10-18,Inconnu,Vacciné 1 dose,0
2021-10-18,Inconnu,Vacciné 2 doses,0
2021-10-18,Inconnu,Vacciné 3 doses,0
2021-10-19,0-9 ans,0 à 4 ans,34
2021-10-19,0-9 ans,Inconnu,1
2021-10-19,0-9 ans,Non-vacciné,61
2021-10-19,0-9 ans,Vacciné 1 dose,0
2021-10-19,0-9 ans,Vacciné 2 doses,0
2021-10-19,0-9 ans,Vacciné 3 doses,0
2021-10-19,10-19 ans,Inconnu,3
2021-10-19,10-19 ans,Non-vacciné,70
2021-10-19,10-19 ans,Vacciné 1 dose,3
2021-10-19,10-19 ans,Vacciné 2 doses,10
2021-10-19,10-19 ans,Vacciné 3 doses,0
2021-10-19,20-29 ans,Inconnu,5
2021-10-19,20-29 ans,Non-vacciné,31
2021-10-19,20-29 ans,Vacciné 1 dose,3
2021-10-19,20-29 ans,Vacciné 2 doses,19
2021-10-19,20-29 ans,Vacciné 3 doses,0
2021-10-19,30-39 ans,Inconnu,2
2021-10-19,30-39 ans,Non-vacciné,26
2021-10-19,30-39 ans,Vacciné 1 dose,1
2021-10-19,30-39 ans,Vacciné 2 doses,27
2021-10-19,30-39 ans,Vacciné 3 doses,0
2021-10-19,40-49 ans,Inconnu,3
2021-10-19,40-49 ans,Non-vacciné,16
2021-10-19,40-49 ans,Vacciné 1 dose,3
2021-10-19,40-49 ans,Vacciné 2 doses,33
2021-10-19,40-49 ans,Vacciné 3 doses,0
2021-10-19,50-59 ans,Inconnu,3
2021-10-19,50-59 ans,Non-vacciné,16
2021-10-19,50-59 ans,Vacciné 1 dose,1
2021-10-19,50-59 ans,Vacciné 2 doses,20
2021-10-19,50-59 ans,Vacciné 3 doses,0
2021-10-19,60-69 ans,Inconnu,0
2021-10-19,60-69 ans,Non-vacciné,11
2021-10-19,60-69 ans,Vacciné 1 dose,0
2021-10-19,60-69 ans,Vacciné 2 doses,14
2021-10-19,60-69 ans,Vacciné 3 doses,0
2021-10-19,70-79 ans,Inconnu,0
2021-10-19,70-79 ans,Non-vacciné,4
2021-10-19,70-79 ans,Vacciné 1 dose,0
2021-10-19,70-79 ans,Vacciné 2 doses,12
2021-10-19,70-79 ans,Vacciné 3 doses,0
2021-10-19,80-89 ans,Inconnu,0
2021-10-19,80-89 ans,Non-vacciné,1
2021-10-19,80-89 ans,Vacciné 1 dose,2
2021-10-19,80-89 ans,Vacciné 2 doses,9
2021-10-19,80-89 ans,Vacciné 3 doses,0
2021-10-19,90 ans et plus,Inconnu,1
2021-10-19,90 ans et plus,Non-vacciné,0
2021-10-19,90 ans et plus,Vacciné 1 dose,0
2021-10-19,90 ans et plus,Vacciné 2 doses,2
2021-10-19,90 ans et plus,Vacciné 3 doses,0
2021-10-19,Inconnu,Inconnu,0
2021-10-19,Inconnu,Non-vacciné,0
2021-10-19,Inconnu,Vacciné 1 dose,0
2021-10-19,Inconnu,Vacciné 2 doses,0
2021-10-19,Inconnu,Vacciné 3 doses,0
2021-10-20,0-9 ans,0 à 4 ans,31
2021-10-20,0-9 ans,Inconnu,0
2021-10-20,0-9 ans,Non-vacciné,84
2021-10-20,0-9 ans,Vacciné 1 dose,0
2021-10-20,0-9 ans,Vacciné 2 doses,0
2021-10-20,0-9 ans,Vacciné 3 doses,0
2021-10-20,10-19 ans,Inconnu,2
2021-10-20,10-19 ans,Non-vacciné,67
2021-10-20,10-19 ans,Vacciné 1 dose,5
2021-10-20,10-19 ans,Vacciné 2 doses,3
2021-10-20,10-19 ans,Vacciné 3 doses,0
2021-10-20,20-29 ans,Inconnu,2
2021-10-20,20-29 ans,Non-vacciné,22
2021-10-20,20-29 ans,Vacciné 1 dose,1
2021-10-20,20-29 ans,Vacciné 2 doses,9
2021-10-20,20-29 ans,Vacciné 3 doses,0
2021-10-20,30-39 ans,Inconnu,2
2021-10-20,30-39 ans,Non-vacciné,28
2021-10-20,30-39 ans,Vacciné 1 dose,4
2021-10-20,30-39 ans,Vacciné 2 doses,24
2021-10-20,30-39 ans,Vacciné 3 doses,0
2021-10-20,40-49 ans,Inconnu,0
2021-10-20,40-49 ans,Non-vacciné,23
2021-10-20,40-49 ans,Vacciné 1 dose,2
2021-10-20,40-49 ans,Vacciné 2 doses,29
2021-10-20,40-49 ans,Vacciné 3 doses,0
2021-10-20,50-59 ans,Inconnu,0
2021-10-20,50-59 ans,Non-vacciné,17
2021-10-20,50-59 ans,Vacciné 1 dose,0
2021-10-20,50-59 ans,Vacciné 2 doses,20
2021-10-20,50-59 ans,Vacciné 3 doses,0
2021-10-20,60-69 ans,Inconnu,0
2021-10-20,60-69 ans,Non-vacciné,9
2021-10-20,60-69 ans,Vacciné 1 dose,0
2021-10-20,60-69 ans,Vacciné 2 doses,13
2021-10-20,60-69 ans,Vacciné 3 doses,0
2021-10-20,70-79 ans,Inconnu,0
2021-10-20,70-79 ans,Non-vacciné,1
2021-10-20,70-79 ans,Vacciné 1 dose,1
2021-10-20,70-79 ans,Vacciné 2 doses,10
2021-10-20,70-79 ans,Vacciné 3 doses,0
2021-10-20,80-89 ans,Inconnu,0
2021-10-20,80-89 ans,Non-vacciné,0
2021-10-20,80-89 ans,Vacciné 1 dose,0
2021-10-20,80-89 ans,Vacciné 2 doses,4
2021-10-20,80-89 ans,Vacciné 3 doses,0
2021-10-20,90 ans et plus,Inconnu,0
2021-10-20,90 ans et plus,Non-vacciné,0
2021-10-20,90 ans et plus,Vacciné 1 dose,0
2021-10-20,90 ans et plus,Vacciné 2 doses,1
2021-10-20,90 ans et plus,Vacciné 3 doses,0
2021-10-20,Inconnu,Inconnu,0
2021-10-20,Inconnu,Non-vacciné,0
2021-10-20,Inconnu,Vacciné 1 dose,0
2021-10-20,Inconnu,Vacciné 2 doses,0
2021-10-20,Inconnu,Vacciné 3 doses,0
2021-10-21,0-9 ans,0 à 4 ans,30
2021-10-21,0-9 ans,Inconnu,0
2021-10-21,0-9 ans,Non-vacciné,65
2021-10-21,0-9 ans,Vacciné 1 dose,0
2021-10-21,0-9 ans,Vacciné 2 doses,0
2021-10-21,0-9 ans,Vacciné 3 doses,0
2021-10-21,10-19 ans,Inconnu,0
2021-10-21,10-19 ans,Non-vacciné,52
2021-10-21,10-19 ans,Vacciné 1 dose,1
2021-10-21,10-19 ans,Vacciné 2 doses,5
2021-10-21,10-19 ans,Vacciné 3 doses,0
2021-10-21,20-29 ans,Inconnu,1
2021-10-21,20-29 ans,Non-vacciné,19
2021-10-21,20-29 ans,Vacciné 1 dose,2
2021-10-21,20-29 ans,Vacciné 2 doses,13
2021-10-21,20-29 ans,Vacciné 3 doses,0
2021-10-21,30-39 ans,Inconnu,3
2021-10-21,30-39 ans,Non-vacciné,29
2021-10-21,30-39 ans,Vacciné 1 dose,3
2021-10-21,30-39 ans,Vacciné 2 doses,31
2021-10-21,30-39 ans,Vacciné 3 doses,0
2021-10-21,40-49 ans,Inconnu,4
2021-10-21,40-49 ans,Non-vacciné,15
2021-10-21,40-49 ans,Vacciné 1 dose,3
2021-10-21,40-49 ans,Vacciné 2 doses,36
2021-10-21,40-49 ans,Vacciné 3 doses,0
2021-10-21,50-59 ans,Inconnu,1
2021-10-21,50-59 ans,Non-vacciné,12
2021-10-21,50-59 ans,Vacciné 1 dose,2
2021-10-21,50-59 ans,Vacciné 2 doses,18
2021-10-21,50-59 ans,Vacciné 3 doses,0
2021-10-21,60-69 ans,Inconnu,1
2021-10-21,60-69 ans,Non-vacciné,4
2021-10-21,60-69 ans,Vacciné 1 dose,1
2021-10-21,60-69 ans,Vacciné 2 doses,26
2021-10-21,60-69 ans,Vacciné 3 doses,0
2021-10-21,70-79 ans,Inconnu,0
2021-10-21,70-79 ans,Non-vacciné,2
2021-10-21,70-79 ans,Vacciné 1 dose,1
2021-10-21,70-79 ans,Vacciné 2 doses,12
2021-10-21,70-79 ans,Vacciné 3 doses,0
2021-10-21,80-89 ans,Inconnu,0
2021-10-21,80-89 ans,Non-vacciné,3
2021-10-21,80-89 ans,Vacciné 1 dose,1
2021-10-21,80-89 ans,Vacciné 2 doses,2
2021-10-21,80-89 ans,Vacciné 3 doses,0
2021-10-21,90 ans et plus,Inconnu,0
2021-10-21,90 ans et plus,Non-vacciné,1
2021-10-21,90 ans et plus,Vacciné 1 dose,0
2021-10-21,90 ans et plus,Vacciné 2 doses,4
2021-10-21,90 ans et plus,Vacciné 3 doses,0
2021-10-21,Inconnu,Inconnu,0
2021-10-21,Inconnu,Non-vacciné,0
2021-10-21,Inconnu,Vacciné 1 dose,0
2021-10-21,Inconnu,Vacciné 2 doses,0
2021-10-21,Inconnu,Vacciné 3 doses,0
2021-10-22,0-9 ans,0 à 4 ans,32
2021-10-22,0-9 ans,Inconnu,1
2021-10-22,0-9 ans,Non-vacciné,76
2021-10-22,0-9 ans,Vacciné 1 dose,0
2021-10-22,0-9 ans,Vacciné 2 doses,0
2021-10-22,0-9 ans,Vacciné 3 doses,0
2021-10-22,10-19 ans,Inconnu,1
2021-10-22,10-19 ans,Non-vacciné,100
2021-10-22,10-19 ans,Vacciné 1 dose,2
2021-10-22,10-19 ans,Vacciné 2 doses,9
2021-10-22,10-19 ans,Vacciné 3 doses,0
2021-10-22,20-29 ans,Inconnu,2
2021-10-22,20-29 ans,Non-vacciné,18
2021-10-22,20-29 ans,Vacciné 1 dose,4
2021-10-22,20-29 ans,Vacciné 2 doses,16
2021-10-22,20-29 ans,Vacciné 3 doses,1
2021-10-22,30-39 ans,Inconnu,2
2021-10-22,30-39 ans,Non-vacciné,26
2021-10-22,30-39 ans,Vacciné 1 dose,7
2021-10-22,30-39 ans,Vacciné 2 doses,30
2021-10-22,30-39 ans,Vacciné 3 doses,0
2021-10-22,40-49 ans,Inconnu,1
2021-10-22,40-49 ans,Non-vacciné,22
2021-10-22,40-49 ans,Vacciné 1 dose,4
2021-10-22,40-49 ans,Vacciné 2 doses,31
2021-10-22,40-49 ans,Vacciné 3 doses,0
2021-10-22,50-59 ans,Inconnu,1
2021-10-22,50-59 ans,Non-vacciné,17
2021-10-22,50-59 ans,Vacciné 1 dose,1
2021-10-22,50-59 ans,Vacciné 2 doses,15
2021-10-22,50-59 ans,Vacciné 3 doses,1
2021-10-22,60-69 ans,Inconnu,2
2021-10-22,60-69 ans,Non-vacciné,5
2021-10-22,60-69 ans,Vacciné 1 dose,0
2021-10-22,60-69 ans,Vacciné 2 doses,27
2021-10-22,60-69 ans,Vacciné 3 doses,0
2021-10-22,70-79 ans,Inconnu,0
2021-10-22,70-79 ans,Non-vacciné,3
2021-10-22,70-79 ans,Vacciné 1 dose,0
2021-10-22,70-79 ans,Vacciné 2 doses,9
2021-10-22,70-79 ans,Vacciné 3 doses,0
2021-10-22,80-89 ans,Inconnu,0
2021-10-22,80-89 ans,Non-vacciné,0
2021-10-22,80-89 ans,Vacciné 1 dose,2
2021-10-22,80-89 ans,Vacciné 2 doses,10
2021-10-22,80-89 ans,Vacciné 3 doses,0
2021-10-22,90 ans et plus,Inconnu,0
2021-10-22,90 ans et plus,Non-vacciné,0
2021-10-22,90 ans et plus,Vacciné 1 dose,0
2021-10-22,90 ans et plus,Vacciné 2 doses,3
2021-10-22,90 ans et plus,Vacciné 3 doses,0
2021-10-22,Inconnu,Inconnu,0
2021-10-22,Inconnu,Non-vacciné,0
2021-10-22,Inconnu,Vacciné 1 dose,0
2021-10-22,Inconnu,Vacciné 2 doses,0
2021-10-22,Inconnu,Vacciné 3 doses,0
2021-10-23,0-9 ans,0 à 4 ans,25
2021-10-23,0-9 ans,Inconnu,1
2021-10-23,0-9 ans,Non-vacciné,65
2021-10-23,0-9 ans,Vacciné 1 dose,0
2021-10-23,0-9 ans,Vacciné 2 doses,0
2021-10-23,0-9 ans,Vacciné 3 doses,0
2021-10-23,10-19 ans,Inconnu,3
2021-10-23,10-19 ans,Non-vacciné,70
2021-10-23,10-19 ans,Vacciné 1 dose,4
2021-10-23,10-19 ans,Vacciné 2 doses,8
2021-10-23,10-19 ans,Vacciné 3 doses,0
2021-10-23,20-29 ans,Inconnu,1
2021-10-23,20-29 ans,Non-vacciné,14
2021-10-23,20-29 ans,Vacciné 1 dose,1
2021-10-23,20-29 ans,Vacciné 2 doses,16
2021-10-23,20-29 ans,Vacciné 3 doses,0
2021-10-23,30-39 ans,Inconnu,5
2021-10-23,30-39 ans,Non-vacciné,32
2021-10-23,30-39 ans,Vacciné 1 dose,2
2021-10-23,30-39 ans,Vacciné 2 doses,26
2021-10-23,30-39 ans,Vacciné 3 doses,0
2021-10-23,40-49 ans,Inconnu,0
2021-10-23,40-49 ans,Non-vacciné,21
2021-10-23,40-49 ans,Vacciné 1 dose,0
2021-10-23,40-49 ans,Vacciné 2 doses,30
2021-10-23,40-49 ans,Vacciné 3 doses,1
2021-10-23,50-59 ans,Inconnu,1
2021-10-23,50-59 ans,Non-vacciné,8
2021-10-23,50-59 ans,Vacciné 1 dose,0
2021-10-23,50-59 ans,Vacciné 2 doses,14
2021-10-23,50-59 ans,Vacciné 3 doses,0
2021-10-23,60-69 ans,Inconnu,0
2021-10-23,60-69 ans,Non-vacciné,5
2021-10-23,60-69 ans,Vacciné 1 dose,0
2021-10-23,60-69 ans,Vacciné 2 doses,11
2021-10-23,60-69 ans,Vacciné 3 doses,0
2021-10-23,70-79 ans,Inconnu,3
2021-10-23,70-79 ans,Non-vacciné,0
2021-10-23,70-79 ans,Vacciné 1 dose,0
2021-10-23,70-79 ans,Vacciné 2 doses,10
2021-10-23,70-79 ans,Vacciné 3 doses,0
2021-10-23,80-89 ans,Inconnu,1
2021-10-23,80-89 ans,Non-vacciné,1
2021-10-23,80-89 ans,Vacciné 1 dose,0
2021-10-23,80-89 ans,Vacciné 2 doses,9
2021-10-23,80-89 ans,Vacciné 3 doses,0
2021-10-23,90 ans et plus,Inconnu,0
2021-10-23,90 ans et plus,Non-vacciné,2
2021-10-23,90 ans et plus,Vacciné 1 dose,0
2021-10-23,90 ans et plus,Vacciné 2 doses,3
2021-10-23,90 ans et plus,Vacciné 3 doses,0
2021-10-23,Inconnu,Inconnu,0
2021-10-23,Inconnu,Non-vacciné,0
2021-10-23,Inconnu,Vacciné 1 dose,0
2021-10-23,Inconnu,Vacciné 2 doses,0
2021-10-23,Inconnu,Vacciné 3 doses,0
2021-10-24,0-9 ans,0 à 4 ans,26
2021-10-24,0-9 ans,Inconnu,3
2021-10-24,0-9 ans,Non-vacciné,46
2021-10-24,0-9 ans,Vacciné 1 dose,0
2021-10-24,0-9 ans,Vacciné 2 doses,0
2021-10-24,0-9 ans,Vacciné 3 doses,0
2021-10-24,10-19 ans,Inconnu,1
2021-10-24,10-19 ans,Non-vacciné,43
2021-10-24,10-19 ans,Vacciné 1 dose,2
2021-10-24,10-19 ans,Vacciné 2 doses,4
2021-10-24,10-19 ans,Vacciné 3 doses,0
2021-10-24,20-29 ans,Inconnu,2
2021-10-24,20-29 ans,Non-vacciné,16
2021-10-24,20-29 ans,Vacciné 1 dose,0
2021-10-24,20-29 ans,Vacciné 2 doses,15
2021-10-24,20-29 ans,Vacciné 3 doses,0
2021-10-24,30-39 ans,Inconnu,2
2021-10-24,30-39 ans,Non-vacciné,12
2021-10-24,30-39 ans,Vacciné 1 dose,1
2021-10-24,30-39 ans,Vacciné 2 doses,27
2021-10-24,30-39 ans,Vacciné 3 doses,0
2021-10-24,40-49 ans,Inconnu,1
2021-10-24,40-49 ans,Non-vacciné,16
2021-10-24,40-49 ans,Vacciné 1 dose,2
2021-10-24,40-49 ans,Vacciné 2 doses,26
2021-10-24,40-49 ans,Vacciné 3 doses,0
2021-10-24,50-59 ans,Inconnu,0
2021-10-24,50-59 ans,Non-vacciné,4
2021-10-24,50-59 ans,Vacciné 1 dose,1
2021-10-24,50-59 ans,Vacciné 2 doses,13
2021-10-24,50-59 ans,Vacciné 3 doses,1
2021-10-24,60-69 ans,Inconnu,1
2021-10-24,60-69 ans,Non-vacciné,5
2021-10-24,60-69 ans,Vacciné 1 dose,0
2021-10-24,60-69 ans,Vacciné 2 doses,19
2021-10-24,60-69 ans,Vacciné 3 doses,2
2021-10-24,70-79 ans,Inconnu,0
2021-10-24,70-79 ans,Non-vacciné,2
2021-10-24,70-79 ans,Vacciné 1 dose,0
2021-10-24,70-79 ans,Vacciné 2 doses,15
2021-10-24,70-79 ans,Vacciné 3 doses,0
2021-10-24,80-89 ans,Inconnu,1
2021-10-24,80-89 ans,Non-vacciné,0
2021-10-24,80-89 ans,Vacciné 1 dose,0
2021-10-24,80-89 ans,Vacciné 2 doses,7
2021-10-24,80-89 ans,Vacciné 3 doses,0
2021-10-24,90 ans et plus,Inconnu,0
2021-10-24,90 ans et plus,Non-vacciné,0
2021-10-24,90 ans et plus,Vacciné 1 dose,0
2021-10-24,90 ans et plus,Vacciné 2 doses,2
2021-10-24,90 ans et plus,Vacciné 3 doses,0
2021-10-24,Inconnu,Inconnu,0
2021-10-24,Inconnu,Non-vacciné,0
2021-10-24,Inconnu,Vacciné 1 dose,0
2021-10-24,Inconnu,Vacciné 2 doses,0
2021-10-24,Inconnu,Vacciné 3 doses,0
2021-10-25,0-9 ans,0 à 4 ans,21
2021-10-25,0-9 ans,Inconnu,1
2021-10-25,0-9 ans,Non-vacciné,53
2021-10-25,0-9 ans,Vacciné 1 dose,0
2021-10-25,0-9 ans,Vacciné 2 doses,0
2021-10-25,0-9 ans,Vacciné 3 doses,0
2021-10-25,10-19 ans,Inconnu,5
2021-10-25,10-19 ans,Non-vacciné,73
2021-10-25,10-19 ans,Vacciné 1 dose,2
2021-10-25,10-19 ans,Vacciné 2 doses,1
2021-10-25,10-19 ans,Vacciné 3 doses,0
2021-10-25,20-29 ans,Inconnu,2
2021-10-25,20-29 ans,Non-vacciné,14
2021-10-25,20-29 ans,Vacciné 1 dose,4
2021-10-25,20-29 ans,Vacciné 2 doses,8
2021-10-25,20-29 ans,Vacciné 3 doses,0
2021-10-25,30-39 ans,Inconnu,1
2021-10-25,30-39 ans,Non-vacciné,28
2021-10-25,30-39 ans,Vacciné 1 dose,3
2021-10-25,30-39 ans,Vacciné 2 doses,26
2021-10-25,30-39 ans,Vacciné 3 doses,0
2021-10-25,40-49 ans,Inconnu,2
2021-10-25,40-49 ans,Non-vacciné,22
2021-10-25,40-49 ans,Vacciné 1 dose,3
2021-10-25,40-49 ans,Vacciné 2 doses,40
2021-10-25,40-49 ans,Vacciné 3 doses,0
2021-10-25,50-59 ans,Inconnu,2
2021-10-25,50-59 ans,Non-vacciné,10
2021-10-25,50-59 ans,Vacciné 1 dose,0
2021-10-25,50-59 ans,Vacciné 2 doses,15
2021-10-25,50-59 ans,Vacciné 3 doses,0
2021-10-25,60-69 ans,Inconnu,0
2021-10-25,60-69 ans,Non-vacciné,5
2021-10-25,60-69 ans,Vacciné 1 dose,0
2021-10-25,60-69 ans,Vacciné 2 doses,18
2021-10-25,60-69 ans,Vacciné 3 doses,0
2021-10-25,70-79 ans,Inconnu,0
2021-10-25,70-79 ans,Non-vacciné,7
2021-10-25,70-79 ans,Vacciné 1 dose,0
2021-10-25,70-79 ans,Vacciné 2 doses,15
2021-10-25,70-79 ans,Vacciné 3 doses,2
2021-10-25,80-89 ans,Inconnu,0
2021-10-25,80-89 ans,Non-vacciné,0
2021-10-25,80-89 ans,Vacciné 1 dose,0
2021-10-25,80-89 ans,Vacciné 2 doses,13
2021-10-25,80-89 ans,Vacciné 3 doses,0
2021-10-25,90 ans et plus,Inconnu,0
2021-10-25,90 ans et plus,Non-vacciné,1
2021-10-25,90 ans et plus,Vacciné 1 dose,0
2021-10-25,90 ans et plus,Vacciné 2 doses,5
2021-10-25,90 ans et plus,Vacciné 3 doses,0
2021-10-25,Inconnu,Inconnu,0
2021-10-25,Inconnu,Non-vacciné,0
2021-10-25,Inconnu,Vacciné 1 dose,0
2021-10-25,Inconnu,Vacciné 2 doses,0
2021-10-25,Inconnu,Vacciné 3 doses,0
2021-10-26,0-9 ans,0 à 4 ans,24
2021-10-26,0-9 ans,Inconnu,1
2021-10-26,0-9 ans,Non-vacciné,69
2021-10-26,0-9 ans,Vacciné 1 dose,0
2021-10-26,0-9 ans,Vacciné 2 doses,0
2021-10-26,0-9 ans,Vacciné 3 doses,0
2021-10-26,10-19 ans,Inconnu,0
2021-10-26,10-19 ans,Non-vacciné,63
2021-10-26,10-19 ans,Vacciné 1 dose,4
2021-10-26,10-19 ans,Vacciné 2 doses,8
2021-10-26,10-19 ans,Vacciné 3 doses,0
2021-10-26,20-29 ans,Inconnu,2
2021-10-26,20-29 ans,Non-vacciné,22
2021-10-26,20-29 ans,Vacciné 1 dose,1
2021-10-26,20-29 ans,Vacciné 2 doses,12
2021-10-26,20-29 ans,Vacciné 3 doses,0
2021-10-26,30-39 ans,Inconnu,1
2021-10-26,30-39 ans,Non-vacciné,30
2021-10-26,30-39 ans,Vacciné 1 dose,5
2021-10-26,30-39 ans,Vacciné 2 doses,35
2021-10-26,30-39 ans,Vacciné 3 doses,0
2021-10-26,40-49 ans,Inconnu,3
2021-10-26,40-49 ans,Non-vacciné,27
2021-10-26,40-49 ans,Vacciné 1 dose,5
2021-10-26,40-49 ans,Vacciné 2 doses,30
2021-10-26,40-49 ans,Vacciné 3 doses,2
2021-10-26,50-59 ans,Inconnu,1
2021-10-26,50-59 ans,Non-vacciné,10
2021-10-26,50-59 ans,Vacciné 1 dose,3
2021-10-26,50-59 ans,Vacciné 2 doses,31
2021-10-26,50-59 ans,Vacciné 3 doses,0
2021-10-26,60-69 ans,Inconnu,2
2021-10-26,60-69 ans,Non-vacciné,3
2021-10-26,60-69 ans,Vacciné 1 dose,2
2021-10-26,60-69 ans,Vacciné 2 doses,17
2021-10-26,60-69 ans,Vacciné 3 doses,1
2021-10-26,70-79 ans,Inconnu,0
2021-10-26,70-79 ans,Non-vacciné,0
2021-10-26,70-79 ans,Vacciné 1 dose,0
2021-10-26,70-79 ans,Vacciné 2 doses,13
2021-10-26,70-79 ans,Vacciné 3 doses,0
2021-10-26,80-89 ans,Inconnu,0
2021-10-26,80-89 ans,Non-vacciné,0
2021-10-26,80-89 ans,Vacciné 1 dose,1
2021-10-26,80-89 ans,Vacciné 2 doses,14
2021-10-26,80-89 ans,Vacciné 3 doses,0
2021-10-26,90 ans et plus,Inconnu,0
2021-10-26,90 ans et plus,Non-vacciné,0
2021-10-26,90 ans et plus,Vacciné 1 dose,0
2021-10-26,90 ans et plus,Vacciné 2 doses,4
2021-10-26,90 ans et plus,Vacciné 3 doses,0
2021-10-26,Inconnu,Inconnu,0
2021-10-26,Inconnu,Non-vacciné,0
2021-10-26,Inconnu,Vacciné 1 dose,0
2021-10-26,Inconnu,Vacciné 2 doses,0
2021-10-26,Inconnu,Vacciné 3 doses,0
2021-10-27,0-9 ans,0 à 4 ans,20
2021-10-27,0-9 ans,Inconnu,2
2021-10-27,0-9 ans,Non-vacciné,67
2021-10-27,0-9 ans,Vacciné 1 dose,0
2021-10-27,0-9 ans,Vacciné 2 doses,0
2021-10-27,0-9 ans,Vacciné 3 doses,0
2021-10-27,10-19 ans,Inconnu,2
2021-10-27,10-19 ans,Non-vacciné,81
2021-10-27,10-19 ans,Vacciné 1 dose,3
2021-10-27,10-19 ans,Vacciné 2 doses,7
2021-10-27,10-19 ans,Vacciné 3 doses,0
2021-10-27,20-29 ans,Inconnu,6
2021-10-27,20-29 ans,Non-vacciné,23
2021-10-27,20-29 ans,Vacciné 1 dose,7
2021-10-27,20-29 ans,Vacciné 2 doses,17
2021-10-27,20-29 ans,Vacciné 3 doses,0
2021-10-27,30-39 ans,Inconnu,3
2021-10-27,30-39 ans,Non-vacciné,17
2021-10-27,30-39 ans,Vacciné 1 dose,4
2021-10-27,30-39 ans,Vacciné 2 doses,41
2021-10-27,30-39 ans,Vacciné 3 doses,0
2021-10-27,40-49 ans,Inconnu,3
2021-10-27,40-49 ans,Non-vacciné,30
2021-10-27,40-49 ans,Vacciné 1 dose,4
2021-10-27,40-49 ans,Vacciné 2 doses,40
2021-10-27,40-49 ans,Vacciné 3 doses,0
2021-10-27,50-59 ans,Inconnu,1
2021-10-27,50-59 ans,Non-vacciné,12
2021-10-27,50-59 ans,Vacciné 1 dose,1
2021-10-27,50-59 ans,Vacciné 2 doses,14
2021-10-27,50-59 ans,Vacciné 3 doses,0
2021-10-27,60-69 ans,Inconnu,2
2021-10-27,60-69 ans,Non-vacciné,9
2021-10-27,60-69 ans,Vacciné 1 dose,4
2021-10-27,60-69 ans,Vacciné 2 doses,15
2021-10-27,60-69 ans,Vacciné 3 doses,0
2021-10-27,70-79 ans,Inconnu,2
2021-10-27,70-79 ans,Non-vacciné,3
2021-10-27,70-79 ans,Vacciné 1 dose,0
2021-10-27,70-79 ans,Vacciné 2 doses,11
2021-10-27,70-79 ans,Vacciné 3 doses,0
2021-10-27,80-89 ans,Inconnu,0
2021-10-27,80-89 ans,Non-vacciné,1
2021-10-27,80-89 ans,Vacciné 1 dose,0
2021-10-27,80-89 ans,Vacciné 2 doses,7
2021-10-27,80-89 ans,Vacciné 3 doses,0
2021-10-27,90 ans et plus,Inconnu,0
2021-10-27,90 ans et plus,Non-vacciné,0
2021-10-27,90 ans et plus,Vacciné 1 dose,1
2021-10-27,90 ans et plus,Vacciné 2 doses,2
2021-10-27,90 ans et plus,Vacciné 3 doses,0
2021-10-27,Inconnu,Inconnu,0
2021-10-27,Inconnu,Non-vacciné,0
2021-10-27,Inconnu,Vacciné 1 dose,0
2021-10-27,Inconnu,Vacciné 2 doses,0
2021-10-27,Inconnu,Vacciné 3 doses,0
2021-10-28,0-9 ans,0 à 4 ans,49
2021-10-28,0-9 ans,Inconnu,1
2021-10-28,0-9 ans,Non-vacciné,91
2021-10-28,0-9 ans,Vacciné 1 dose,0
2021-10-28,0-9 ans,Vacciné 2 doses,0
2021-10-28,0-9 ans,Vacciné 3 doses,0
2021-10-28,10-19 ans,Inconnu,1
