Date,GrAge_Declaration,Statut_Vaccinal,Nb_Nvx_Cas
2021-08-23,0-9 ans,Vacciné 1 dose,0
2021-08-23,0-9 ans,Vacciné 2 doses,0
2021-08-23,10-19 ans,Non-vacciné,46
2021-08-23,10-19 ans,Vacciné 1 dose,11
2021-08-23,10-19 ans,Vacciné 2 doses,10
2021-08-23,20-29 ans,Non-vacciné,62
2021-08-23,20-29 ans,Vacciné 1 dose,28
2021-08-23,20-29 ans,Vacciné 2 doses,13
2021-08-23,30-39 ans,Non-vacciné,40
2021-08-23,30-39 ans,Vacciné 1 dose,18
2021-08-23,30-39 ans,Vacciné 2 doses,16
2021-08-23,40-49 ans,Non-vacciné,23
2021-08-23,40-49 ans,Vacciné 1 dose,5
2021-08-23,40-49 ans,Vacciné 2 doses,6
2021-08-23,50-59 ans,Non-vacciné,20
2021-08-23,50-59 ans,Vacciné 1 dose,8
2021-08-23,50-59 ans,Vacciné 2 doses,10
2021-08-23,60-69 ans,Non-vacciné,3
2021-08-23,60-69 ans,Vacciné 1 dose,2
2021-08-23,60-69 ans,Vacciné 2 doses,6
2021-08-23,70-79 ans,Non-vacciné,0
2021-08-23,70-79 ans,Vacciné 1 dose,1
2021-08-23,70-79 ans,Vacciné 2 doses,5
2021-08-23,80-89 ans,Non-vacciné,0
2021-08-23,80-89 ans,Vacciné 1 dose,2
2021-08-23,80-89 ans,Vacciné 2 doses,1
2021-08-23,90 ans et plus,Non-vacciné,0
2021-08-23,90 ans et plus,Vacciné 1 dose,0
2021-08-23,90 ans et plus,Vacciné 2 doses,0
2021-08-23,Inconnu,Non-vacciné,0
2021-08-23,Inconnu,Vacciné 1 dose,0
2021-08-23,Inconnu,Vacciné 2 doses,0
2021-08-24,0-9 ans,Non-vacciné,61
2021-08-24,0-9 ans,Vacciné 1 dose,0
2021-08-24,0-9 ans,Vacciné 2 doses,0
2021-08-24,10-19 ans,Non-vacciné,70
2021-08-24,10-19 ans,Vacciné 1 dose,12
2021-08-24,10-19 ans,Vacciné 2 doses,7
2021-08-24,20-29 ans,Non-vacciné,105
2021-08-24,20-29 ans,Vacciné 1 dose,24
2021-08-24,20-29 ans,Vacciné 2 doses,20
2021-08-24,30-39 ans,Non-vacciné,58
2021-08-24,30-39 ans,Vacciné 1 dose,12
2021-08-24,30-39 ans,Vacciné 2 doses,15
2021-08-24,40-49 ans,Non-vacciné,39
2021-08-24,40-49 ans,Vacciné 1 dose,9
2021-08-24,40-49 ans,Vacciné 2 doses,21
2021-08-24,50-59 ans,Non-vacciné,20
2021-08-24,50-59 ans,Vacciné 1 dose,0
2021-08-24,50-59 ans,Vacciné 2 doses,15
2021-08-24,60-69 ans,Non-vacciné,9
2021-08-24,60-69 ans,Vacciné 1 dose,0
2021-08-24,60-69 ans,Vacciné 2 doses,11
2021-08-24,70-79 ans,Non-vacciné,4
2021-08-24,70-79 ans,Vacciné 1 dose,1
2021-08-24,70-79 ans,Vacciné 2 doses,6
2021-08-24,80-89 ans,Non-vacciné,1
2021-08-24,80-89 ans,Vacciné 1 dose,0
2021-08-24,80-89 ans,Vacciné 2 doses,1
2021-08-24,90 ans et plus,Non-vacciné,0
2021-08-24,90 ans et plus,Vacciné 1 dose,0
2021-08-24,90 ans et plus,Vacciné 2 doses,0
2021-08-24,Inconnu,Non-vacciné,0
2021-08-24,Inconnu,Vacciné 1 dose,0
2021-08-24,Inconnu,Vacciné 2 doses,0
2021-08-25,0-9 ans,Non-vacciné,78
2021-08-25,0-9 ans,Vacciné 1 dose,0
2021-08-25,0-9 ans,Vacciné 2 doses,0
2021-08-25,10-19 ans,Non-vacciné,74
2021-08-25,10-19 ans,Vacciné 1 dose,23
2021-08-25,10-19 ans,Vacciné 2 doses,6
2021-08-25,20-29 ans,Non-vacciné,102
2021-08-25,20-29 ans,Vacciné 1 dose,29
2021-08-25,20-29 ans,Vacciné 2 doses,22
2021-08-25,30-39 ans,Non-vacciné,57
2021-08-25,30-39 ans,Vacciné 1 dose,21
2021-08-25,30-39 ans,Vacciné 2 doses,22
2021-08-25,40-49 ans,Non-vacciné,42
2021-08-25,40-49 ans,Vacciné 1 dose,17
2021-08-25,40-49 ans,Vacciné 2 doses,19
2021-08-25,50-59 ans,Non-vacciné,26
2021-08-25,50-59 ans,Vacciné 1 dose,2
2021-08-25,50-59 ans,Vacciné 2 doses,17
2021-08-25,60-69 ans,Non-vacciné,5
2021-08-25,60-69 ans,Vacciné 1 dose,1
2021-08-25,60-69 ans,Vacciné 2 doses,10
2021-08-25,70-79 ans,Non-vacciné,2
2021-08-25,70-79 ans,Vacciné 1 dose,0
2021-08-25,70-79 ans,Vacciné 2 doses,5
2021-08-25,80-89 ans,Non-vacciné,4
2021-08-25,80-89 ans,Vacciné 1 dose,1
2021-08-25,80-89 ans,Vacciné 2 doses,1
2021-08-25,90 ans et plus,Non-vacciné,2
2021-08-25,90 ans et plus,Vacciné 1 dose,0
2021-08-25,90 ans et plus,Vacciné 2 doses,2
2021-08-25,Inconnu,Non-vacciné,0
2021-08-25,Inconnu,Vacciné 1 dose,0
2021-08-25,Inconnu,Vacciné 2 doses,0
2021-08-26,0-9 ans,Non-vacciné,85
2021-08-26,0-9 ans,Vacciné 1 dose,0
2021-08-26,0-9 ans,Vacciné 2 doses,0
2021-08-26,10-19 ans,Non-vacciné,61
2021-08-26,10-19 ans,Vacciné 1 dose,10
2021-08-26,10-19 ans,Vacciné 2 doses,12
2021-08-26,20-29 ans,Non-vacciné,97
2021-08-26,20-29 ans,Vacciné 1 dose,43
2021-08-26,20-29 ans,Vacciné 2 doses,27
2021-08-26,30-39 ans,Non-vacciné,75
2021-08-26,30-39 ans,Vacciné 1 dose,24
2021-08-26,30-39 ans,Vacciné 2 doses,15
2021-08-26,40-49 ans,Non-vacciné,52
2021-08-26,40-49 ans,Vacciné 1 dose,6
2021-08-26,40-49 ans,Vacciné 2 doses,18
2021-08-26,50-59 ans,Non-vacciné,19
2021-08-26,50-59 ans,Vacciné 1 dose,7
2021-08-26,50-59 ans,Vacciné 2 doses,17
2021-08-26,60-69 ans,Non-vacciné,7
2021-08-26,60-69 ans,Vacciné 1 dose,4
2021-08-26,60-69 ans,Vacciné 2 doses,6
2021-08-26,70-79 ans,Non-vacciné,2
2021-08-26,70-79 ans,Vacciné 1 dose,2
2021-08-26,70-79 ans,Vacciné 2 doses,5
2021-08-26,80-89 ans,Non-vacciné,5
2021-08-26,80-89 ans,Vacciné 1 dose,0
2021-08-26,80-89 ans,Vacciné 2 doses,3
2021-08-26,90 ans et plus,Non-vacciné,0
2021-08-26,90 ans et plus,Vacciné 1 dose,0
2021-08-26,90 ans et plus,Vacciné 2 doses,1
2021-08-26,Inconnu,Non-vacciné,0
2021-08-26,Inconnu,Vacciné 1 dose,0
2021-08-26,Inconnu,Vacciné 2 doses,0
2021-08-27,0-9 ans,Non-vacciné,87
2021-08-27,0-9 ans,Vacciné 1 dose,0
2021-08-27,0-9 ans,Vacciné 2 doses,0
2021-08-27,10-19 ans,Non-vacciné,46
2021-08-27,10-19 ans,Vacciné 1 dose,12
2021-08-27,10-19 ans,Vacciné 2 doses,3
2021-08-27,20-29 ans,Non-vacciné,78
2021-08-27,20-29 ans,Vacciné 1 dose,27
2021-08-27,20-29 ans,Vacciné 2 doses,14
2021-08-27,30-39 ans,Non-vacciné,72
2021-08-27,30-39 ans,Vacciné 1 dose,14
2021-08-27,30-39 ans,Vacciné 2 doses,12
2021-08-27,40-49 ans,Non-vacciné,38
2021-08-27,40-49 ans,Vacciné 1 dose,8
2021-08-27,40-49 ans,Vacciné 2 doses,15
2021-08-27,50-59 ans,Non-vacciné,22
2021-08-27,50-59 ans,Vacciné 1 dose,9
2021-08-27,50-59 ans,Vacciné 2 doses,15
2021-08-27,60-69 ans,Non-vacciné,6
2021-08-27,60-69 ans,Vacciné 1 dose,1
2021-08-27,60-69 ans,Vacciné 2 doses,4
2021-08-27,70-79 ans,Non-vacciné,3
2021-08-27,70-79 ans,Vacciné 1 dose,0
2021-08-27,70-79 ans,Vacciné 2 doses,1
2021-08-27,80-89 ans,Non-vacciné,0
2021-08-27,80-89 ans,Vacciné 1 dose,0
2021-08-27,80-89 ans,Vacciné 2 doses,5
2021-08-27,90 ans et plus,Non-vacciné,0
2021-08-27,90 ans et plus,Vacciné 1 dose,0
2021-08-27,90 ans et plus,Vacciné 2 doses,0
2021-08-27,Inconnu,Non-vacciné,0
2021-08-27,Inconnu,Vacciné 1 dose,0
2021-08-27,Inconnu,Vacciné 2 doses,0
2021-08-28,0-9 ans,Non-vacciné,72
2021-08-28,0-9 ans,Vacciné 1 dose,0
2021-08-28,0-9 ans,Vacciné 2 doses,0
2021-08-28,10-19 ans,Non-vacciné,66
2021-08-28,10-19 ans,Vacciné 1 dose,16
2021-08-28,10-19 ans,Vacciné 2 doses,5
2021-08-28,20-29 ans,Non-vacciné,70
2021-08-28,20-29 ans,Vacciné 1 dose,24
2021-08-28,20-29 ans,Vacciné 2 doses,18
2021-08-28,30-39 ans,Non-vacciné,54
2021-08-28,30-39 ans,Vacciné 1 dose,11
2021-08-28,30-39 ans,Vacciné 2 doses,16
2021-08-28,40-49 ans,Non-vacciné,37
2021-08-28,40-49 ans,Vacciné 1 dose,9
2021-08-28,40-49 ans,Vacciné 2 doses,18
2021-08-28,50-59 ans,Non-vacciné,14
2021-08-28,50-59 ans,Vacciné 1 dose,4
2021-08-28,50-59 ans,Vacciné 2 doses,12
2021-08-28,60-69 ans,Non-vacciné,10
2021-08-28,60-69 ans,Vacciné 1 dose,1
2021-08-28,60-69 ans,Vacciné 2 doses,11
2021-08-28,70-79 ans,Non-vacciné,6
2021-08-28,70-79 ans,Vacciné 1 dose,0
2021-08-28,70-79 ans,Vacciné 2 doses,11
2021-08-28,80-89 ans,Non-vacciné,2
2021-08-28,80-89 ans,Vacciné 1 dose,1
2021-08-28,80-89 ans,Vacciné 2 doses,1
2021-08-28,90 ans et plus,Non-vacciné,0
2021-08-28,90 ans et plus,Vacciné 1 dose,0
2021-08-28,90 ans et plus,Vacciné 2 doses,0
2021-08-28,Inconnu,Non-vacciné,0
2021-08-28,Inconnu,Vacciné 1 dose,0
2021-08-28,Inconnu,Vacciné 2 doses,0
2021-08-29,0-9 ans,Non-vacciné,64
2021-08-29,0-9 ans,Vacciné 1 dose,0
2021-08-29,0-9 ans,Vacciné 2 doses,0
2021-08-29,10-19 ans,Non-vacciné,48
2021-08-29,10-19 ans,Vacciné 1 dose,7
2021-08-29,10-19 ans,Vacciné 2 doses,9
2021-08-29,20-29 ans,Non-vacciné,52
2021-08-29,20-29 ans,Vacciné 1 dose,15
2021-08-29,20-29 ans,Vacciné 2 doses,16
2021-08-29,30-39 ans,Non-vacciné,39
2021-08-29,30-39 ans,Vacciné 1 dose,9
2021-08-29,30-39 ans,Vacciné 2 doses,20
2021-08-29,40-49 ans,Non-vacciné,15
2021-08-29,40-49 ans,Vacciné 1 dose,9
2021-08-29,40-49 ans,Vacciné 2 doses,20
2021-08-29,50-59 ans,Non-vacciné,13
2021-08-29,50-59 ans,Vacciné 1 dose,2
2021-08-29,50-59 ans,Vacciné 2 doses,12
2021-08-29,60-69 ans,Non-vacciné,6
2021-08-29,60-69 ans,Vacciné 1 dose,2
2021-08-29,60-69 ans,Vacciné 2 doses,8
2021-08-29,70-79 ans,Non-vacciné,2
2021-08-29,70-79 ans,Vacciné 1 dose,0
2021-08-29,70-79 ans,Vacciné 2 doses,4
2021-08-29,80-89 ans,Non-vacciné,2
2021-08-29,80-89 ans,Vacciné 1 dose,0
2021-08-29,80-89 ans,Vacciné 2 doses,6
2021-08-29,90 ans et plus,Non-vacciné,1
2021-08-29,90 ans et plus,Vacciné 1 dose,0
2021-08-29,90 ans et plus,Vacciné 2 doses,1
2021-08-29,Inconnu,Non-vacciné,0
2021-08-29,Inconnu,Vacciné 1 dose,0
2021-08-29,Inconnu,Vacciné 2 doses,0
2021-08-30,0-9 ans,Non-vacciné,88
2021-08-30,0-9 ans,Vacciné 1 dose,0
2021-08-30,0-9 ans,Vacciné 2 doses,0
2021-08-30,10-19 ans,Non-vacciné,70
2021-08-30,10-19 ans,Vacciné 1 dose,7
2021-08-30,10-19 ans,Vacciné 2 doses,2
2021-08-30,20-29 ans,Non-vacciné,77
2021-08-30,20-29 ans,Vacciné 1 dose,22
2021-08-30,20-29 ans,Vacciné 2 doses,19
2021-08-30,30-39 ans,Non-vacciné,56
2021-08-30,30-39 ans,Vacciné 1 dose,8
2021-08-30,30-39 ans,Vacciné 2 doses,19
2021-08-30,40-49 ans,Non-vacciné,42
2021-08-30,40-49 ans,Vacciné 1 dose,11
2021-08-30,40-49 ans,Vacciné 2 doses,16
2021-08-30,50-59 ans,Non-vacciné,25
2021-08-30,50-59 ans,Vacciné 1 dose,4
2021-08-30,50-59 ans,Vacciné 2 doses,20
2021-08-30,60-69 ans,Non-vacciné,8
2021-08-30,60-69 ans,Vacciné 1 dose,0
2021-08-30,60-69 ans,Vacciné 2 doses,13
2021-08-30,70-79 ans,Non-vacciné,5
2021-08-30,70-79 ans,Vacciné 1 dose,0
2021-08-30,70-79 ans,Vacciné 2 doses,7
2021-08-30,80-89 ans,Non-vacciné,0
2021-08-30,80-89 ans,Vacciné 1 dose,0
2021-08-30,80-89 ans,Vacciné 2 doses,2
2021-08-30,90 ans et plus,Non-vacciné,1
2021-08-30,90 ans et plus,Vacciné 1 dose,0
2021-08-30,90 ans et plus,Vacciné 2 doses,2
2021-08-30,Inconnu,Non-vacciné,0
2021-08-30,Inconnu,Vacciné 1 dose,0
2021-08-30,Inconnu,Vacciné 2 doses,0
2021-08-31,0-9 ans,Non-vacciné,114
2021-08-31,0-9 ans,Vacciné 1 dose,0
2021-08-31,0-9 ans,Vacciné 2 doses,0
2021-08-31,10-19 ans,Non-vacciné,89
2021-08-31,10-19 ans,Vacciné 1 dose,18
2021-08-31,10-19 ans,Vacciné 2 doses,9
2021-08-31,20-29 ans,Non-vacciné,93
2021-08-31,20-29 ans,Vacciné 1 dose,21
2021-08-31,20-29 ans,Vacciné 2 doses,29
2021-08-31,30-39 ans,Non-vacciné,79
2021-08-31,30-39 ans,Vacciné 1 dose,9
2021-08-31,30-39 ans,Vacciné 2 doses,22
2021-08-31,40-49 ans,Non-vacciné,33
2021-08-31,40-49 ans,Vacciné 1 dose,9
2021-08-31,40-49 ans,Vacciné 2 doses,27
2021-08-31,50-59 ans,Non-vacciné,25
2021-08-31,50-59 ans,Vacciné 1 dose,4
2021-08-31,50-59 ans,Vacciné 2 doses,20
2021-08-31,60-69 ans,Non-vacciné,9
2021-08-31,60-69 ans,Vacciné 1 dose,3
2021-08-31,60-69 ans,Vacciné 2 doses,11
2021-08-31,70-79 ans,Non-vacciné,2
2021-08-31,70-79 ans,Vacciné 1 dose,1
2021-08-31,70-79 ans,Vacciné 2 doses,8
2021-08-31,80-89 ans,Non-vacciné,2
2021-08-31,80-89 ans,Vacciné 1 dose,0
2021-08-31,80-89 ans,Vacciné 2 doses,4
2021-08-31,90 ans et plus,Non-vacciné,0
2021-08-31,90 ans et plus,Vacciné 1 dose,0
2021-08-31,90 ans et plus,Vacciné 2 doses,1
2021-08-31,Inconnu,Non-vacciné,0
2021-08-31,Inconnu,Vacciné 1 dose,0
2021-08-31,Inconnu,Vacciné 2 doses,0
2021-09-01,0-9 ans,Non-vacciné,104
2021-09-01,0-9 ans,Vacciné 1 dose,0
2021-09-01,0-9 ans,Vacciné 2 doses,0
2021-09-01,10-19 ans,Non-vacciné,65
2021-09-01,10-19 ans,Vacciné 1 dose,8
2021-09-01,10-19 ans,Vacciné 2 doses,7
2021-09-01,20-29 ans,Non-vacciné,146
2021-09-01,20-29 ans,Vacciné 1 dose,19
2021-09-01,20-29 ans,Vacciné 2 doses,14
2021-09-01,30-39 ans,Non-vacciné,86
2021-09-01,30-39 ans,Vacciné 1 dose,15
2021-09-01,30-39 ans,Vacciné 2 doses,25
2021-09-01,40-49 ans,Non-vacciné,55
2021-09-01,40-49 ans,Vacciné 1 dose,9
2021-09-01,40-49 ans,Vacciné 2 doses,27
2021-09-01,50-59 ans,Non-vacciné,28
2021-09-01,50-59 ans,Vacciné 1 dose,6
2021-09-01,50-59 ans,Vacciné 2 doses,20
2021-09-01,60-69 ans,Non-vacciné,16
2021-09-01,60-69 ans,Vacciné 1 dose,3
2021-09-01,60-69 ans,Vacciné 2 doses,14
2021-09-01,70-79 ans,Non-vacciné,2
2021-09-01,70-79 ans,Vacciné 1 dose,0
2021-09-01,70-79 ans,Vacciné 2 doses,9
2021-09-01,80-89 ans,Non-vacciné,1
2021-09-01,80-89 ans,Vacciné 1 dose,0
2021-09-01,80-89 ans,Vacciné 2 doses,9
2021-09-01,90 ans et plus,Non-vacciné,1
2021-09-01,90 ans et plus,Vacciné 1 dose,0
2021-09-01,90 ans et plus,Vacciné 2 doses,2
2021-09-01,Inconnu,Non-vacciné,0
2021-09-01,Inconnu,Vacciné 1 dose,0
2021-09-01,Inconnu,Vacciné 2 doses,0
2021-09-02,0-9 ans,Non-vacciné,107
2021-09-02,0-9 ans,Vacciné 1 dose,0
2021-09-02,0-9 ans,Vacciné 2 doses,0
2021-09-02,10-19 ans,Non-vacciné,77
2021-09-02,10-19 ans,Vacciné 1 dose,16
2021-09-02,10-19 ans,Vacciné 2 doses,11
2021-09-02,20-29 ans,Non-vacciné,123
2021-09-02,20-29 ans,Vacciné 1 dose,30
2021-09-02,20-29 ans,Vacciné 2 doses,32
2021-09-02,30-39 ans,Non-vacciné,83
2021-09-02,30-39 ans,Vacciné 1 dose,22
2021-09-02,30-39 ans,Vacciné 2 doses,29
2021-09-02,40-49 ans,Non-vacciné,49
2021-09-02,40-49 ans,Vacciné 1 dose,14
2021-09-02,40-49 ans,Vacciné 2 doses,23
2021-09-02,50-59 ans,Non-vacciné,28
2021-09-02,50-59 ans,Vacciné 1 dose,4
2021-09-02,50-59 ans,Vacciné 2 doses,15
2021-09-02,60-69 ans,Non-vacciné,8
2021-09-02,60-69 ans,Vacciné 1 dose,2
2021-09-02,60-69 ans,Vacciné 2 doses,20
2021-09-02,70-79 ans,Non-vacciné,8
2021-09-02,70-79 ans,Vacciné 1 dose,1
2021-09-02,70-79 ans,Vacciné 2 doses,10
2021-09-02,80-89 ans,Non-vacciné,1
2021-09-02,80-89 ans,Vacciné 1 dose,0
2021-09-02,80-89 ans,Vacciné 2 doses,2
2021-09-02,90 ans et plus,Non-vacciné,0
2021-09-02,90 ans et plus,Vacciné 1 dose,0
2021-09-02,90 ans et plus,Vacciné 2 doses,0
2021-09-02,Inconnu,Non-vacciné,0
2021-09-02,Inconnu,Vacciné 1 dose,0
2021-09-02,Inconnu,Vacciné 2 doses,0
2021-09-03,0-9 ans,Non-vacciné,98
2021-09-03,0-9 ans,Vacciné 1 dose,0
2021-09-03,0-9 ans,Vacciné 2 doses,0
2021-09-03,10-19 ans,Non-vacciné,53
2021-09-03,10-19 ans,Vacciné 1 dose,12
2021-09-03,10-19 ans,Vacciné 2 doses,11
2021-09-03,20-29 ans,Non-vacciné,87
2021-09-03,20-29 ans,Vacciné 1 dose,31
2021-09-03,20-29 ans,Vacciné 2 doses,26
2021-09-03,30-39 ans,Non-vacciné,84
2021-09-03,30-39 ans,Vacciné 1 dose,12
2021-09-03,30-39 ans,Vacciné 2 doses,25
2021-09-03,40-49 ans,Non-vacciné,43
2021-09-03,40-49 ans,Vacciné 1 dose,12
2021-09-03,40-49 ans,Vacciné 2 doses,29
2021-09-03,50-59 ans,Non-vacciné,24
2021-09-03,50-59 ans,Vacciné 1 dose,4
2021-09-03,50-59 ans,Vacciné 2 doses,30
2021-09-03,60-69 ans,Non-vacciné,11
2021-09-03,60-69 ans,Vacciné 1 dose,1
2021-09-03,60-69 ans,Vacciné 2 doses,14
2021-09-03,70-79 ans,Non-vacciné,5
2021-09-03,70-79 ans,Vacciné 1 dose,0
2021-09-03,70-79 ans,Vacciné 2 doses,6
2021-09-03,80-89 ans,Non-vacciné,1
2021-09-03,80-89 ans,Vacciné 1 dose,0
2021-09-03,80-89 ans,Vacciné 2 doses,3
2021-09-03,90 ans et plus,Non-vacciné,0
2021-09-03,90 ans et plus,Vacciné 1 dose,1
2021-09-03,90 ans et plus,Vacciné 2 doses,0
2021-09-03,Inconnu,Non-vacciné,0
2021-09-03,Inconnu,Vacciné 1 dose,0
2021-09-03,Inconnu,Vacciné 2 doses,0
2021-09-04,0-9 ans,Non-vacciné,127
2021-09-04,0-9 ans,Vacciné 1 dose,0
2021-09-04,0-9 ans,Vacciné 2 doses,0
2021-09-04,10-19 ans,Non-vacciné,64
2021-09-04,10-19 ans,Vacciné 1 dose,10
2021-09-04,10-19 ans,Vacciné 2 doses,9
2021-09-04,20-29 ans,Non-vacciné,98
2021-09-04,20-29 ans,Vacciné 1 dose,16
2021-09-04,20-29 ans,Vacciné 2 doses,29
2021-09-04,30-39 ans,Non-vacciné,62
2021-09-04,30-39 ans,Vacciné 1 dose,15
2021-09-04,30-39 ans,Vacciné 2 doses,19
2021-09-04,40-49 ans,Non-vacciné,39
2021-09-04,40-49 ans,Vacciné 1 dose,8
2021-09-04,40-49 ans,Vacciné 2 doses,18
2021-09-04,50-59 ans,Non-vacciné,27
2021-09-04,50-59 ans,Vacciné 1 dose,3
2021-09-04,50-59 ans,Vacciné 2 doses,22
2021-09-04,60-69 ans,Non-vacciné,12
2021-09-04,60-69 ans,Vacciné 1 dose,4
2021-09-04,60-69 ans,Vacciné 2 doses,13
2021-09-04,70-79 ans,Non-vacciné,6
2021-09-04,70-79 ans,Vacciné 1 dose,0
2021-09-04,70-79 ans,Vacciné 2 doses,4
2021-09-04,80-89 ans,Non-vacciné,2
2021-09-04,80-89 ans,Vacciné 1 dose,0
2021-09-04,80-89 ans,Vacciné 2 doses,7
2021-09-04,90 ans et plus,Non-vacciné,1
2021-09-04,90 ans et plus,Vacciné 1 dose,0
2021-09-04,90 ans et plus,Vacciné 2 doses,0
2021-09-04,Inconnu,Non-vacciné,0
2021-09-04,Inconnu,Vacciné 1 dose,0
2021-09-04,Inconnu,Vacciné 2 doses,0
2021-09-05,0-9 ans,Non-vacciné,83
2021-09-05,0-9 ans,Vacciné 1 dose,0
2021-09-05,0-9 ans,Vacciné 2 doses,0
2021-09-05,10-19 ans,Non-vacciné,69
2021-09-05,10-19 ans,Vacciné 1 dose,9
2021-09-05,10-19 ans,Vacciné 2 doses,5
2021-09-05,20-29 ans,Non-vacciné,61
2021-09-05,20-29 ans,Vacciné 1 dose,16
2021-09-05,20-29 ans,Vacciné 2 doses,13
2021-09-05,30-39 ans,Non-vacciné,43
2021-09-05,30-39 ans,Vacciné 1 dose,12
2021-09-05,30-39 ans,Vacciné 2 doses,23
2021-09-05,40-49 ans,Non-vacciné,27
2021-09-05,40-49 ans,Vacciné 1 dose,6
2021-09-05,40-49 ans,Vacciné 2 doses,23
2021-09-05,50-59 ans,Non-vacciné,22
2021-09-05,50-59 ans,Vacciné 1 dose,5
2021-09-05,50-59 ans,Vacciné 2 doses,19
2021-09-05,60-69 ans,Non-vacciné,11
2021-09-05,60-69 ans,Vacciné 1 dose,2
2021-09-05,60-69 ans,Vacciné 2 doses,14
2021-09-05,70-79 ans,Non-vacciné,2
2021-09-05,70-79 ans,Vacciné 1 dose,0
2021-09-05,70-79 ans,Vacciné 2 doses,7
2021-09-05,80-89 ans,Non-vacciné,1
2021-09-05,80-89 ans,Vacciné 1 dose,0
2021-09-05,80-89 ans,Vacciné 2 doses,1
2021-09-05,90 ans et plus,Non-vacciné,0
2021-09-05,90 ans et plus,Vacciné 1 dose,0
2021-09-05,90 ans et plus,Vacciné 2 doses,1
2021-09-05,Inconnu,Non-vacciné,0
2021-09-05,Inconnu,Vacciné 1 dose,0
2021-09-05,Inconnu,Vacciné 2 doses,0
2021-09-06,0-9 ans,Non-vacciné,101
2021-09-06,0-9 ans,Vacciné 1 dose,0
2021-09-06,0-9 ans,Vacciné 2 doses,0
2021-09-06,10-19 ans,Non-vacciné,54
2021-09-06,10-19 ans,Vacciné 1 dose,6
2021-09-06,10-19 ans,Vacciné 2 doses,6
2021-09-06,20-29 ans,Non-vacciné,81
2021-09-06,20-29 ans,Vacciné 1 dose,21
2021-09-06,20-29 ans,Vacciné 2 doses,16
2021-09-06,30-39 ans,Non-vacciné,61
2021-09-06,30-39 ans,Vacciné 1 dose,6
2021-09-06,30-39 ans,Vacciné 2 doses,19
2021-09-06,40-49 ans,Non-vacciné,34
2021-09-06,40-49 ans,Vacciné 1 dose,8
2021-09-06,40-49 ans,Vacciné 2 doses,20
2021-09-06,50-59 ans,Non-vacciné,26
2021-09-06,50-59 ans,Vacciné 1 dose,3
2021-09-06,50-59 ans,Vacciné 2 doses,23
2021-09-06,60-69 ans,Non-vacciné,7
2021-09-06,60-69 ans,Vacciné 1 dose,1
2021-09-06,60-69 ans,Vacciné 2 doses,18
2021-09-06,70-79 ans,Non-vacciné,2
2021-09-06,70-79 ans,Vacciné 1 dose,0
2021-09-06,70-79 ans,Vacciné 2 doses,10
2021-09-06,80-89 ans,Non-vacciné,0
2021-09-06,80-89 ans,Vacciné 1 dose,0
2021-09-06,80-89 ans,Vacciné 2 doses,6
2021-09-06,90 ans et plus,Non-vacciné,0
2021-09-06,90 ans et plus,Vacciné 1 dose,0
2021-09-06,90 ans et plus,Vacciné 2 doses,1
2021-09-06,Inconnu,Non-vacciné,0
2021-09-06,Inconnu,Vacciné 1 dose,0
2021-09-06,Inconnu,Vacciné 2 doses,0
2021-09-07,0-9 ans,Non-vacciné,118
2021-09-07,0-9 ans,Vacciné 1 dose,0
2021-09-07,0-9 ans,Vacciné 2 doses,0
2021-09-07,10-19 ans,Non-vacciné,73
2021-09-07,10-19 ans,Vacciné 1 dose,9
2021-09-07,10-19 ans,Vacciné 2 doses,3
2021-09-07,20-29 ans,Non-vacciné,108
2021-09-07,20-29 ans,Vacciné 1 dose,9
2021-09-07,20-29 ans,Vacciné 2 doses,29
2021-09-07,30-39 ans,Non-vacciné,58
2021-09-07,30-39 ans,Vacciné 1 dose,8
2021-09-07,30-39 ans,Vacciné 2 doses,21
2021-09-07,40-49 ans,Non-vacciné,58
2021-09-07,40-49 ans,Vacciné 1 dose,5
2021-09-07,40-49 ans,Vacciné 2 doses,25
2021-09-07,50-59 ans,Non-vacciné,26
2021-09-07,50-59 ans,Vacciné 1 dose,4
2021-09-07,50-59 ans,Vacciné 2 doses,18
2021-09-07,60-69 ans,Non-vacciné,11
2021-09-07,60-69 ans,Vacciné 1 dose,0
2021-09-07,60-69 ans,Vacciné 2 doses,9
2021-09-07,70-79 ans,Non-vacciné,5
2021-09-07,70-79 ans,Vacciné 1 dose,0
2021-09-07,70-79 ans,Vacciné 2 doses,9
2021-09-07,80-89 ans,Non-vacciné,2
2021-09-07,80-89 ans,Vacciné 1 dose,0
2021-09-07,80-89 ans,Vacciné 2 doses,6
2021-09-07,90 ans et plus,Non-vacciné,0
2021-09-07,90 ans et plus,Vacciné 1 dose,0
2021-09-07,90 ans et plus,Vacciné 2 doses,4
2021-09-07,Inconnu,Non-vacciné,0
2021-09-07,Inconnu,Vacciné 1 dose,0
2021-09-07,Inconnu,Vacciné 2 doses,0
2021-09-08,0-9 ans,Non-vacciné,132
2021-09-08,0-9 ans,Vacciné 1 dose,0
2021-09-08,0-9 ans,Vacciné 2 doses,0
2021-09-08,10-19 ans,Non-vacciné,94
2021-09-08,10-19 ans,Vacciné 1 dose,10
2021-09-08,10-19 ans,Vacciné 2 doses,4
2021-09-08,20-29 ans,Non-vacciné,112
2021-09-08,20-29 ans,Vacciné 1 dose,22
2021-09-08,20-29 ans,Vacciné 2 doses,36
2021-09-08,30-39 ans,Non-vacciné,90
